sex,raceth5,age,year,kappa,raceth5_label
f,1,19,2004,1.3240842154729544,Hispanic
f,1,19,2005,1.3240842154729544,Hispanic
f,1,19,2006,1.3240842154729544,Hispanic
f,1,19,2007,1.3240842154729544,Hispanic
f,1,19,2008,1.3240842154729544,Hispanic
f,1,19,2009,1.3240842154729544,Hispanic
f,1,19,2010,0.9140238662884603,Hispanic
f,1,19,2011,0.9140238662884603,Hispanic
f,1,19,2012,0.9140238662884603,Hispanic
f,1,19,2013,0.9140238662884603,Hispanic
f,1,19,2014,0.9140238662884603,Hispanic
f,1,19,2015,0.9140238662884603,Hispanic
f,1,19,2016,0.9140238662884603,Hispanic
f,1,19,2017,0.9140238662884603,Hispanic
f,1,19,2018,0.9140238662884603,Hispanic
f,1,19,2019,0.9140238662884603,Hispanic
f,1,19,2020,0.9140238662884603,Hispanic
f,1,19,2021,0.9140238662884603,Hispanic
f,1,20,1983,1.1219162582237876,Hispanic
f,1,20,1984,1.1219162582237876,Hispanic
f,1,20,1985,1.1219162582237876,Hispanic
f,1,20,1986,1.1219162582237876,Hispanic
f,1,20,1987,1.1219162582237876,Hispanic
f,1,20,1988,1.1219162582237876,Hispanic
f,1,20,1989,1.1219162582237876,Hispanic
f,1,20,1990,1.1219162582237876,Hispanic
f,1,20,1991,1.1219162582237876,Hispanic
f,1,20,1992,1.1219162582237876,Hispanic
f,1,20,1993,1.1219162582237876,Hispanic
f,1,20,1994,1.1219162582237876,Hispanic
f,1,20,1995,1.1219162582237876,Hispanic
f,1,20,1996,1.1219162582237876,Hispanic
f,1,20,1997,1.1219162582237876,Hispanic
f,1,20,1998,1.1219162582237876,Hispanic
f,1,20,1999,1.1219162582237876,Hispanic
f,1,20,2000,1.3240842154729544,Hispanic
f,1,20,2001,1.3240842154729544,Hispanic
f,1,20,2002,1.3240842154729544,Hispanic
f,1,20,2003,1.3240842154729544,Hispanic
f,1,20,2004,1.3240842154729544,Hispanic
f,1,20,2005,1.3240842154729544,Hispanic
f,1,20,2006,1.3240842154729544,Hispanic
f,1,20,2007,1.3240842154729544,Hispanic
f,1,20,2008,1.3240842154729544,Hispanic
f,1,20,2009,1.3240842154729544,Hispanic
f,1,20,2010,0.9140238662884603,Hispanic
f,1,20,2011,0.9140238662884603,Hispanic
f,1,20,2012,0.9140238662884603,Hispanic
f,1,20,2013,0.9140238662884603,Hispanic
f,1,20,2014,0.9140238662884603,Hispanic
f,1,20,2015,0.9140238662884603,Hispanic
f,1,20,2016,0.9140238662884603,Hispanic
f,1,20,2017,0.9140238662884603,Hispanic
f,1,20,2018,0.9140238662884603,Hispanic
f,1,20,2019,0.9140238662884603,Hispanic
f,1,20,2020,0.9140238662884603,Hispanic
f,1,20,2021,0.9140238662884603,Hispanic
f,1,21,1983,1.1219162582237876,Hispanic
f,1,21,1984,1.1219162582237876,Hispanic
f,1,21,1985,1.1219162582237876,Hispanic
f,1,21,1986,1.1219162582237876,Hispanic
f,1,21,1987,1.1219162582237876,Hispanic
f,1,21,1988,1.1219162582237876,Hispanic
f,1,21,1989,1.1219162582237876,Hispanic
f,1,21,1990,1.1219162582237876,Hispanic
f,1,21,1991,1.1219162582237876,Hispanic
f,1,21,1992,1.1219162582237876,Hispanic
f,1,21,1993,1.1219162582237876,Hispanic
f,1,21,1994,1.1219162582237876,Hispanic
f,1,21,1995,1.1219162582237876,Hispanic
f,1,21,1996,1.1219162582237876,Hispanic
f,1,21,1997,1.1219162582237876,Hispanic
f,1,21,1998,1.1219162582237876,Hispanic
f,1,21,1999,1.1219162582237876,Hispanic
f,1,21,2000,1.3240842154729544,Hispanic
f,1,21,2001,1.3240842154729544,Hispanic
f,1,21,2002,1.3240842154729544,Hispanic
f,1,21,2003,1.3240842154729544,Hispanic
f,1,21,2004,1.3240842154729544,Hispanic
f,1,21,2005,1.3240842154729544,Hispanic
f,1,21,2006,1.3240842154729544,Hispanic
f,1,21,2007,1.3240842154729544,Hispanic
f,1,21,2008,1.3240842154729544,Hispanic
f,1,21,2009,1.3240842154729544,Hispanic
f,1,21,2010,0.9140238662884603,Hispanic
f,1,21,2011,0.9140238662884603,Hispanic
f,1,21,2012,0.9140238662884603,Hispanic
f,1,21,2013,0.9140238662884603,Hispanic
f,1,21,2014,0.9140238662884603,Hispanic
f,1,21,2015,0.9140238662884603,Hispanic
f,1,21,2016,0.9140238662884603,Hispanic
f,1,21,2017,0.9140238662884603,Hispanic
f,1,21,2018,0.9140238662884603,Hispanic
f,1,21,2019,0.9140238662884603,Hispanic
f,1,21,2020,0.9140238662884603,Hispanic
f,1,21,2021,0.9140238662884603,Hispanic
f,1,22,1983,1.1219162582237876,Hispanic
f,1,22,1984,1.1219162582237876,Hispanic
f,1,22,1985,1.1219162582237876,Hispanic
f,1,22,1986,1.1219162582237876,Hispanic
f,1,22,1987,1.1219162582237876,Hispanic
f,1,22,1988,1.1219162582237876,Hispanic
f,1,22,1989,1.1219162582237876,Hispanic
f,1,22,1990,1.1219162582237876,Hispanic
f,1,22,1991,1.1219162582237876,Hispanic
f,1,22,1992,1.1219162582237876,Hispanic
f,1,22,1993,1.1219162582237876,Hispanic
f,1,22,1994,1.1219162582237876,Hispanic
f,1,22,1995,1.1219162582237876,Hispanic
f,1,22,1996,1.1219162582237876,Hispanic
f,1,22,1997,1.1219162582237876,Hispanic
f,1,22,1998,1.1219162582237876,Hispanic
f,1,22,1999,1.1219162582237876,Hispanic
f,1,22,2000,1.3240842154729544,Hispanic
f,1,22,2001,1.3240842154729544,Hispanic
f,1,22,2002,1.3240842154729544,Hispanic
f,1,22,2003,1.3240842154729544,Hispanic
f,1,22,2004,1.3240842154729544,Hispanic
f,1,22,2005,1.3240842154729544,Hispanic
f,1,22,2006,1.3240842154729544,Hispanic
f,1,22,2007,1.3240842154729544,Hispanic
f,1,22,2008,1.3240842154729544,Hispanic
f,1,22,2009,1.3240842154729544,Hispanic
f,1,22,2010,0.9140238662884603,Hispanic
f,1,22,2011,0.9140238662884603,Hispanic
f,1,22,2012,0.9140238662884603,Hispanic
f,1,22,2013,0.9140238662884603,Hispanic
f,1,22,2014,0.9140238662884603,Hispanic
f,1,22,2015,0.9140238662884603,Hispanic
f,1,22,2016,0.9140238662884603,Hispanic
f,1,22,2017,0.9140238662884603,Hispanic
f,1,22,2018,0.9140238662884603,Hispanic
f,1,22,2019,0.9140238662884603,Hispanic
f,1,22,2020,0.9140238662884603,Hispanic
f,1,22,2021,0.9140238662884603,Hispanic
f,1,23,1983,1.1219162582237876,Hispanic
f,1,23,1984,1.1219162582237876,Hispanic
f,1,23,1985,1.1219162582237876,Hispanic
f,1,23,1986,1.1219162582237876,Hispanic
f,1,23,1987,1.1219162582237876,Hispanic
f,1,23,1988,1.1219162582237876,Hispanic
f,1,23,1989,1.1219162582237876,Hispanic
f,1,23,1990,1.1219162582237876,Hispanic
f,1,23,1991,1.1219162582237876,Hispanic
f,1,23,1992,1.1219162582237876,Hispanic
f,1,23,1993,1.1219162582237876,Hispanic
f,1,23,1994,1.1219162582237876,Hispanic
f,1,23,1995,1.1219162582237876,Hispanic
f,1,23,1996,1.1219162582237876,Hispanic
f,1,23,1997,1.1219162582237876,Hispanic
f,1,23,1998,1.1219162582237876,Hispanic
f,1,23,1999,1.1219162582237876,Hispanic
f,1,23,2000,1.3240842154729544,Hispanic
f,1,23,2001,1.3240842154729544,Hispanic
f,1,23,2002,1.3240842154729544,Hispanic
f,1,23,2003,1.3240842154729544,Hispanic
f,1,23,2004,1.3240842154729544,Hispanic
f,1,23,2005,1.3240842154729544,Hispanic
f,1,23,2006,1.3240842154729544,Hispanic
f,1,23,2007,1.3240842154729544,Hispanic
f,1,23,2008,1.3240842154729544,Hispanic
f,1,23,2009,1.3240842154729544,Hispanic
f,1,23,2010,0.9140238662884603,Hispanic
f,1,23,2011,0.9140238662884603,Hispanic
f,1,23,2012,0.9140238662884603,Hispanic
f,1,23,2013,0.9140238662884603,Hispanic
f,1,23,2014,0.9140238662884603,Hispanic
f,1,23,2015,0.9140238662884603,Hispanic
f,1,23,2016,0.9140238662884603,Hispanic
f,1,23,2017,0.9140238662884603,Hispanic
f,1,23,2018,0.9140238662884603,Hispanic
f,1,23,2019,0.9140238662884603,Hispanic
f,1,23,2020,0.9140238662884603,Hispanic
f,1,23,2021,0.9140238662884603,Hispanic
f,1,24,1983,1.1219162582237876,Hispanic
f,1,24,1984,1.1219162582237876,Hispanic
f,1,24,1985,1.1219162582237876,Hispanic
f,1,24,1986,1.1219162582237876,Hispanic
f,1,24,1987,1.1219162582237876,Hispanic
f,1,24,1988,1.1219162582237876,Hispanic
f,1,24,1989,1.1219162582237876,Hispanic
f,1,24,1990,1.1219162582237876,Hispanic
f,1,24,1991,1.1219162582237876,Hispanic
f,1,24,1992,1.1219162582237876,Hispanic
f,1,24,1993,1.1219162582237876,Hispanic
f,1,24,1994,1.1219162582237876,Hispanic
f,1,24,1995,1.1219162582237876,Hispanic
f,1,24,1996,1.1219162582237876,Hispanic
f,1,24,1997,1.1219162582237876,Hispanic
f,1,24,1998,1.1219162582237876,Hispanic
f,1,24,1999,1.1219162582237876,Hispanic
f,1,24,2000,1.3240842154729544,Hispanic
f,1,24,2001,1.3240842154729544,Hispanic
f,1,24,2002,1.3240842154729544,Hispanic
f,1,24,2003,1.3240842154729544,Hispanic
f,1,24,2004,1.3240842154729544,Hispanic
f,1,24,2005,1.3240842154729544,Hispanic
f,1,24,2006,1.3240842154729544,Hispanic
f,1,24,2007,1.3240842154729544,Hispanic
f,1,24,2008,1.3240842154729544,Hispanic
f,1,24,2009,1.3240842154729544,Hispanic
f,1,24,2010,0.9140238662884603,Hispanic
f,1,24,2011,0.9140238662884603,Hispanic
f,1,24,2012,0.9140238662884603,Hispanic
f,1,24,2013,0.9140238662884603,Hispanic
f,1,24,2014,0.9140238662884603,Hispanic
f,1,24,2015,0.9140238662884603,Hispanic
f,1,24,2016,0.9140238662884603,Hispanic
f,1,24,2017,0.9140238662884603,Hispanic
f,1,24,2018,0.9140238662884603,Hispanic
f,1,24,2019,0.9140238662884603,Hispanic
f,1,24,2020,0.9140238662884603,Hispanic
f,1,24,2021,0.9140238662884603,Hispanic
f,1,25,1983,1.1219162582237876,Hispanic
f,1,25,1984,1.1219162582237876,Hispanic
f,1,25,1985,1.1219162582237876,Hispanic
f,1,25,1986,1.1219162582237876,Hispanic
f,1,25,1987,1.1219162582237876,Hispanic
f,1,25,1988,1.1219162582237876,Hispanic
f,1,25,1989,1.1219162582237876,Hispanic
f,1,25,1990,1.1219162582237876,Hispanic
f,1,25,1991,1.1219162582237876,Hispanic
f,1,25,1992,1.1219162582237876,Hispanic
f,1,25,1993,1.1219162582237876,Hispanic
f,1,25,1994,1.1219162582237876,Hispanic
f,1,25,1995,1.1219162582237876,Hispanic
f,1,25,1996,1.1219162582237876,Hispanic
f,1,25,1997,1.1219162582237876,Hispanic
f,1,25,1998,1.1219162582237876,Hispanic
f,1,25,1999,1.1219162582237876,Hispanic
f,1,25,2000,1.3240842154729544,Hispanic
f,1,25,2001,1.3240842154729544,Hispanic
f,1,25,2002,1.3240842154729544,Hispanic
f,1,25,2003,1.3240842154729544,Hispanic
f,1,25,2004,1.3240842154729544,Hispanic
f,1,25,2005,1.3240842154729544,Hispanic
f,1,25,2006,1.3240842154729544,Hispanic
f,1,25,2007,1.3240842154729544,Hispanic
f,1,25,2008,1.3240842154729544,Hispanic
f,1,25,2009,1.3240842154729544,Hispanic
f,1,25,2010,0.9140238662884603,Hispanic
f,1,25,2011,0.9140238662884603,Hispanic
f,1,25,2012,0.9140238662884603,Hispanic
f,1,25,2013,0.9140238662884603,Hispanic
f,1,25,2014,0.9140238662884603,Hispanic
f,1,25,2015,0.9140238662884603,Hispanic
f,1,25,2016,0.9140238662884603,Hispanic
f,1,25,2017,0.9140238662884603,Hispanic
f,1,25,2018,0.9140238662884603,Hispanic
f,1,25,2019,0.9140238662884603,Hispanic
f,1,25,2020,0.9140238662884603,Hispanic
f,1,25,2021,0.9140238662884603,Hispanic
f,1,26,1983,1.1219162582237876,Hispanic
f,1,26,1984,1.1219162582237876,Hispanic
f,1,26,1985,1.1219162582237876,Hispanic
f,1,26,1986,1.1219162582237876,Hispanic
f,1,26,1987,1.1219162582237876,Hispanic
f,1,26,1988,1.1219162582237876,Hispanic
f,1,26,1989,1.1219162582237876,Hispanic
f,1,26,1990,1.1219162582237876,Hispanic
f,1,26,1991,1.1219162582237876,Hispanic
f,1,26,1992,1.1219162582237876,Hispanic
f,1,26,1993,1.1219162582237876,Hispanic
f,1,26,1994,1.1219162582237876,Hispanic
f,1,26,1995,1.1219162582237876,Hispanic
f,1,26,1996,1.1219162582237876,Hispanic
f,1,26,1997,1.1219162582237876,Hispanic
f,1,26,1998,1.1219162582237876,Hispanic
f,1,26,1999,1.1219162582237876,Hispanic
f,1,26,2000,1.3240842154729544,Hispanic
f,1,26,2001,1.3240842154729544,Hispanic
f,1,26,2002,1.3240842154729544,Hispanic
f,1,26,2003,1.3240842154729544,Hispanic
f,1,26,2004,1.3240842154729544,Hispanic
f,1,26,2005,1.3240842154729544,Hispanic
f,1,26,2006,1.3240842154729544,Hispanic
f,1,26,2007,1.3240842154729544,Hispanic
f,1,26,2008,1.3240842154729544,Hispanic
f,1,26,2009,1.3240842154729544,Hispanic
f,1,26,2010,0.9140238662884603,Hispanic
f,1,26,2011,0.9140238662884603,Hispanic
f,1,26,2012,0.9140238662884603,Hispanic
f,1,26,2013,0.9140238662884603,Hispanic
f,1,26,2014,0.9140238662884603,Hispanic
f,1,26,2015,0.9140238662884603,Hispanic
f,1,26,2016,0.9140238662884603,Hispanic
f,1,26,2017,0.9140238662884603,Hispanic
f,1,26,2018,0.9140238662884603,Hispanic
f,1,26,2019,0.9140238662884603,Hispanic
f,1,26,2020,0.9140238662884603,Hispanic
f,1,26,2021,0.9140238662884603,Hispanic
f,1,27,1983,1.1219162582237876,Hispanic
f,1,27,1984,1.1219162582237876,Hispanic
f,1,27,1985,1.1219162582237876,Hispanic
f,1,27,1986,1.1219162582237876,Hispanic
f,1,27,1987,1.1219162582237876,Hispanic
f,1,27,1988,1.1219162582237876,Hispanic
f,1,27,1989,1.1219162582237876,Hispanic
f,1,27,1990,1.1219162582237876,Hispanic
f,1,27,1991,1.1219162582237876,Hispanic
f,1,27,1992,1.1219162582237876,Hispanic
f,1,27,1993,1.1219162582237876,Hispanic
f,1,27,1994,1.1219162582237876,Hispanic
f,1,27,1995,1.1219162582237876,Hispanic
f,1,27,1996,1.1219162582237876,Hispanic
f,1,27,1997,1.1219162582237876,Hispanic
f,1,27,1998,1.1219162582237876,Hispanic
f,1,27,1999,1.1219162582237876,Hispanic
f,1,27,2000,1.3240842154729544,Hispanic
f,1,27,2001,1.3240842154729544,Hispanic
f,1,27,2002,1.3240842154729544,Hispanic
f,1,27,2003,1.3240842154729544,Hispanic
f,1,27,2004,1.3240842154729544,Hispanic
f,1,27,2005,1.3240842154729544,Hispanic
f,1,27,2006,1.3240842154729544,Hispanic
f,1,27,2007,1.3240842154729544,Hispanic
f,1,27,2008,1.3240842154729544,Hispanic
f,1,27,2009,1.3240842154729544,Hispanic
f,1,27,2010,0.9140238662884603,Hispanic
f,1,27,2011,0.9140238662884603,Hispanic
f,1,27,2012,0.9140238662884603,Hispanic
f,1,27,2013,0.9140238662884603,Hispanic
f,1,27,2014,0.9140238662884603,Hispanic
f,1,27,2015,0.9140238662884603,Hispanic
f,1,27,2016,0.9140238662884603,Hispanic
f,1,27,2017,0.9140238662884603,Hispanic
f,1,27,2018,0.9140238662884603,Hispanic
f,1,27,2019,0.9140238662884603,Hispanic
f,1,27,2020,0.9140238662884603,Hispanic
f,1,27,2021,0.9140238662884603,Hispanic
f,1,28,1983,1.1219162582237876,Hispanic
f,1,28,1984,1.1219162582237876,Hispanic
f,1,28,1985,1.1219162582237876,Hispanic
f,1,28,1986,1.1219162582237876,Hispanic
f,1,28,1987,1.1219162582237876,Hispanic
f,1,28,1988,1.1219162582237876,Hispanic
f,1,28,1989,1.1219162582237876,Hispanic
f,1,28,1990,1.1219162582237876,Hispanic
f,1,28,1991,1.1219162582237876,Hispanic
f,1,28,1992,1.1219162582237876,Hispanic
f,1,28,1993,1.1219162582237876,Hispanic
f,1,28,1994,1.1219162582237876,Hispanic
f,1,28,1995,1.1219162582237876,Hispanic
f,1,28,1996,1.1219162582237876,Hispanic
f,1,28,1997,1.1219162582237876,Hispanic
f,1,28,1998,1.1219162582237876,Hispanic
f,1,28,1999,1.1219162582237876,Hispanic
f,1,28,2000,1.3240842154729544,Hispanic
f,1,28,2001,1.3240842154729544,Hispanic
f,1,28,2002,1.3240842154729544,Hispanic
f,1,28,2003,1.3240842154729544,Hispanic
f,1,28,2004,1.3240842154729544,Hispanic
f,1,28,2005,1.3240842154729544,Hispanic
f,1,28,2006,1.3240842154729544,Hispanic
f,1,28,2007,1.3240842154729544,Hispanic
f,1,28,2008,1.3240842154729544,Hispanic
f,1,28,2009,1.3240842154729544,Hispanic
f,1,28,2010,0.9140238662884603,Hispanic
f,1,28,2011,0.9140238662884603,Hispanic
f,1,28,2012,0.9140238662884603,Hispanic
f,1,28,2013,0.9140238662884603,Hispanic
f,1,28,2014,0.9140238662884603,Hispanic
f,1,28,2015,0.9140238662884603,Hispanic
f,1,28,2016,0.9140238662884603,Hispanic
f,1,28,2017,0.9140238662884603,Hispanic
f,1,28,2018,0.9140238662884603,Hispanic
f,1,28,2019,0.9140238662884603,Hispanic
f,1,28,2020,0.9140238662884603,Hispanic
f,1,28,2021,0.9140238662884603,Hispanic
f,1,29,1983,1.1219162582237876,Hispanic
f,1,29,1984,1.1219162582237876,Hispanic
f,1,29,1985,1.1219162582237876,Hispanic
f,1,29,1986,1.1219162582237876,Hispanic
f,1,29,1987,1.1219162582237876,Hispanic
f,1,29,1988,1.1219162582237876,Hispanic
f,1,29,1989,1.1219162582237876,Hispanic
f,1,29,1990,1.1219162582237876,Hispanic
f,1,29,1991,1.1219162582237876,Hispanic
f,1,29,1992,1.1219162582237876,Hispanic
f,1,29,1993,1.1219162582237876,Hispanic
f,1,29,1994,1.1219162582237876,Hispanic
f,1,29,1995,1.1219162582237876,Hispanic
f,1,29,1996,1.1219162582237876,Hispanic
f,1,29,1997,1.1219162582237876,Hispanic
f,1,29,1998,1.1219162582237876,Hispanic
f,1,29,1999,1.1219162582237876,Hispanic
f,1,29,2000,1.3240842154729544,Hispanic
f,1,29,2001,1.3240842154729544,Hispanic
f,1,29,2002,1.3240842154729544,Hispanic
f,1,29,2003,1.3240842154729544,Hispanic
f,1,29,2004,1.3240842154729544,Hispanic
f,1,29,2005,1.3240842154729544,Hispanic
f,1,29,2006,1.3240842154729544,Hispanic
f,1,29,2007,1.3240842154729544,Hispanic
f,1,29,2008,1.3240842154729544,Hispanic
f,1,29,2009,1.3240842154729544,Hispanic
f,1,29,2010,0.9140238662884603,Hispanic
f,1,29,2011,0.9140238662884603,Hispanic
f,1,29,2012,0.9140238662884603,Hispanic
f,1,29,2013,0.9140238662884603,Hispanic
f,1,29,2014,0.9140238662884603,Hispanic
f,1,29,2015,0.9140238662884603,Hispanic
f,1,29,2016,0.9140238662884603,Hispanic
f,1,29,2017,0.9140238662884603,Hispanic
f,1,29,2018,0.9140238662884603,Hispanic
f,1,29,2019,0.9140238662884603,Hispanic
f,1,29,2020,0.9140238662884603,Hispanic
f,1,29,2021,0.9140238662884603,Hispanic
f,1,30,1983,0.867179336273385,Hispanic
f,1,30,1984,0.867179336273385,Hispanic
f,1,30,1985,0.867179336273385,Hispanic
f,1,30,1986,0.867179336273385,Hispanic
f,1,30,1987,0.867179336273385,Hispanic
f,1,30,1988,0.867179336273385,Hispanic
f,1,30,1989,0.867179336273385,Hispanic
f,1,30,1990,0.867179336273385,Hispanic
f,1,30,1991,0.867179336273385,Hispanic
f,1,30,1992,0.867179336273385,Hispanic
f,1,30,1993,0.867179336273385,Hispanic
f,1,30,1994,0.867179336273385,Hispanic
f,1,30,1995,0.867179336273385,Hispanic
f,1,30,1996,0.867179336273385,Hispanic
f,1,30,1997,0.867179336273385,Hispanic
f,1,30,1998,0.867179336273385,Hispanic
f,1,30,1999,0.867179336273385,Hispanic
f,1,30,2000,1.1053223638429497,Hispanic
f,1,30,2001,1.1053223638429497,Hispanic
f,1,30,2002,1.1053223638429497,Hispanic
f,1,30,2003,1.1053223638429497,Hispanic
f,1,30,2004,1.1053223638429497,Hispanic
f,1,30,2005,1.1053223638429497,Hispanic
f,1,30,2006,1.1053223638429497,Hispanic
f,1,30,2007,1.1053223638429497,Hispanic
f,1,30,2008,1.1053223638429497,Hispanic
f,1,30,2009,1.1053223638429497,Hispanic
f,1,30,2010,0.8419334972977859,Hispanic
f,1,30,2011,0.8419334972977859,Hispanic
f,1,30,2012,0.8419334972977859,Hispanic
f,1,30,2013,0.8419334972977859,Hispanic
f,1,30,2014,0.8419334972977859,Hispanic
f,1,30,2015,0.8419334972977859,Hispanic
f,1,30,2016,0.8419334972977859,Hispanic
f,1,30,2017,0.8419334972977859,Hispanic
f,1,30,2018,0.8419334972977859,Hispanic
f,1,30,2019,0.8419334972977859,Hispanic
f,1,30,2020,0.8419334972977859,Hispanic
f,1,30,2021,0.8419334972977859,Hispanic
f,1,31,1983,0.867179336273385,Hispanic
f,1,31,1984,0.867179336273385,Hispanic
f,1,31,1985,0.867179336273385,Hispanic
f,1,31,1986,0.867179336273385,Hispanic
f,1,31,1987,0.867179336273385,Hispanic
f,1,31,1988,0.867179336273385,Hispanic
f,1,31,1989,0.867179336273385,Hispanic
f,1,31,1990,0.867179336273385,Hispanic
f,1,31,1991,0.867179336273385,Hispanic
f,1,31,1992,0.867179336273385,Hispanic
f,1,31,1993,0.867179336273385,Hispanic
f,1,31,1994,0.867179336273385,Hispanic
f,1,31,1995,0.867179336273385,Hispanic
f,1,31,1996,0.867179336273385,Hispanic
f,1,31,1997,0.867179336273385,Hispanic
f,1,31,1998,0.867179336273385,Hispanic
f,1,31,1999,0.867179336273385,Hispanic
f,1,31,2000,1.1053223638429497,Hispanic
f,1,31,2001,1.1053223638429497,Hispanic
f,1,31,2002,1.1053223638429497,Hispanic
f,1,31,2003,1.1053223638429497,Hispanic
f,1,31,2004,1.1053223638429497,Hispanic
f,1,31,2005,1.1053223638429497,Hispanic
f,1,31,2006,1.1053223638429497,Hispanic
f,1,31,2007,1.1053223638429497,Hispanic
f,1,31,2008,1.1053223638429497,Hispanic
f,1,31,2009,1.1053223638429497,Hispanic
f,1,31,2010,0.8419334972977859,Hispanic
f,1,31,2011,0.8419334972977859,Hispanic
f,1,31,2012,0.8419334972977859,Hispanic
f,1,31,2013,0.8419334972977859,Hispanic
f,1,31,2014,0.8419334972977859,Hispanic
f,1,31,2015,0.8419334972977859,Hispanic
f,1,31,2016,0.8419334972977859,Hispanic
f,1,31,2017,0.8419334972977859,Hispanic
f,1,31,2018,0.8419334972977859,Hispanic
f,1,31,2019,0.8419334972977859,Hispanic
f,1,31,2020,0.8419334972977859,Hispanic
f,1,31,2021,0.8419334972977859,Hispanic
f,1,32,1983,0.867179336273385,Hispanic
f,1,32,1984,0.867179336273385,Hispanic
f,1,32,1985,0.867179336273385,Hispanic
f,1,32,1986,0.867179336273385,Hispanic
f,1,32,1987,0.867179336273385,Hispanic
f,1,32,1988,0.867179336273385,Hispanic
f,1,32,1989,0.867179336273385,Hispanic
f,1,32,1990,0.867179336273385,Hispanic
f,1,32,1991,0.867179336273385,Hispanic
f,1,32,1992,0.867179336273385,Hispanic
f,1,32,1993,0.867179336273385,Hispanic
f,1,32,1994,0.867179336273385,Hispanic
f,1,32,1995,0.867179336273385,Hispanic
f,1,32,1996,0.867179336273385,Hispanic
f,1,32,1997,0.867179336273385,Hispanic
f,1,32,1998,0.867179336273385,Hispanic
f,1,32,1999,0.867179336273385,Hispanic
f,1,32,2000,1.1053223638429497,Hispanic
f,1,32,2001,1.1053223638429497,Hispanic
f,1,32,2002,1.1053223638429497,Hispanic
f,1,32,2003,1.1053223638429497,Hispanic
f,1,32,2004,1.1053223638429497,Hispanic
f,1,32,2005,1.1053223638429497,Hispanic
f,1,32,2006,1.1053223638429497,Hispanic
f,1,32,2007,1.1053223638429497,Hispanic
f,1,32,2008,1.1053223638429497,Hispanic
f,1,32,2009,1.1053223638429497,Hispanic
f,1,32,2010,0.8419334972977859,Hispanic
f,1,32,2011,0.8419334972977859,Hispanic
f,1,32,2012,0.8419334972977859,Hispanic
f,1,32,2013,0.8419334972977859,Hispanic
f,1,32,2014,0.8419334972977859,Hispanic
f,1,32,2015,0.8419334972977859,Hispanic
f,1,32,2016,0.8419334972977859,Hispanic
f,1,32,2017,0.8419334972977859,Hispanic
f,1,32,2018,0.8419334972977859,Hispanic
f,1,32,2019,0.8419334972977859,Hispanic
