term,b,se,z,pvalue,ll,ul,or,or_low,or_high,model,sample
const,-2.1276658638167882,0.012168696406268371,-174.84747690153395,0.0,-2.1515160705118763,-2.1038156571217,0.11911500025610497,0.11630769337682974,0.12199006681391576,mint,all
sex_male,0.4292471242542253,0.010610494220405034,40.4549604700543,0.0,0.40845093772406105,0.4500433107843895,1.5361005952100826,1.5044854374674879,1.5683801117920502,mint,all
age_c,0.08254749372825969,0.0006416129732135488,128.65621047968634,0.0,0.08128995540874746,0.08380503204777191,1.0860502527897813,1.084685361361489,1.0874168617010207,mint,all
age_c_sq,0.0007789663002977815,2.2415866770133245e-05,34.75066604766188,0.0,0.0007350320087460722,0.0008229005918494909,1.0007792697733395,1.0007353022109713,1.0008232392674339,mint,all
race_1,-0.2719341038848059,0.026547745229064737,-10.243209038599998,0.0,-0.3239667284045178,-0.21990147936509394,0.7619044659801228,0.7232743064696624,0.802597866518856,mint,all
race_3,0.30454477850754125,0.023333627019192154,13.051754802502412,0.0,0.2588117099212339,0.35027784709384857,1.3560075786907202,1.295389872802596,1.4194618871679854,mint,all
race_4,-0.5296693674479948,0.047365216705581185,-11.182665345761677,0.0,-0.6225034863108688,-0.43683524858512074,0.588799613817674,0.5365993854215029,0.646077864885213,mint,all
race_5,0.19720189201180402,0.02279226393316806,8.652141471774959,0.0,0.1525298755766634,0.24187390844694465,1.2179899183196767,1.1647772599671344,1.273633588253802,mint,all
yeardec_2,0.41593052711360695,0.015377693791993956,27.047653096731036,0.0,0.3857908011160136,0.4460702531112003,1.5157805595619291,1.4707769537315167,1.5621612093639654,mint,all
yeardec_3,-0.3681956974531118,0.013708888092596102,-26.858173687475574,0.0,-0.3950646243826902,-0.34132677052353344,0.6919817493713311,0.6736365044989188,0.710826593073648,mint,all
yeardec_4,-2.175400693477231,0.021293067212816586,-102.16474083958312,0.0,-2.217134338334742,-2.13366704861972,0.11356264074360307,0.1089207921608134,0.11840230975937063,mint,all
nk_under18,-0.23796127986411827,0.021850309692966745,-10.890522066179871,0.0,-0.2807870999133795,-0.195135459814857,0.7882332109999356,0.7551890981908229,0.8227232045744846,mint,all
minors_mean_age_ctr,-0.021942740306581172,0.0032854118224103605,-6.678840124974884,2.408406807319352e-11,-0.028382029152887584,-0.01550345146027476,0.9782962503908543,0.9720169570463942,0.9846161083824844,mint,all
nk_x_meanage,0.018890410700469755,0.002731237060087899,6.916430278615876,4.631628414131228e-12,0.013537284429456413,0.0242435369714831,1.0190699633343097,1.0136293283368645,1.024539800830487,mint,all
