author_id,n_papers,paper_share
Heron J,280,0.09389671361502347
Golding J,276,0.0925553319919517
Lawlor D,273,0.09154929577464789
Northstone K,207,0.06941649899396378
Timpson N,201,0.06740442655935613
Emmett P,164,0.05499664654594232
Tilling K,157,0.052649228705566736
Ness A,151,0.05063715627095909
Ring S,148,0.04963112005365526
Lewis G,147,0.04929577464788732
Zammit S,127,0.042588866532528503
Evans D,124,0.04158283031522468
Relton C,120,0.04024144869215292
Howe L,117,0.039235412474849095
Fraser A,98,0.03286384976525822
Smith G,88,0.029510395707578806
Emond A,86,0.028839704896042925
Tobias J,86,0.028839704896042925
Joinson C,84,0.028169014084507043
Hickman M,79,0.02649228705566734
Granell R,72,0.02414486921529175
Henderson J,72,0.02414486921529175
Macleod J,70,0.023474178403755867
Davey Smith G,69,0.023138832997987926
Pearson R,65,0.021797451374916163
Henderson A,64,0.021462105969148222
Jaddoe V,64,0.021462105969148222
Steer C,64,0.021462105969148222
Suderman M,61,0.0204560697518444
Gunnell D,58,0.019450033534540577
Kemp J,56,0.018779342723004695
Thapar A,55,0.018443997317236754
Sattar N,54,0.018108651911468814
Wolke D,54,0.018108651911468814
Evans J,53,0.017773306505700873
Ong K,52,0.017437961099932932
Boomsma DI,51,0.01710261569416499
Boyd A,51,0.01710261569416499
Micali N,51,0.01710261569416499
Stergiakouli E,50,0.01676727028839705
Gaunt TR,49,0.01643192488262911
Gregory S,48,0.01609657947686117
Iles-Caven Y,48,0.01609657947686117
Paternoster L,48,0.01609657947686117
Tiemeier H,48,0.01609657947686117
Williams C,48,0.01609657947686117
Leary S,47,0.015761234071093227
Felix J,46,0.015425888665325285
Hughes A,46,0.015425888665325285
Taylor C,46,0.015425888665325285
Pembrey M,45,0.015090543259557344
Martin NG,44,0.014755197853789403
Barker E,43,0.014419852448021462
Raitakari O,43,0.014419852448021462
Pennell C,42,0.014084507042253521
Smith A,42,0.014084507042253521
Maughan B,40,0.01341381623071764
Lewis S,39,0.013078470824949699
O'Connor T,39,0.013078470824949699
Sayers A,39,0.013078470824949699
Uitterlinden A,39,0.013078470824949699
Holloway J,38,0.012743125419181758
Hottenga J,37,0.012407780013413815
Rivadeneira F,37,0.012407780013413815
Strachan D,37,0.012407780013413815
Hofman A,36,0.012072434607645875
McArdle W,36,0.012072434607645875
Munafò MR,36,0.012072434607645875
Sharp G,36,0.012072434607645875
Dunger D,35,0.011737089201877934
Rogers I,35,0.011737089201877934
Spector T,35,0.011737089201877934
Hemani G,34,0.011401743796109993
Jones H,34,0.011401743796109993
Khandaker G,34,0.011401743796109993
Kwong A,34,0.011401743796109993
McMahon G,34,0.011401743796109993
Sherriff A,34,0.011401743796109993
Eriksson J,33,0.011066398390342052
Hammerton G,33,0.011066398390342052
Jarvelin M,33,0.011066398390342052
Frayling T,32,0.010731052984574111
McCarthy M,32,0.010731052984574111
Montgomery G,32,0.010731052984574111
Richmond RC,32,0.010731052984574111
Riglin L,32,0.010731052984574111
Freathy R,31,0.01039570757880617
Hattersley A,31,0.01039570757880617
Nelson S,31,0.01039570757880617
Richardson T,31,0.01039570757880617
Wareham N,31,0.01039570757880617
van Duijn CM,31,0.01039570757880617
Sterne J,30,0.01006036217303823
Sunyer J,30,0.01006036217303823
Taylor A,30,0.01006036217303823
Ben-Shlomo Y,29,0.009725016767270288
Hayward C,29,0.009725016767270288
Mars B,29,0.009725016767270288
Jones P,28,0.009389671361502348
Kaprio J,28,0.009389671361502348
Miller L,28,0.009389671361502348
Riddoch C,28,0.009389671361502348
Stein A,28,0.009389671361502348
Chaturvedi N,27,0.009054325955734407
Collishaw S,27,0.009054325955734407
Loos R,27,0.009054325955734407
Macdonald-Wallis C,27,0.009054325955734407
Medland S,27,0.009054325955734407
Perry J,27,0.009054325955734407
Reilly J,27,0.009054325955734407
Richmond S,27,0.009054325955734407
Warrington N,27,0.009054325955734407
Wilson J,27,0.009054325955734407
Bell J,26,0.008718980549966466
Cecil C,26,0.008718980549966466
Deere K,26,0.008718980549966466
Dunn J,26,0.008718980549966466
Hibbeln J,26,0.008718980549966466
Lehtimäki T,26,0.008718980549966466
Rai D,26,0.008718980549966466
Sallis H,26,0.008718980549966466
Deanfield J,25,0.008383635144198525
Dedoussis G,25,0.008383635144198525
Dunn E,25,0.008383635144198525
Edwards A,25,0.008383635144198525
Heinrich J,25,0.008383635144198525
Mattocks C,25,0.008383635144198525
Simpkin A,25,0.008383635144198525
Agbaje A,24,0.008048289738430584
Elhakeem A,24,0.008048289738430584
Ellis G,24,0.008048289738430584
Heude B,24,0.008048289738430584
Shaheen S,24,0.008048289738430584
Smith D,24,0.008048289738430584
Walton E,24,0.008048289738430584
Zeggini E,24,0.008048289738430584
Zuccolo L,24,0.008048289738430584
Araya R,23,0.0077129443326626424
Deary I,23,0.0077129443326626424
Guggenheim J,23,0.0077129443326626424
Hakonarson H,23,0.0077129443326626424
Koppelman G,23,0.0077129443326626424
Mahedy L,23,0.0077129443326626424
Morris A,23,0.0077129443326626424
Palotie A,23,0.0077129443326626424
Sebert S,23,0.0077129443326626424
Soranzo N,23,0.0077129443326626424
St Pourcain B,23,0.0077129443326626424
Vrijheid M,23,0.0077129443326626424
Alati R,22,0.007377598926894702
Arshad S,22,0.007377598926894702
Cannon M,22,0.007377598926894702
Deloukas P,22,0.007377598926894702
Hall A,22,0.007377598926894702
Hingorani A,22,0.007377598926894702
Kendler KS,22,0.007377598926894702
Metspalu A,22,0.007377598926894702
Wootton R,22,0.007377598926894702
Zhang H,22,0.007377598926894702
Cadman T,21,0.007042253521126761
Davies G,21,0.007042253521126761
Duijts L,21,0.007042253521126761
Esko T,21,0.007042253521126761
Ferrucci L,21,0.007042253521126761
Guxens M,21,0.007042253521126761
Horwood J,21,0.007042253521126761
Magnus M,21,0.007042253521126761
Ramchandani P,21,0.007042253521126761
Sullivan S,21,0.007042253521126761
Thompson A,21,0.007042253521126761
Amin N,20,0.00670690811535882
Anderson E,20,0.00670690811535882
Custovic A,20,0.00670690811535882
Day I,20,0.00670690811535882
Dick D,20,0.00670690811535882
Elliott P,20,0.00670690811535882
Owen MJ,20,0.00670690811535882
Paus T,20,0.00670690811535882
Penninx BWJH,20,0.00670690811535882
Rudan I,20,0.00670690811535882
Willemsen G,20,0.00670690811535882
Wright C,20,0.00670690811535882
Zhurov A,20,0.00670690811535882
Cooper C,19,0.006371562709590879
Culpin I,19,0.006371562709590879
Gieger C,19,0.006371562709590879
Glover V,19,0.006371562709590879
Hardy R,19,0.006371562709590879
Jones L,19,0.006371562709590879
Järvelin MR,19,0.006371562709590879
Lahti J,19,0.006371562709590879
Langley K,19,0.006371562709590879
Morris T,19,0.006371562709590879
Munafo M,19,0.006371562709590879
O'Donovan M,19,0.006371562709590879
Palmer L,19,0.006371562709590879
Pouta A,19,0.006371562709590879
Simpson A,19,0.006371562709590879
Thiering E,19,0.006371562709590879
Treasure J,19,0.006371562709590879
Yang T,19,0.006371562709590879
Zhao J,19,0.006371562709590879
Bisgaard H,18,0.006036217303822937
Brion M,18,0.006036217303822937
Bustamante M,18,0.006036217303822937
Campbell H,18,0.006036217303822937
Cornish R,18,0.006036217303822937
Davey-Smith G,18,0.006036217303822937
Davis O,18,0.006036217303822937
Kaakinen M,18,0.006036217303822937
Langenberg C,18,0.006036217303822937
Lynch J,18,0.006036217303822937
Marcus M,18,0.006036217303822937
Min JL,18,0.006036217303822937
Nowicki S,18,0.006036217303822937
Porteous D,18,0.006036217303822937
Power C,18,0.006036217303822937
Richards JB,18,0.006036217303822937
Scott RA,18,0.006036217303822937
Standl M,18,0.006036217303822937
Stefansson K,18,0.006036217303822937
Wade KH,18,0.006036217303822937
Clark E,17,0.005700871898054996
Davis J,17,0.005700871898054996
Fraser W,17,0.005700871898054996
Gage S,17,0.005700871898054996
Grant S,17,0.005700871898054996
Huang J,17,0.005700871898054996
Ikram MA,17,0.005700871898054996
Kuh D,17,0.005700871898054996
Mangino M,17,0.005700871898054996
Polasek O,17,0.005700871898054996
Postma D,17,0.005700871898054996
Prokopenko I,17,0.005700871898054996
Rice F,17,0.005700871898054996
Solmi F,17,0.005700871898054996
Starr J,17,0.005700871898054996
Weedon M,17,0.005700871898054996
Wright J,17,0.005700871898054996
Borges M,16,0.0053655264922870555
Hansen T,16,0.0053655264922870555
Hysi P,16,0.0053655264922870555
Jones R,16,0.0053655264922870555
Kähönen M,16,0.0053655264922870555
Lee M,16,0.0053655264922870555
London S,16,0.0053655264922870555
Martin J,16,0.0053655264922870555
