dataset,metric,value,top_x,year,computed_date
NHS,n_papers,3450,NA,NA,2026-07-06
NHS,n_authors,4102,NA,NA,2026-07-06
NHS,hhi,0.2909089687040259,NA,NA,2026-07-06
NHS,top_x_share,0.24666666666666667,1,NA,2026-07-06
NHS,top_x_share,0.41855072463768117,3,NA,2026-07-06
NHS,top_x_share,0.5342028985507247,5,NA,2026-07-06
NHS,top_x_share,0.6420289855072464,10,NA,2026-07-06
NHS,hhi,2.2916666666666665,NA,1993,2026-07-06
NHS,top_x_share,0.75,1,1993,2026-07-06
NHS,top_x_share,0.8333333333333334,3,1993,2026-07-06
NHS,top_x_share,0.8333333333333334,5,1993,2026-07-06
NHS,top_x_share,1,10,1993,2026-07-06
NHS,hhi,1.7200000000000002,NA,1994,2026-07-06
NHS,top_x_share,0.7,1,1994,2026-07-06
NHS,top_x_share,0.9,3,1994,2026-07-06
NHS,top_x_share,0.9,5,1994,2026-07-06
NHS,top_x_share,1,10,1994,2026-07-06
NHS,hhi,2.1699999999999995,NA,1995,2026-07-06
NHS,top_x_share,0.85,1,1995,2026-07-06
NHS,top_x_share,0.9,3,1995,2026-07-06
NHS,top_x_share,0.9,5,1995,2026-07-06
NHS,top_x_share,0.9,10,1995,2026-07-06
NHS,hhi,1.2711111111111115,NA,1996,2026-07-06
NHS,top_x_share,0.6666666666666666,1,1996,2026-07-06
NHS,top_x_share,0.8,3,1996,2026-07-06
NHS,top_x_share,0.8,5,1996,2026-07-06
NHS,top_x_share,1,10,1996,2026-07-06
NHS,hhi,2.9229024943310637,NA,1997,2026-07-06
NHS,top_x_share,0.8571428571428571,1,1997,2026-07-06
NHS,top_x_share,0.9523809523809523,3,1997,2026-07-06
NHS,top_x_share,0.9523809523809523,5,1997,2026-07-06
NHS,top_x_share,1,10,1997,2026-07-06
NHS,hhi,2.1198224852071004,NA,1998,2026-07-06
NHS,top_x_share,0.7692307692307693,1,1998,2026-07-06
NHS,top_x_share,0.9230769230769231,3,1998,2026-07-06
NHS,top_x_share,0.9230769230769231,5,1998,2026-07-06
NHS,top_x_share,0.9230769230769231,10,1998,2026-07-06
