dataset,metric,value,top_x,year,computed_date
HRS,n_papers,4652,NA,NA,2026-07-06
HRS,n_authors,6916,NA,NA,2026-07-06
HRS,hhi,0.014610622452530907,NA,NA,2026-07-06
HRS,top_x_share,0.041487532244196046,1,NA,2026-07-06
HRS,top_x_share,0.08985382631126397,3,NA,2026-07-06
HRS,top_x_share,0.11371453138435082,5,NA,2026-07-06
HRS,top_x_share,0.146603611349957,10,NA,2026-07-06
HRS,hhi,0.21000000000000013,NA,2000,2026-07-06
HRS,top_x_share,1,1,2000,2026-07-06
HRS,top_x_share,1,3,2000,2026-07-06
HRS,top_x_share,1,5,2000,2026-07-06
HRS,top_x_share,1,10,2000,2026-07-06
HRS,hhi,0.19921875,NA,2001,2026-07-06
HRS,top_x_share,0.375,1,2001,2026-07-06
HRS,top_x_share,0.375,3,2001,2026-07-06
HRS,top_x_share,0.375,5,2001,2026-07-06
HRS,top_x_share,1,10,2001,2026-07-06
HRS,hhi,0.30769230769230765,NA,2002,2026-07-06
HRS,top_x_share,0.23076923076923078,1,2002,2026-07-06
HRS,top_x_share,0.5384615384615384,3,2002,2026-07-06
HRS,top_x_share,0.5384615384615384,5,2002,2026-07-06
HRS,top_x_share,1,10,2002,2026-07-06
HRS,hhi,0.2037037037037039,NA,2003,2026-07-06
HRS,top_x_share,0.4444444444444444,1,2003,2026-07-06
HRS,top_x_share,0.4444444444444444,3,2003,2026-07-06
HRS,top_x_share,0.4444444444444444,5,2003,2026-07-06
HRS,top_x_share,1,10,2003,2026-07-06
HRS,hhi,0.2525951557093425,NA,2004,2026-07-06
HRS,top_x_share,0.17647058823529413,1,2004,2026-07-06
HRS,top_x_share,0.6470588235294118,3,2004,2026-07-06
HRS,top_x_share,0.6470588235294118,5,2004,2026-07-06
HRS,top_x_share,1,10,2004,2026-07-06
HRS,hhi,0.17206790123456822,NA,2005,2026-07-06
HRS,top_x_share,0.16666666666666666,1,2005,2026-07-06
HRS,top_x_share,0.3888888888888889,3,2005,2026-07-06
HRS,top_x_share,0.3888888888888889,5,2005,2026-07-06
HRS,top_x_share,0.5277777777777778,10,2005,2026-07-06
HRS,hhi,0.19444444444444428,NA,2006,2026-07-06
HRS,top_x_share,0.16666666666666666,1,2006,2026-07-06
HRS,top_x_share,0.4166666666666667,3,2006,2026-07-06
