dataset,metric,value,top_x,year,computed_date
SWAN,n_papers,707,NA,NA,2026-07-06
SWAN,n_authors,943,NA,NA,2026-07-06
SWAN,hhi,0.40920758068938595,NA,NA,2026-07-06
SWAN,top_x_share,0.22913719943422914,1,NA,2026-07-06
SWAN,top_x_share,0.5275813295615276,3,NA,2026-07-06
SWAN,top_x_share,0.6463932107496464,5,NA,2026-07-06
SWAN,top_x_share,0.7553041018387553,10,NA,2026-07-06
SWAN,hhi,1.5950413223140492,NA,2003,2026-07-06
SWAN,top_x_share,0.6363636363636364,1,2003,2026-07-06
SWAN,top_x_share,0.7272727272727273,3,2003,2026-07-06
SWAN,top_x_share,1,5,2003,2026-07-06
SWAN,top_x_share,1,10,2003,2026-07-06
SWAN,hhi,1.1420118343195276,NA,2004,2026-07-06
SWAN,top_x_share,0.6153846153846154,1,2004,2026-07-06
SWAN,top_x_share,0.6153846153846154,3,2004,2026-07-06
SWAN,top_x_share,0.9230769230769231,5,2004,2026-07-06
SWAN,top_x_share,0.9230769230769231,10,2004,2026-07-06
SWAN,hhi,1.1836734693877544,NA,2005,2026-07-06
SWAN,top_x_share,0.42857142857142855,1,2005,2026-07-06
SWAN,top_x_share,0.5,3,2005,2026-07-06
SWAN,top_x_share,0.9285714285714286,5,2005,2026-07-06
SWAN,top_x_share,0.9285714285714286,10,2005,2026-07-06
SWAN,hhi,0.8535502958579883,NA,2006,2026-07-06
SWAN,top_x_share,0.5,1,2006,2026-07-06
SWAN,top_x_share,0.5769230769230769,3,2006,2026-07-06
SWAN,top_x_share,0.8076923076923077,5,2006,2026-07-06
SWAN,top_x_share,0.8461538461538461,10,2006,2026-07-06
SWAN,hhi,1.253086419753087,NA,2007,2026-07-06
SWAN,top_x_share,0.4444444444444444,1,2007,2026-07-06
SWAN,top_x_share,0.8888888888888888,3,2007,2026-07-06
SWAN,top_x_share,0.8888888888888888,5,2007,2026-07-06
SWAN,top_x_share,1,10,2007,2026-07-06
SWAN,hhi,1.288194444444446,NA,2008,2026-07-06
SWAN,top_x_share,0.5,1,2008,2026-07-06
SWAN,top_x_share,0.8333333333333334,3,2008,2026-07-06
SWAN,top_x_share,0.9166666666666666,5,2008,2026-07-06
SWAN,top_x_share,0.9166666666666666,10,2008,2026-07-06
SWAN,hhi,0.6776406035665294,NA,2009,2026-07-06
SWAN,top_x_share,0.3333333333333333,1,2009,2026-07-06
SWAN,top_x_share,0.5555555555555556,3,2009,2026-07-06
SWAN,top_x_share,0.8518518518518519,5,2009,2026-07-06
SWAN,top_x_share,0.9629629629629629,10,2009,2026-07-06
SWAN,hhi,0.9174999999999991,NA,2010,2026-07-06
SWAN,top_x_share,0.4,1,2010,2026-07-06
SWAN,top_x_share,0.4,3,2010,2026-07-06
SWAN,top_x_share,0.75,5,2010,2026-07-06
SWAN,top_x_share,0.9,10,2010,2026-07-06
