birth_week,death_year,deaths_total,birth_year,group,study,age,week_in_year,treated,rate,log_rate,study_name
19-25 April 1971,1979,2.0,1971,3,BCS70 1970,8,7,0,0.126027915183213,-2.07125184749591,BCS70
26-2 April/May 1971,1979,3.0,1971,3,BCS70 1970,8,8,0,0.18904187277482,-1.66578673938775,BCS70
3-9 May 1971,1979,4.0,1971,3,BCS70 1970,8,9,0,0.252055830366426,-1.37810466693597,BCS70
8-14 March 1972,1979,5.0,1972,3,BCS70 1970,7,1,0,0.336128804557907,-1.09026084557905,BCS70
15-21 March 1972,1979,4.0,1972,3,BCS70 1970,7,2,0,0.268903043646325,-1.31340439689326,BCS70
22-28 March 1972,1979,6.0,1972,3,BCS70 1970,7,3,0,0.403354565469488,-0.907939288785096,BCS70
29-4 March/April 1972,1979,1.0,1972,3,BCS70 1970,7,4,0,0.0672257609115813,-2.69969875801315,BCS70
5-11 April 1972,1979,6.0,1972,3,BCS70 1970,7,5,0,0.403354565469488,-0.907939288785096,BCS70
12-18 April 1972,1979,5.0,1972,3,BCS70 1970,7,6,0,0.336128804557907,-1.09026084557905,BCS70
19-25 April 1972,1979,5.0,1972,3,BCS70 1970,7,7,0,0.336128804557907,-1.09026084557905,BCS70
26-2 April/May 1972,1979,3.0,1972,3,BCS70 1970,7,8,0,0.201677282734744,-1.60108646934504,BCS70
3-9 May 1972,1979,3.0,1972,3,BCS70 1970,7,9,0,0.201677282734744,-1.60108646934504,BCS70
3-9 February 1944,1980,9.0,1944,1,NSHD 1946,36,1,0,0.615500350493255,-0.485319763913022,NSHD
10-16 February 1944,1980,26.0,1944,1,NSHD 1946,36,2,0,1.77811212364718,0.57555219677224,NSHD
17-23 February 1944,1980,11.0,1944,1,NSHD 1946,36,3,0,0.752278206158423,-0.284649068450871,NSHD
24-1 Feb/March 1944,1980,18.0,1944,1,NSHD 1946,36,4,0,1.23100070098651,0.207827416646923,NSHD
3-9 March 1944,1980,14.0,1944,1,NSHD 1946,36,5,0,0.957444989656175,-0.0434870116339831,NSHD
10-16 March 1944,1980,15.0,1944,1,NSHD 1946,36,6,0,1.02583391748876,0.0255058598529684,NSHD
17-23 March 1944,1980,16.0,1944,1,NSHD 1946,36,7,0,1.09422284532134,0.0900443809905396,NSHD
24-30 March 1944,1980,18.0,1944,1,NSHD 1946,36,8,0,1.23100070098651,0.207827416646923,NSHD
31-6 March/April 1944,1980,17.0,1944,1,NSHD 1946,36,9,0,1.16261177315393,0.150669002806974,NSHD
3-9 February 1945,1980,6.0,1945,1,NSHD 1946,35,1,0,0.436840189297415,-0.828187850319182,NSHD
10-16 February 1945,1980,20.0,1945,1,NSHD 1946,35,2,0,1.45613396432472,0.375784954006754,NSHD
17-23 February 1945,1980,17.0,1945,1,NSHD 1946,35,3,0,1.23771386967601,0.213266024508979,NSHD
24-2 Feb/March 1945,1980,7.0,1945,1,NSHD 1946,35,4,0,0.509646887513651,-0.674037170491924,NSHD
3-9 March 1945,1980,12.0,1945,1,NSHD 1946,35,5,0,0.873680378594831,-0.135040669759237,NSHD
10-16 March 1945,1980,17.0,1945,1,NSHD 1946,35,6,0,1.23771386967601,0.213266024508979,NSHD
17-23 March 1945,1980,7.0,1945,1,NSHD 1946,35,7,0,0.509646887513651,-0.674037170491924,NSHD
24-30 March 1945,1980,11.0,1945,1,NSHD 1946,35,8,0,0.800873680378595,-0.222052046748867,NSHD
31-6 March/April 1945,1980,11.0,1945,1,NSHD 1946,35,9,0,0.800873680378595,-0.222052046748867,NSHD
3-9 February 1946,1980,14.0,1946,1,NSHD 1946,34,1,0,0.998751560549313,-0.0012492194004319,NSHD
10-16 February 1946,1980,7.0,1946,1,NSHD 1946,34,2,0,0.499375780274657,-0.694396399960377,NSHD
17-23 February 1946,1980,7.0,1946,1,NSHD 1946,34,3,0,0.499375780274657,-0.694396399960377,NSHD
24-2 Feb/March 1946,1980,17.0,1946,1,NSHD 1946,34,4,0,1.21276975209559,0.192906795040526,NSHD
3-9 March 1946,1980,15.0,1946,1,NSHD 1946,34,5,1,1.07009095773141,0.0677436520865196,NSHD
10-16 March 1946,1980,13.0,1946,1,NSHD 1946,34,6,0,0.92741216336722,-0.0753571915541538,NSHD
17-23 March 1946,1980,16.0,1946,1,NSHD 1946,34,7,0,1.1414303549135,0.132282173224091,NSHD
24-30 March 1946,1980,12.0,1946,1,NSHD 1946,34,8,0,0.856072766185126,-0.15539989922769,NSHD
31-6 March/April 1946,1980,13.0,1946,1,NSHD 1946,34,9,0,0.92741216336722,-0.0753571915541538,NSHD
3-9 February 1947,1980,9.0,1947,1,NSHD 1946,33,1,0,0.488513155930685,-0.71638887658111,NSHD
10-16 February 1947,1980,14.0,1947,1,NSHD 1946,33,2,0,0.759909353669955,-0.274556124302071,NSHD
17-23 February 1947,1980,14.0,1947,1,NSHD 1946,33,3,0,0.759909353669955,-0.274556124302071,NSHD
24-2 Feb/March 1947,1980,15.0,1947,1,NSHD 1946,33,4,0,0.814188593217809,-0.205563252815119,NSHD
3-9 March 1947,1980,17.0,1947,1,NSHD 1946,33,5,0,0.922747072313517,-0.0804001098611134,NSHD
10-16 March 1947,1980,12.0,1947,1,NSHD 1946,33,6,0,0.651350874574247,-0.428706804129329,NSHD
17-23 March 1947,1980,13.0,1947,1,NSHD 1946,33,7,0,0.705630114122101,-0.348664096455793,NSHD
24-30 March 1947,1980,14.0,1947,1,NSHD 1946,33,8,0,0.759909353669955,-0.274556124302071,NSHD
31-6 March/April 1947,1980,12.0,1947,1,NSHD 1946,33,9,0,0.651350874574247,-0.428706804129329,NSHD
3-9 February 1948,1980,9.0,1948,1,NSHD 1946,32,1,0,0.555812876331635,-0.587323594738716,NSHD
10-16 February 1948,1980,5.0,1948,1,NSHD 1946,32,2,0,0.308784931295353,-1.17511025964083,NSHD
17-23 February 1948,1980,12.0,1948,1,NSHD 1946,32,3,0,0.741083835108847,-0.299641522286935,NSHD
24-1 Feb/March 1948,1980,20.0,1948,1,NSHD 1946,32,4,0,1.23513972518141,0.211184101479056,NSHD
3-9 March 1948,1980,9.0,1948,1,NSHD 1946,32,5,0,0.555812876331635,-0.587323594738716,NSHD
10-16 March 1948,1980,11.0,1948,1,NSHD 1946,32,6,0,0.679326848849776,-0.386652899276565,NSHD
17-23 March 1948,1980,15.0,1948,1,NSHD 1946,32,7,0,0.926354793886058,-0.076497970972725,NSHD
24-30 March 1948,1980,8.0,1948,1,NSHD 1946,32,8,0,0.494055890072564,-0.705106630395099,NSHD
31-6 March/April 1948,1980,12.0,1948,1,NSHD 1946,32,9,0,0.741083835108847,-0.299641522286935,NSHD
3-9 February 1956,1980,9.0,1956,2,NCDS 1958,24,1,0,0.639658848614073,-0.446820293790078,NCDS
10-16 February 1956,1980,10.0,1956,2,NCDS 1958,24,2,0,0.710732054015636,-0.341459778132252,NCDS
17-23 February 1956,1980,8.0,1956,2,NCDS 1958,24,3,0,0.568585643212509,-0.564603329446462,NCDS
24-1 Feb/March 1956,1980,9.0,1956,2,NCDS 1958,24,4,0,0.639658848614073,-0.446820293790078,NCDS
3-9 March 1956,1980,9.0,1956,2,NCDS 1958,24,5,0,0.639658848614073,-0.446820293790078,NCDS
10-16 March 1956,1980,8.0,1956,2,NCDS 1958,24,6,0,0.568585643212509,-0.564603329446462,NCDS
17-23 March 1956,1980,11.0,1956,2,NCDS 1958,24,7,0,0.7818052594172,-0.246149598327927,NCDS
24-30 March 1956,1980,7.0,1956,2,NCDS 1958,24,8,0,0.497512437810945,-0.698134722070984,NCDS
31-6 March/April 1956,1980,11.0,1956,2,NCDS 1958,24,9,0,0.7818052594172,-0.246149598327927,NCDS
3-9 February 1957,1980,5.0,1957,2,NCDS 1958,23,1,0,0.349876668474363,-1.05017456238515,NCDS
10-16 February 1957,1980,10.0,1957,2,NCDS 1958,23,2,0,0.699753336948726,-0.357027381825204,NCDS
17-23 February 1957,1980,9.0,1957,2,NCDS 1958,23,3,0,0.629778003253853,-0.46238789748303,NCDS
24-2 Feb/March 1957,1980,16.0,1957,2,NCDS 1958,23,4,0,1.11960533911796,0.112976247420532,NCDS
3-9 March 1957,1980,10.0,1957,2,NCDS 1958,23,5,0,0.699753336948726,-0.357027381825204,NCDS
10-16 March 1957,1980,10.0,1957,2,NCDS 1958,23,6,0,0.699753336948726,-0.357027381825204,NCDS
17-23 March 1957,1980,4.0,1957,2,NCDS 1958,23,7,0,0.27990133477949,-1.27331811369936,NCDS
24-30 March 1957,1980,7.0,1957,2,NCDS 1958,23,8,0,0.489827335864108,-0.713702325763936,NCDS
31-6 March/April 1957,1980,7.0,1957,2,NCDS 1958,23,9,0,0.489827335864108,-0.713702325763936,NCDS
3-9 February 1958,1980,9.0,1958,2,NCDS 1958,22,1,0,0.615111232614564,-0.485952161489967,NCDS
10-16 February 1958,1980,13.0,1958,2,NCDS 1958,22,2,0,0.888494002665482,-0.11822738136465,NCDS
17-23 February 1958,1980,4.0,1958,2,NCDS 1958,22,3,0,0.273382770050918,-1.2968823777063,NCDS
24-2 Feb/March 1958,1980,9.0,1958,2,NCDS 1958,22,4,0,0.615111232614564,-0.485952161489967,NCDS
3-9 March 1958,1980,12.0,1958,2,NCDS 1958,22,5,1,0.820148310152753,-0.198270089038186,NCDS
10-16 March 1958,1980,7.0,1958,2,NCDS 1958,22,6,0,0.478419847589106,-0.737266589770873,NCDS
17-23 March 1958,1980,10.0,1958,2,NCDS 1958,22,7,0,0.683456925127294,-0.380591645832141,NCDS
24-30 March 1958,1980,11.0,1958,2,NCDS 1958,22,8,0,0.751802617640023,-0.285281466027816,NCDS
31-6 March/April 1958,1980,11.0,1958,2,NCDS 1958,22,9,0,0.751802617640023,-0.285281466027816,NCDS
3-9 February 1959,1980,8.0,1959,2,NCDS 1958,21,1,0,0.529792553103425,-0.63526975829538,NCDS
10-16 February 1959,1980,8.0,1959,2,NCDS 1958,21,2,0,0.529792553103425,-0.63526975829538,NCDS
17-23 February 1959,1980,14.0,1959,2,NCDS 1958,21,3,0,0.927136967930995,-0.0756539703599569,NCDS
24-2 Feb/March 1959,1980,10.0,1959,2,NCDS 1958,21,4,0,0.662240691379282,-0.41212620698117,NCDS
3-9 March 1959,1980,6.0,1959,2,NCDS 1958,21,5,0,0.397344414827569,-0.92295183074716,NCDS
10-16 March 1959,1980,8.0,1959,2,NCDS 1958,21,6,0,0.529792553103425,-0.63526975829538,NCDS
17-23 March 1959,1980,16.0,1959,2,NCDS 1958,21,7,0,1.05958510620685,0.0578774222645657,NCDS
24-30 March 1959,1980,10.0,1959,2,NCDS 1958,21,8,0,0.662240691379282,-0.41212620698117,NCDS
31-6 March/April 1959,1980,16.0,1959,2,NCDS 1958,21,9,0,1.05958510620685,0.0578774222645657,NCDS
3-9 February 1960,1980,8.0,1960,2,NCDS 1958,20,1,0,0.497172332359704,-0.698818567797177,NCDS
10-16 February 1960,1980,7.0,1960,2,NCDS 1958,20,2,0,0.435025790814741,-0.8323499604217,NCDS
17-23 February 1960,1980,6.0,1960,2,NCDS 1958,20,3,0,0.372879249269778,-0.986500640248958,NCDS
24-1 Feb/March 1960,1980,11.0,1960,2,NCDS 1958,20,4,0,0.683611956994593,-0.380364836678643,NCDS
3-9 March 1960,1980,5.0,1960,2,NCDS 1958,20,5,0,0.310732707724815,-1.16882219704291,NCDS
10-16 March 1960,1980,16.0,1960,2,NCDS 1958,20,6,0,0.994344664719408,-0.0056713872372318,NCDS
17-23 March 1960,1980,11.0,1960,2,NCDS 1958,20,7,0,0.683611956994593,-0.380364836678643,NCDS
24-30 March 1960,1980,7.0,1960,2,NCDS 1958,20,8,0,0.435025790814741,-0.8323499604217,NCDS
31-6 March/April 1960,1980,16.0,1960,2,NCDS 1958,20,9,0,0.994344664719408,-0.0056713872372318,NCDS
8-14 March 1968,1980,3.0,1968,3,BCS70 1970,12,1,0,0.179557391031108,-1.71726039496285,BCS70
15-21 March 1968,1980,1.0,1968,3,BCS70 1970,12,2,0,0.0598524636770361,-2.81587268363096,BCS70
22-28 March 1968,1980,1.0,1968,3,BCS70 1970,12,3,0,0.0598524636770361,-2.81587268363096,BCS70
29-4 March/April 1968,1980,3.0,1968,3,BCS70 1970,12,4,0,0.179557391031108,-1.71726039496285,BCS70
5-11 April 1968,1980,1.0,1968,3,BCS70 1970,12,5,0,0.0598524636770361,-2.81587268363096,BCS70
12-18 April 1968,1980,4.0,1968,3,BCS70 1970,12,6,0,0.239409854708144,-1.42957832251107,BCS70
19-25 April 1968,1980,5.0,1968,3,BCS70 1970,12,7,0,0.299262318385181,-1.20643477119686,BCS70
26-2 April/May 1968,1980,6.0,1968,3,BCS70 1970,12,8,0,0.359114782062217,-1.0241132144029,BCS70
3-9 May 1968,1980,0.0,1968,3,BCS70 1970,12,9,0,0.0,-inf,BCS70
8-14 March 1969,1980,4.0,1969,3,BCS70 1970,11,1,0,0.24770869457518,-1.3955018418708,BCS70
15-21 March 1969,1980,6.0,1969,3,BCS70 1970,11,2,0,0.371563041862769,-0.990036733762639,BCS70
22-28 March 1969,1980,7.0,1969,3,BCS70 1970,11,3,0,0.433490215506564,-0.835886053935381,BCS70
29-4 March/April 1969,1980,3.0,1969,3,BCS70 1970,11,4,0,0.185781520931385,-1.68318391432258,BCS70
5-11 April 1969,1980,1.0,1969,3,BCS70 1970,11,5,0,0.0619271736437949,-2.78179620299069,BCS70
12-18 April 1969,1980,5.0,1969,3,BCS70 1970,11,6,0,0.309635868218974,-1.17235829055659,BCS70
19-25 April 1969,1980,4.0,1969,3,BCS70 1970,11,7,0,0.24770869457518,-1.3955018418708,BCS70
26-2 April/May 1969,1980,3.0,1969,3,BCS70 1970,11,8,0,0.185781520931385,-1.68318391432258,BCS70
3-9 May 1969,1980,3.0,1969,3,BCS70 1970,11,9,0,0.185781520931385,-1.68318391432258,BCS70
8-14 March 1970,1980,4.0,1970,3,BCS70 1970,10,1,0,0.262260687123,-1.33841628087543,BCS70
15-21 March 1970,1980,1.0,1970,3,BCS70 1970,10,2,0,0.0655651717807501,-2.72471064199532,BCS70
22-28 March 1970,1980,3.0,1970,3,BCS70 1970,10,3,0,0.19669551534225,-1.62609835332721,BCS70
29-4 March/April 1970,1980,1.0,1970,3,BCS70 1970,10,4,0,0.0655651717807501,-2.72471064199532,BCS70
5-11 April 1970,1980,1.0,1970,3,BCS70 1970,10,5,1,0.0655651717807501,-2.72471064199532,BCS70
12-18 April 1970,1980,3.0,1970,3,BCS70 1970,10,6,0,0.19669551534225,-1.62609835332721,BCS70
19-25 April 1970,1980,5.0,1970,3,BCS70 1970,10,7,0,0.32782585890375,-1.11527272956122,BCS70
26-2 April/May 1970,1980,3.0,1970,3,BCS70 1970,10,8,0,0.19669551534225,-1.62609835332721,BCS70
3-9 May 1970,1980,6.0,1970,3,BCS70 1970,10,9,0,0.3933910306845,-0.932951172767262,BCS70
8-14 March 1971,1980,2.0,1971,3,BCS70 1970,9,1,0,0.126027915183213,-2.07125184749591,BCS70
15-21 March 1971,1980,6.0,1971,3,BCS70 1970,9,2,0,0.378083745549639,-0.972639558827801,BCS70
22-28 March 1971,1980,2.0,1971,3,BCS70 1970,9,3,0,0.126027915183213,-2.07125184749591,BCS70
29-4 March/April 1971,1980,1.0,1971,3,BCS70 1970,9,4,0,0.0630139575916065,-2.76439902805586,BCS70
5-11 April 1971,1980,0.0,1971,3,BCS70 1970,9,5,0,0.0,-inf,BCS70
12-18 April 1971,1980,4.0,1971,3,BCS70 1970,9,6,0,0.252055830366426,-1.37810466693597,BCS70
19-25 April 1971,1980,5.0,1971,3,BCS70 1970,9,7,0,0.315069787958033,-1.15496111562176,BCS70
26-2 April/May 1971,1980,8.0,1971,3,BCS70 1970,9,8,0,0.504111660732852,-0.68495748637602,BCS70
3-9 May 1971,1980,6.0,1971,3,BCS70 1970,9,9,0,0.378083745549639,-0.972639558827801,BCS70
8-14 March 1972,1980,3.0,1972,3,BCS70 1970,8,1,0,0.201677282734744,-1.60108646934504,BCS70
15-21 March 1972,1980,2.0,1972,3,BCS70 1970,8,2,0,0.134451521823163,-2.00655157745321,BCS70
22-28 March 1972,1980,2.0,1972,3,BCS70 1970,8,3,0,0.134451521823163,-2.00655157745321,BCS70
29-4 March/April 1972,1980,4.0,1972,3,BCS70 1970,8,4,0,0.268903043646325,-1.31340439689326,BCS70
5-11 April 1972,1980,4.0,1972,3,BCS70 1970,8,5,0,0.268903043646325,-1.31340439689326,BCS70
12-18 April 1972,1980,2.0,1972,3,BCS70 1970,8,6,0,0.134451521823163,-2.00655157745321,BCS70
19-25 April 1972,1980,5.0,1972,3,BCS70 1970,8,7,0,0.336128804557907,-1.09026084557905,BCS70
26-2 April/May 1972,1980,4.0,1972,3,BCS70 1970,8,8,0,0.268903043646325,-1.31340439689326,BCS70
3-9 May 1972,1980,2.0,1972,3,BCS70 1970,8,9,0,0.134451521823163,-2.00655157745321,BCS70
3-9 February 1944,1981,14.0,1944,1,NSHD 1946,37,1,0,0.957444989656175,-0.0434870116339831,NSHD
10-16 February 1944,1981,20.0,1944,1,NSHD 1946,37,2,0,1.36777855665168,0.313187932304749,NSHD
17-23 February 1944,1981,14.0,1944,1,NSHD 1946,37,3,0,0.957444989656175,-0.0434870116339831,NSHD
24-1 Feb/March 1944,1981,23.0,1944,1,NSHD 1946,37,4,0,1.57294534014943,0.452949874679908,NSHD
3-9 March 1944,1981,21.0,1944,1,NSHD 1946,37,5,0,1.43616748448426,0.361978096474181,NSHD
10-16 March 1944,1981,14.0,1944,1,NSHD 1946,37,6,0,0.957444989656175,-0.0434870116339831,NSHD
17-23 March 1944,1981,19.0,1944,1,NSHD 1946,37,7,0,1.29938962881909,0.261894637917199,NSHD
24-30 March 1944,1981,12.0,1944,1,NSHD 1946,37,8,0,0.820667133991007,-0.197637691461241,NSHD
31-6 March/April 1944,1981,14.0,1944,1,NSHD 1946,37,9,0,0.957444989656175,-0.0434870116339831,NSHD
3-9 February 1945,1981,22.0,1945,1,NSHD 1946,36,1,0,1.60174736075719,0.471095133811079,NSHD
10-16 February 1945,1981,13.0,1945,1,NSHD 1946,36,2,0,0.946487076811067,-0.0549979620857005,NSHD
17-23 February 1945,1981,19.0,1945,1,NSHD 1946,36,3,0,1.38332726610848,0.324491659619203,NSHD
24-2 Feb/March 1945,1981,9.0,1945,1,NSHD 1946,36,4,0,0.655260283946123,-0.422722742211018,NSHD
3-9 March 1945,1981,13.0,1945,1,NSHD 1946,36,5,0,0.946487076811067,-0.0549979620857005,NSHD
10-16 March 1945,1981,13.0,1945,1,NSHD 1946,36,6,0,0.946487076811067,-0.0549979620857005,NSHD
17-23 March 1945,1981,15.0,1945,1,NSHD 1946,36,7,0,1.09210047324354,0.0881028815549729,NSHD
24-30 March 1945,1981,6.0,1945,1,NSHD 1946,36,8,0,0.436840189297415,-0.828187850319182,NSHD
31-6 March/April 1945,1981,11.0,1945,1,NSHD 1946,36,9,0,0.800873680378595,-0.222052046748867,NSHD
3-9 February 1946,1981,9.0,1946,1,NSHD 1946,35,1,0,0.642054574638844,-0.443081971679471,NSHD
10-16 February 1946,1981,12.0,1946,1,NSHD 1946,35,2,0,0.856072766185126,-0.15539989922769,NSHD
17-23 February 1946,1981,16.0,1946,1,NSHD 1946,35,3,0,1.1414303549135,0.132282173224091,NSHD
24-2 Feb/March 1946,1981,11.0,1946,1,NSHD 1946,35,4,0,0.784733369003032,-0.24241127621732,NSHD
3-9 March 1946,1981,16.0,1946,1,NSHD 1946,35,5,1,1.1414303549135,0.132282173224091,NSHD
10-16 March 1946,1981,15.0,1946,1,NSHD 1946,35,6,0,1.07009095773141,0.0677436520865196,NSHD
17-23 March 1946,1981,16.0,1946,1,NSHD 1946,35,7,0,1.1414303549135,0.132282173224091,NSHD
24-30 March 1946,1981,9.0,1946,1,NSHD 1946,35,8,0,0.642054574638844,-0.443081971679471,NSHD
31-6 March/April 1946,1981,8.0,1946,1,NSHD 1946,35,9,0,0.57071517745675,-0.560865007335855,NSHD
3-9 February 1947,1981,18.0,1947,1,NSHD 1946,34,1,0,0.977026311861371,-0.0232416960211649,NSHD
10-16 February 1947,1981,14.0,1947,1,NSHD 1946,34,2,0,0.759909353669955,-0.274556124302071,NSHD
17-23 February 1947,1981,10.0,1947,1,NSHD 1946,34,3,0,0.542792395478539,-0.611028360923284,NSHD
24-2 Feb/March 1947,1981,16.0,1947,1,NSHD 1946,34,4,0,0.868467832765663,-0.141024731677548,NSHD
3-9 March 1947,1981,21.0,1947,1,NSHD 1946,34,5,0,1.13986403050493,0.130908983806093,NSHD
10-16 March 1947,1981,8.0,1947,1,NSHD 1946,34,6,0,0.434233916382831,-0.834171912237494,NSHD
17-23 March 1947,1981,11.0,1947,1,NSHD 1946,34,7,0,0.597071635026393,-0.515718181118959,NSHD
24-30 March 1947,1981,14.0,1947,1,NSHD 1946,34,8,0,0.759909353669955,-0.274556124302071,NSHD
31-6 March/April 1947,1981,17.0,1947,1,NSHD 1946,34,9,0,0.922747072313517,-0.0804001098611134,NSHD
3-9 February 1948,1981,14.0,1948,1,NSHD 1946,33,1,0,0.864597807626988,-0.145490842459676,NSHD
10-16 February 1948,1981,12.0,1948,1,NSHD 1946,33,2,0,0.741083835108847,-0.299641522286935,NSHD
17-23 February 1948,1981,13.0,1948,1,NSHD 1946,33,3,0,0.802840821367917,-0.219598814613398,NSHD
24-1 Feb/March 1948,1981,9.0,1948,1,NSHD 1946,33,4,0,0.555812876331635,-0.587323594738716,NSHD
3-9 March 1948,1981,11.0,1948,1,NSHD 1946,33,5,0,0.679326848849776,-0.386652899276565,NSHD
10-16 March 1948,1981,4.0,1948,1,NSHD 1946,33,6,0,0.247027945036282,-1.39825381095504,NSHD
17-23 March 1948,1981,17.0,1948,1,NSHD 1946,33,7,0,1.0498687664042,0.048665171981281,NSHD
24-30 March 1948,1981,10.0,1948,1,NSHD 1946,33,8,0,0.617569862590706,-0.481963079080889,NSHD
31-6 March/April 1948,1981,11.0,1948,1,NSHD 1946,33,9,0,0.679326848849776,-0.386652899276565,NSHD
3-9 February 1956,1981,9.0,1956,2,NCDS 1958,25,1,0,0.639658848614073,-0.446820293790078,NCDS
10-16 February 1956,1981,8.0,1956,2,NCDS 1958,25,2,0,0.568585643212509,-0.564603329446462,NCDS
17-23 February 1956,1981,13.0,1956,2,NCDS 1958,25,3,0,0.923951670220327,-0.0790955136647609,NCDS
24-1 Feb/March 1956,1981,5.0,1956,2,NCDS 1958,25,4,0,0.355366027007818,-1.0346069586922,NCDS
3-9 March 1956,1981,7.0,1956,2,NCDS 1958,25,5,0,0.497512437810945,-0.698134722070984,NCDS
10-16 March 1956,1981,5.0,1956,2,NCDS 1958,25,6,0,0.355366027007818,-1.0346069586922,NCDS
17-23 March 1956,1981,9.0,1956,2,NCDS 1958,25,7,0,0.639658848614073,-0.446820293790078,NCDS
24-30 March 1956,1981,7.0,1956,2,NCDS 1958,25,8,0,0.497512437810945,-0.698134722070984,NCDS
31-6 March/April 1956,1981,12.0,1956,2,NCDS 1958,25,9,0,0.852878464818763,-0.159138221338297,NCDS
3-9 February 1957,1981,8.0,1957,2,NCDS 1958,24,1,0,0.559802669558981,-0.580170933139413,NCDS
10-16 February 1957,1981,10.0,1957,2,NCDS 1958,24,2,0,0.699753336948726,-0.357027381825204,NCDS
17-23 February 1957,1981,14.0,1957,2,NCDS 1958,24,3,0,0.979654671728216,-0.0205551452039906,NCDS
24-2 Feb/March 1957,1981,12.0,1957,2,NCDS 1958,24,4,0,0.839704004338471,-0.174705825031249,NCDS
3-9 March 1957,1981,12.0,1957,2,NCDS 1958,24,5,0,0.839704004338471,-0.174705825031249,NCDS
10-16 March 1957,1981,10.0,1957,2,NCDS 1958,24,6,0,0.699753336948726,-0.357027381825204,NCDS
17-23 March 1957,1981,2.0,1957,2,NCDS 1958,24,7,0,0.139950667389745,-1.9664652942593,NCDS
24-30 March 1957,1981,8.0,1957,2,NCDS 1958,24,8,0,0.559802669558981,-0.580170933139413,NCDS
31-6 March/April 1957,1981,12.0,1957,2,NCDS 1958,24,9,0,0.839704004338471,-0.174705825031249,NCDS
3-9 February 1958,1981,8.0,1958,2,NCDS 1958,23,1,0,0.546765540101835,-0.603735197146351,NCDS
10-16 February 1958,1981,8.0,1958,2,NCDS 1958,23,2,0,0.546765540101835,-0.603735197146351,NCDS
17-23 February 1958,1981,8.0,1958,2,NCDS 1958,23,3,0,0.546765540101835,-0.603735197146351,NCDS
24-2 Feb/March 1958,1981,5.0,1958,2,NCDS 1958,23,4,0,0.341728462563647,-1.07373882639209,NCDS
3-9 March 1958,1981,9.0,1958,2,NCDS 1958,23,5,1,0.615111232614564,-0.485952161489967,NCDS
10-16 March 1958,1981,8.0,1958,2,NCDS 1958,23,6,0,0.546765540101835,-0.603735197146351,NCDS
17-23 March 1958,1981,8.0,1958,2,NCDS 1958,23,7,0,0.546765540101835,-0.603735197146351,NCDS
24-30 March 1958,1981,4.0,1958,2,NCDS 1958,23,8,0,0.273382770050918,-1.2968823777063,NCDS
31-6 March/April 1958,1981,9.0,1958,2,NCDS 1958,23,9,0,0.615111232614564,-0.485952161489967,NCDS
3-9 February 1959,1981,13.0,1959,2,NCDS 1958,22,1,0,0.860912898793066,-0.149761942513679,NCDS
10-16 February 1959,1981,9.0,1959,2,NCDS 1958,22,2,0,0.596016622241354,-0.517486722638996,NCDS
17-23 February 1959,1981,8.0,1959,2,NCDS 1958,22,3,0,0.529792553103425,-0.63526975829538,NCDS
24-2 Feb/March 1959,1981,5.0,1959,2,NCDS 1958,22,4,0,0.331120345689641,-1.10527338754112,NCDS
3-9 March 1959,1981,10.0,1959,2,NCDS 1958,22,5,0,0.662240691379282,-0.41212620698117,NCDS
10-16 March 1959,1981,11.0,1959,2,NCDS 1958,22,6,0,0.72846476051721,-0.316816027176845,NCDS
17-23 March 1959,1981,13.0,1959,2,NCDS 1958,22,7,0,0.860912898793066,-0.149761942513679,NCDS
24-30 March 1959,1981,10.0,1959,2,NCDS 1958,22,8,0,0.662240691379282,-0.41212620698117,NCDS
31-6 March/April 1959,1981,13.0,1959,2,NCDS 1958,22,9,0,0.860912898793066,-0.149761942513679,NCDS
3-9 February 1960,1981,7.0,1960,2,NCDS 1958,21,1,0,0.435025790814741,-0.8323499604217,NCDS
10-16 February 1960,1981,8.0,1960,2,NCDS 1958,21,2,0,0.497172332359704,-0.698818567797177,NCDS
17-23 February 1960,1981,9.0,1960,2,NCDS 1958,21,3,0,0.559318873904667,-0.581035532140794,NCDS
24-1 Feb/March 1960,1981,7.0,1960,2,NCDS 1958,21,4,0,0.435025790814741,-0.8323499604217,NCDS
3-9 March 1960,1981,8.0,1960,2,NCDS 1958,21,5,0,0.497172332359704,-0.698818567797177,NCDS
10-16 March 1960,1981,4.0,1960,2,NCDS 1958,21,6,0,0.248586166179852,-1.39196574835712,NCDS
17-23 March 1960,1981,11.0,1960,2,NCDS 1958,21,7,0,0.683611956994593,-0.380364836678643,NCDS
24-30 March 1960,1981,7.0,1960,2,NCDS 1958,21,8,0,0.435025790814741,-0.8323499604217,NCDS
31-6 March/April 1960,1981,7.0,1960,2,NCDS 1958,21,9,0,0.435025790814741,-0.8323499604217,NCDS
8-14 March 1968,1981,4.0,1968,3,BCS70 1970,13,1,0,0.239409854708144,-1.42957832251107,BCS70
15-21 March 1968,1981,6.0,1968,3,BCS70 1970,13,2,0,0.359114782062217,-1.0241132144029,BCS70
22-28 March 1968,1981,3.0,1968,3,BCS70 1970,13,3,0,0.179557391031108,-1.71726039496285,BCS70
29-4 March/April 1968,1981,7.0,1968,3,BCS70 1970,13,4,0,0.418967245739253,-0.869962534575643,BCS70
5-11 April 1968,1981,5.0,1968,3,BCS70 1970,13,5,0,0.299262318385181,-1.20643477119686,BCS70
