birth_week,death_year,deaths_total,birth_year,group,study,age,week_in_year,treated,rate,log_rate,study_name
22-28 March 1970,2000,16.0,1970,3,BCS70 1970,30,3,0,1.049042748492,0.047878080244464,BCS70
29-4 March/April 1970,2000,10.0,1970,3,BCS70 1970,30,4,0,0.655651717807501,-0.422125549001272,BCS70
5-11 April 1970,2000,12.0,1970,3,BCS70 1970,30,5,1,0.786782061369001,-0.239803992207317,BCS70
12-18 April 1970,2000,10.0,1970,3,BCS70 1970,30,6,0,0.655651717807501,-0.422125549001272,BCS70
19-25 April 1970,2000,5.0,1970,3,BCS70 1970,30,7,0,0.32782585890375,-1.11527272956122,BCS70
26-2 April/May 1970,2000,14.0,1970,3,BCS70 1970,30,8,0,0.917912404930501,-0.0856533123800586,BCS70
3-9 May 1970,2000,2.0,1970,3,BCS70 1970,30,9,0,0.1311303435615,-2.03156346143537,BCS70
8-14 March 1971,2000,5.0,1971,3,BCS70 1970,29,1,0,0.315069787958033,-1.15496111562176,BCS70
15-21 March 1971,2000,9.0,1971,3,BCS70 1970,29,2,0,0.567125618324459,-0.567174450719637,BCS70
22-28 March 1971,2000,12.0,1971,3,BCS70 1970,29,3,0,0.756167491099278,-0.279492378267856,BCS70
29-4 March/April 1971,2000,11.0,1971,3,BCS70 1970,29,4,0,0.693153533507672,-0.366503755257486,BCS70
5-11 April 1971,2000,10.0,1971,3,BCS70 1970,29,5,0,0.630139575916065,-0.461813935061811,BCS70
12-18 April 1971,2000,6.0,1971,3,BCS70 1970,29,6,0,0.378083745549639,-0.972639558827801,BCS70
19-25 April 1971,2000,14.0,1971,3,BCS70 1970,29,7,0,0.882195406282492,-0.125341698440598,BCS70
26-2 April/May 1971,2000,5.0,1971,3,BCS70 1970,29,8,0,0.315069787958033,-1.15496111562176,BCS70
3-9 May 1971,2000,10.0,1971,3,BCS70 1970,29,9,0,0.630139575916065,-0.461813935061811,BCS70
8-14 March 1972,2000,10.0,1972,3,BCS70 1970,28,1,0,0.672257609115813,-0.397113665019105,BCS70
15-21 March 1972,2000,5.0,1972,3,BCS70 1970,28,2,0,0.336128804557907,-1.09026084557905,BCS70
22-28 March 1972,2000,10.0,1972,3,BCS70 1970,28,3,0,0.672257609115813,-0.397113665019105,BCS70
29-4 March/April 1972,2000,7.0,1972,3,BCS70 1970,28,4,0,0.470580326381069,-0.753788608957838,BCS70
5-11 April 1972,2000,11.0,1972,3,BCS70 1970,28,5,0,0.739483370027395,-0.301803485214781,BCS70
12-18 April 1972,2000,9.0,1972,3,BCS70 1970,28,6,0,0.605031848204232,-0.502474180676932,BCS70
19-25 April 1972,2000,8.0,1972,3,BCS70 1970,28,7,0,0.537806087292651,-0.620257216333315,BCS70
26-2 April/May 1972,2000,9.0,1972,3,BCS70 1970,28,8,0,0.605031848204232,-0.502474180676932,BCS70
3-9 May 1972,2000,9.0,1972,3,BCS70 1970,28,9,0,0.605031848204232,-0.502474180676932,BCS70
3-9 February 1944,2001,84.0,1944,1,NSHD 1946,57,1,0,5.74466993793705,1.74827245759407,NSHD
10-16 February 1944,2001,87.0,1944,1,NSHD 1946,57,2,0,5.9498367214348,1.78336377740534,NSHD
17-23 February 1944,2001,79.0,1944,1,NSHD 1946,57,3,0,5.40272529877413,1.68690351121778,NSHD
24-1 Feb/March 1944,2001,83.0,1944,1,NSHD 1946,57,4,0,5.67628101010446,1.73629626654736,NSHD
3-9 March 1944,2001,76.0,1944,1,NSHD 1946,57,5,0,5.19755851527638,1.64818899903709,NSHD
10-16 March 1944,2001,83.0,1944,1,NSHD 1946,57,6,0,5.67628101010446,1.73629626654736,NSHD
17-23 March 1944,2001,82.0,1944,1,NSHD 1946,57,7,0,5.60789208227188,1.72417490601501,NSHD
24-30 March 1944,2001,65.0,1944,1,NSHD 1946,57,8,0,4.44528030911795,1.4918429286464,NSHD
31-6 March/April 1944,2001,100.0,1944,1,NSHD 1946,57,9,0,6.83889278325839,1.92262584473885,NSHD
3-9 February 1945,2001,57.0,1945,1,NSHD 1946,56,1,0,4.14998179832545,1.42310394828731,NSHD
10-16 February 1945,2001,69.0,1945,1,NSHD 1946,56,2,0,5.02366217692028,1.61415918505002,NSHD
17-23 February 1945,2001,72.0,1945,1,NSHD 1946,56,3,0,5.24208227156898,1.65671879946882,NSHD
24-2 Feb/March 1945,2001,58.0,1945,1,NSHD 1946,56,4,0,4.22278849654168,1.44049569099918,NSHD
3-9 March 1945,2001,66.0,1945,1,NSHD 1946,56,5,0,4.80524208227157,1.56970742247919,NSHD
10-16 March 1945,2001,65.0,1945,1,NSHD 1946,56,6,0,4.73243538405533,1.5544399503484,NSHD
17-23 March 1945,2001,70.0,1945,1,NSHD 1946,56,7,0,5.09646887513651,1.62854792250212,NSHD
24-30 March 1945,2001,59.0,1945,1,NSHD 1946,56,8,0,4.29559519475792,1.45759012435848,NSHD
31-6 March/April 1945,2001,71.0,1945,1,NSHD 1946,56,9,0,5.16927557335275,1.64273255749408,NSHD
3-9 February 1946,2001,65.0,1946,1,NSHD 1946,55,1,0,4.6370608168361,1.53408072087995,NSHD
10-16 February 1946,2001,62.0,1946,1,NSHD 1946,55,2,0,4.42304262528982,1.4868278360294,NSHD
17-23 February 1946,2001,50.0,1946,1,NSHD 1946,55,3,0,3.56696985910469,1.27171645641246,NSHD
24-2 Feb/March 1946,2001,45.0,1946,1,NSHD 1946,55,4,0,3.21027287319422,1.16635594075463,NSHD
3-9 March 1946,2001,68.0,1946,1,NSHD 1946,55,5,1,4.85107900838238,1.57920115616042,NSHD
10-16 March 1946,2001,76.0,1946,1,NSHD 1946,55,6,0,5.42179418583913,1.69042679127064,NSHD
17-23 March 1946,2001,62.0,1946,1,NSHD 1946,55,7,0,4.42304262528982,1.4868278360294,NSHD
24-30 March 1946,2001,68.0,1946,1,NSHD 1946,55,8,0,4.85107900838238,1.57920115616042,NSHD
31-6 March/April 1946,2001,67.0,1946,1,NSHD 1946,55,9,0,4.77973961120029,1.56438607037528,NSHD
3-9 February 1947,2001,73.0,1947,1,NSHD 1946,54,1,0,3.96238448699334,1.37684598723106,NSHD
10-16 February 1947,2001,82.0,1947,1,NSHD 1946,54,2,0,4.45089764292402,1.49310579334692,NSHD
17-23 February 1947,2001,67.0,1947,1,NSHD 1946,54,3,0,3.63670904970621,1.29107916547364,NSHD
24-2 Feb/March 1947,2001,80.0,1947,1,NSHD 1946,54,4,0,4.34233916382831,1.46841318075655,NSHD
3-9 March 1947,2001,66.0,1947,1,NSHD 1946,54,5,0,3.58242981015836,1.2760412881091,NSHD
10-16 March 1947,2001,67.0,1947,1,NSHD 1946,54,6,0,3.63670904970621,1.29107916547364,NSHD
17-23 March 1947,2001,88.0,1947,1,NSHD 1946,54,7,0,4.77657308021115,1.56372336056088,NSHD
24-30 March 1947,2001,68.0,1947,1,NSHD 1946,54,8,0,3.69098828925407,1.30589425125878,NSHD
31-6 March/April 1947,2001,67.0,1947,1,NSHD 1946,54,9,0,3.63670904970621,1.29107916547364,NSHD
3-9 February 1948,2001,61.0,1948,1,NSHD 1946,53,1,0,3.7671761618033,1.32632569209838,NSHD
10-16 February 1948,2001,53.0,1948,1,NSHD 1946,53,2,0,3.27312027173074,1.18574374147719,NSHD
17-23 February 1948,2001,60.0,1948,1,NSHD 1946,53,3,0,3.70541917554423,1.30979639014717,NSHD
24-1 Feb/March 1948,2001,77.0,1948,1,NSHD 1946,53,4,0,4.75528794194843,1.55925724977875,NSHD
3-9 March 1948,2001,54.0,1948,1,NSHD 1946,53,5,0,3.33487725798981,1.20443587448934,NSHD
10-16 March 1948,2001,69.0,1948,1,NSHD 1946,53,6,0,4.26123205187587,1.44955833252232,NSHD
17-23 March 1948,2001,55.0,1948,1,NSHD 1946,53,7,0,3.39663424424888,1.22278501315754,NSHD
24-30 March 1948,2001,57.0,1948,1,NSHD 1946,53,8,0,3.52014821676702,1.25850309575962,NSHD
31-6 March/April 1948,2001,60.0,1948,1,NSHD 1946,53,9,0,3.70541917554423,1.30979639014717,NSHD
3-9 February 1956,2001,32.0,1956,2,NCDS 1958,45,1,0,2.27434257285004,0.821691031673429,NCDS
10-16 February 1956,2001,26.0,1956,2,NCDS 1958,45,2,0,1.84790334044065,0.614051666895184,NCDS
17-23 February 1956,2001,22.0,1956,2,NCDS 1958,45,3,0,1.5636105188344,0.446997582232018,NCDS
24-1 Feb/March 1956,2001,33.0,1956,2,NCDS 1958,45,4,0,2.3454157782516,0.852462690340183,NCDS
3-9 March 1956,2001,26.0,1956,2,NCDS 1958,45,5,0,1.84790334044065,0.614051666895184,NCDS
10-16 March 1956,2001,38.0,1956,2,NCDS 1958,45,6,0,2.70078180525942,0.993541288600088,NCDS
17-23 March 1956,2001,23.0,1956,2,NCDS 1958,45,7,0,1.63468372423596,0.491449344802852,NCDS
24-30 March 1956,2001,24.0,1956,2,NCDS 1958,45,8,0,1.70575692963753,0.534008959221648,NCDS
31-6 March/April 1956,2001,36.0,1956,2,NCDS 1958,45,9,0,2.55863539445629,0.939474067329812,NCDS
3-9 February 1957,2001,21.0,1957,2,NCDS 1958,44,1,0,1.46948200759232,0.384909962904174,NCDS
10-16 February 1957,2001,23.0,1957,2,NCDS 1958,44,2,0,1.60943267498207,0.4758817411099,NCDS
17-23 February 1957,2001,21.0,1957,2,NCDS 1958,44,3,0,1.46948200759232,0.384909962904174,NCDS
24-2 Feb/March 1957,2001,22.0,1957,2,NCDS 1958,44,4,0,1.5394573412872,0.431429978539067,NCDS
3-9 March 1957,2001,28.0,1957,2,NCDS 1958,44,5,0,1.95930934345643,0.672592035355955,NCDS
10-16 March 1957,2001,11.0,1957,2,NCDS 1958,44,6,0,0.769728670643598,-0.261717202020879,NCDS
17-23 March 1957,2001,27.0,1957,2,NCDS 1958,44,7,0,1.88933400976156,0.63622439118508,NCDS
24-30 March 1957,2001,25.0,1957,2,NCDS 1958,44,8,0,1.74938334237181,0.559263350048951,NCDS
31-6 March/April 1957,2001,26.0,1957,2,NCDS 1958,44,9,0,1.81935867606669,0.598484063202233,NCDS
3-9 February 1958,2001,25.0,1958,2,NCDS 1958,43,1,0,1.70864231281823,0.535699086042014,NCDS
10-16 February 1958,2001,23.0,1958,2,NCDS 1958,43,2,0,1.57195092779278,0.452317477102963,NCDS
17-23 February 1958,2001,21.0,1958,2,NCDS 1958,43,3,0,1.43525954276732,0.361345698897236,NCDS
24-2 Feb/March 1958,2001,15.0,1958,2,NCDS 1958,43,4,0,1.02518538769094,0.0248734622760234,NCDS
3-9 March 1958,2001,20.0,1958,2,NCDS 1958,43,5,1,1.36691385025459,0.312555534727804,NCDS
10-16 March 1958,2001,29.0,1958,2,NCDS 1958,43,6,0,1.98202508286915,0.684119091160287,NCDS
17-23 March 1958,2001,26.0,1958,2,NCDS 1958,43,7,0,1.77698800533096,0.574919799195295,NCDS
24-30 March 1958,2001,37.0,1958,2,NCDS 1958,43,8,0,2.52879062297099,0.927741173818038,NCDS
31-6 March/April 1958,2001,30.0,1958,2,NCDS 1958,43,9,0,2.05037077538188,0.718020642835969,NCDS
3-9 February 1959,2001,20.0,1959,2,NCDS 1958,42,1,0,1.32448138275856,0.281020973578775,NCDS
10-16 February 1959,2001,21.0,1959,2,NCDS 1958,42,2,0,1.39070545189649,0.329811137748208,NCDS
17-23 February 1959,2001,21.0,1959,2,NCDS 1958,42,3,0,1.39070545189649,0.329811137748208,NCDS
24-2 Feb/March 1959,2001,17.0,1959,2,NCDS 1958,42,4,0,1.12580917534478,0.118502044081001,NCDS
3-9 March 1959,2001,27.0,1959,2,NCDS 1958,42,5,0,1.78804986672406,0.581125566029114,NCDS
10-16 March 1959,2001,21.0,1959,2,NCDS 1958,42,6,0,1.39070545189649,0.329811137748208,NCDS
17-23 March 1959,2001,21.0,1959,2,NCDS 1958,42,7,0,1.39070545189649,0.329811137748208,NCDS
24-30 March 1959,2001,20.0,1959,2,NCDS 1958,42,8,0,1.32448138275856,0.281020973578775,NCDS
31-6 March/April 1959,2001,25.0,1959,2,NCDS 1958,42,9,0,1.6556017284482,0.504164524892985,NCDS
3-9 February 1960,2001,13.0,1960,2,NCDS 1958,41,1,0,0.807905040084519,-0.213310752015476,NCDS
10-16 February 1960,2001,15.0,1960,2,NCDS 1958,41,2,0,0.932198123174445,-0.070209908374803,NCDS
17-23 February 1960,2001,24.0,1960,2,NCDS 1958,41,3,0,1.49151699707911,0.399793720870932,NCDS
24-1 Feb/March 1960,2001,22.0,1960,2,NCDS 1958,41,4,0,1.36722391398919,0.312782343881303,NCDS
3-9 March 1960,2001,19.0,1960,2,NCDS 1958,41,5,0,1.1807842893543,0.166178869689427,NCDS
10-16 March 1960,2001,24.0,1960,2,NCDS 1958,41,6,0,1.49151699707911,0.399793720870932,NCDS
17-23 March 1960,2001,22.0,1960,2,NCDS 1958,41,7,0,1.36722391398919,0.312782343881303,NCDS
24-30 March 1960,2001,17.0,1960,2,NCDS 1958,41,8,0,1.05649120626437,0.054953234579203,NCDS
31-6 March/April 1960,2001,27.0,1960,2,NCDS 1958,41,9,0,1.677956621714,0.517576756527316,NCDS
8-14 March 1968,2001,21.0,1968,3,BCS70 1970,33,1,0,1.25690173721776,0.228649754092467,BCS70
15-21 March 1968,2001,21.0,1968,3,BCS70 1970,33,2,0,1.25690173721776,0.228649754092467,BCS70
22-28 March 1968,2001,11.0,1968,3,BCS70 1970,33,3,0,0.658377100447397,-0.417977410832585,BCS70
29-4 March/April 1968,2001,14.0,1968,3,BCS70 1970,33,4,0,0.837934491478506,-0.176815354015697,BCS70
5-11 April 1968,2001,8.0,1968,3,BCS70 1970,33,5,0,0.478819709416289,-0.73643114195112,BCS70
12-18 April 1968,2001,17.0,1968,3,BCS70 1970,33,6,0,1.01749188250961,0.0173406604252601,BCS70
19-25 April 1968,2001,13.0,1968,3,BCS70 1970,33,7,0,0.778082027801469,-0.250923326169419,BCS70
26-2 April/May 1968,2001,13.0,1968,3,BCS70 1970,33,8,0,0.778082027801469,-0.250923326169419,BCS70
3-9 May 1968,2001,12.0,1968,3,BCS70 1970,33,9,0,0.718229564124433,-0.330966033842956,BCS70
8-14 March 1969,2001,14.0,1969,3,BCS70 1970,32,1,0,0.866980431013129,-0.142738873375436,BCS70
15-21 March 1969,2001,12.0,1969,3,BCS70 1970,32,2,0,0.743126083725539,-0.296889553202694,BCS70
22-28 March 1969,2001,22.0,1969,3,BCS70 1970,32,3,0,1.36239782016349,0.309246250367621,BCS70
29-4 March/April 1969,2001,14.0,1969,3,BCS70 1970,32,4,0,0.866980431013129,-0.142738873375436,BCS70
5-11 April 1969,2001,7.0,1969,3,BCS70 1970,32,5,0,0.433490215506564,-0.835886053935381,BCS70
12-18 April 1969,2001,11.0,1969,3,BCS70 1970,32,6,0,0.681198910081744,-0.383900930192324,BCS70
19-25 April 1969,2001,12.0,1969,3,BCS70 1970,32,7,0,0.743126083725539,-0.296889553202694,BCS70
26-2 April/May 1969,2001,13.0,1969,3,BCS70 1970,32,8,0,0.805053257369334,-0.216846845529158,BCS70
3-9 May 1969,2001,12.0,1969,3,BCS70 1970,32,9,0,0.743126083725539,-0.296889553202694,BCS70
8-14 March 1970,2001,13.0,1970,3,BCS70 1970,31,1,0,0.852347233149751,-0.159761284533781,BCS70
15-21 March 1970,2001,14.0,1970,3,BCS70 1970,31,2,0,0.917912404930501,-0.0856533123800586,BCS70
22-28 March 1970,2001,8.0,1970,3,BCS70 1970,31,3,0,0.524521374246001,-0.645269100315481,BCS70
29-4 March/April 1970,2001,7.0,1970,3,BCS70 1970,31,4,0,0.45895620246525,-0.778800492940004,BCS70
5-11 April 1970,2001,13.0,1970,3,BCS70 1970,31,5,1,0.852347233149751,-0.159761284533781,BCS70
12-18 April 1970,2001,9.0,1970,3,BCS70 1970,31,6,0,0.590086546026751,-0.527486064659098,BCS70
19-25 April 1970,2001,17.0,1970,3,BCS70 1970,31,7,0,1.11460792027275,0.108502702060899,BCS70
26-2 April/May 1970,2001,14.0,1970,3,BCS70 1970,31,8,0,0.917912404930501,-0.0856533123800586,BCS70
3-9 May 1970,2001,13.0,1970,3,BCS70 1970,31,9,0,0.852347233149751,-0.159761284533781,BCS70
8-14 March 1971,2001,10.0,1971,3,BCS70 1970,30,1,0,0.630139575916065,-0.461813935061811,BCS70
15-21 March 1971,2001,11.0,1971,3,BCS70 1970,30,2,0,0.693153533507672,-0.366503755257486,BCS70
22-28 March 1971,2001,9.0,1971,3,BCS70 1970,30,3,0,0.567125618324459,-0.567174450719637,BCS70
29-4 March/April 1971,2001,9.0,1971,3,BCS70 1970,30,4,0,0.567125618324459,-0.567174450719637,BCS70
5-11 April 1971,2001,8.0,1971,3,BCS70 1970,30,5,0,0.504111660732852,-0.68495748637602,BCS70
12-18 April 1971,2001,15.0,1971,3,BCS70 1970,30,6,0,0.945209363874098,-0.0563488269536462,BCS70
19-25 April 1971,2001,15.0,1971,3,BCS70 1970,30,7,0,0.945209363874098,-0.0563488269536462,BCS70
26-2 April/May 1971,2001,6.0,1971,3,BCS70 1970,30,8,0,0.378083745549639,-0.972639558827801,BCS70
3-9 May 1971,2001,14.0,1971,3,BCS70 1970,30,9,0,0.882195406282492,-0.125341698440598,BCS70
8-14 March 1972,2001,18.0,1972,3,BCS70 1970,29,1,0,1.21006369640846,0.190672999883014,BCS70
15-21 March 1972,2001,9.0,1972,3,BCS70 1970,29,2,0,0.605031848204232,-0.502474180676932,BCS70
22-28 March 1972,2001,11.0,1972,3,BCS70 1970,29,3,0,0.739483370027395,-0.301803485214781,BCS70
29-4 March/April 1972,2001,13.0,1972,3,BCS70 1970,29,4,0,0.873934891850557,-0.134749400551614,BCS70
5-11 April 1972,2001,11.0,1972,3,BCS70 1970,29,5,0,0.739483370027395,-0.301803485214781,BCS70
12-18 April 1972,2001,8.0,1972,3,BCS70 1970,29,6,0,0.537806087292651,-0.620257216333315,BCS70
19-25 April 1972,2001,9.0,1972,3,BCS70 1970,29,7,0,0.605031848204232,-0.502474180676932,BCS70
26-2 April/May 1972,2001,6.0,1972,3,BCS70 1970,29,8,0,0.403354565469488,-0.907939288785096,BCS70
3-9 May 1972,2001,8.0,1972,3,BCS70 1970,29,9,0,0.537806087292651,-0.620257216333315,BCS70
3-9 February 1944,2002,74.0,1944,1,NSHD 1946,58,1,0,5.06078065961121,1.62152075195493,NSHD
10-16 February 1944,2002,64.0,1944,1,NSHD 1946,58,2,0,4.37689138128537,1.47633874211043,NSHD
17-23 February 1944,2002,66.0,1944,1,NSHD 1946,58,3,0,4.51366923695054,1.50711040077718,NSHD
24-1 Feb/March 1944,2002,64.0,1944,1,NSHD 1946,58,4,0,4.37689138128537,1.47633874211043,NSHD
3-9 March 1944,2002,88.0,1944,1,NSHD 1946,58,5,0,6.01822564926738,1.79479247322896,NSHD
10-16 March 1944,2002,93.0,1944,1,NSHD 1946,58,6,0,6.3601702884303,1.85005515190401,NSHD
17-23 March 1944,2002,96.0,1944,1,NSHD 1946,58,7,0,6.56533707192806,1.88180385021859,NSHD
24-30 March 1944,2002,95.0,1944,1,NSHD 1946,58,8,0,6.49694814409547,1.8713325503513,NSHD
31-6 March/April 1944,2002,90.0,1944,1,NSHD 1946,58,9,0,6.15500350493255,1.81726532908102,NSHD
3-9 February 1945,2002,71.0,1945,1,NSHD 1946,57,1,0,5.16927557335275,1.64273255749408,NSHD
10-16 February 1945,2002,72.0,1945,1,NSHD 1946,57,2,0,5.24208227156898,1.65671879946882,NSHD
17-23 February 1945,2002,76.0,1945,1,NSHD 1946,57,3,0,5.53330906443393,1.71078602073909,NSHD
24-2 Feb/March 1945,2002,79.0,1945,1,NSHD 1946,57,4,0,5.75172915908264,1.74950053291978,NSHD
3-9 March 1945,2002,66.0,1945,1,NSHD 1946,57,5,0,4.80524208227157,1.56970742247919,NSHD
10-16 March 1945,2002,73.0,1945,1,NSHD 1946,57,6,0,5.31488896978522,1.67051212160115,NSHD
17-23 March 1945,2002,77.0,1945,1,NSHD 1946,57,7,0,5.60611576265016,1.72385810230645,NSHD
24-30 March 1945,2002,64.0,1945,1,NSHD 1946,57,8,0,4.6596286858391,1.53893576381243,NSHD
31-6 March/April 1945,2002,64.0,1945,1,NSHD 1946,57,9,0,4.6596286858391,1.53893576381243,NSHD
3-9 February 1946,2002,65.0,1946,1,NSHD 1946,56,1,0,4.6370608168361,1.53408072087995,NSHD
10-16 February 1946,2002,72.0,1946,1,NSHD 1946,56,2,0,5.13643659711075,1.63635957000036,NSHD
17-23 February 1946,2002,68.0,1946,1,NSHD 1946,56,3,0,4.85107900838238,1.57920115616042,NSHD
24-2 Feb/March 1946,2002,66.0,1946,1,NSHD 1946,56,4,0,4.70840021401819,1.54934819301074,NSHD
3-9 March 1946,2002,70.0,1946,1,NSHD 1946,56,5,1,4.99375780274657,1.60818869303367,NSHD
10-16 March 1946,2002,72.0,1946,1,NSHD 1946,56,6,0,5.13643659711075,1.63635957000036,NSHD
17-23 March 1946,2002,83.0,1946,1,NSHD 1946,56,7,0,5.92116996611379,1.77853405878091,NSHD
24-30 March 1946,2002,79.0,1946,1,NSHD 1946,56,8,0,5.63581237738541,1.72914130345133,NSHD
31-6 March/April 1946,2002,76.0,1946,1,NSHD 1946,56,9,0,5.42179418583913,1.69042679127064,NSHD
3-9 February 1947,2002,72.0,1947,1,NSHD 1946,55,1,0,3.90810524744548,1.36305266509873,NSHD
10-16 February 1947,2002,84.0,1947,1,NSHD 1946,55,2,0,4.55945612201973,1.51720334492598,NSHD
17-23 February 1947,2002,79.0,1947,1,NSHD 1946,55,3,0,4.28805992428046,1.45583439854969,NSHD
24-2 Feb/March 1947,2002,67.0,1947,1,NSHD 1946,55,4,0,3.63670904970621,1.29107916547364,NSHD
3-9 March 1947,2002,75.0,1947,1,NSHD 1946,55,5,0,4.07094296608904,1.40387465961898,NSHD
10-16 March 1947,2002,77.0,1947,1,NSHD 1946,55,6,0,4.17950144518475,1.43019196793635,NSHD
17-23 March 1947,2002,76.0,1947,1,NSHD 1946,55,7,0,4.1252222056369,1.417119886369,NSHD
24-30 March 1947,2002,71.0,1947,1,NSHD 1946,55,8,0,3.85382600789763,1.34906642312399,NSHD
31-6 March/April 1947,2002,72.0,1947,1,NSHD 1946,55,9,0,3.90810524744548,1.36305266509873,NSHD
3-9 February 1948,2002,71.0,1948,1,NSHD 1946,54,1,0,4.38474602439401,1.47813170496638,NSHD
10-16 February 1948,2002,65.0,1948,1,NSHD 1946,54,2,0,4.01420410683959,1.3898390978207,NSHD
17-23 February 1948,2002,70.0,1948,1,NSHD 1946,54,3,0,4.32298903813494,1.46394706997442,NSHD
24-1 Feb/March 1948,2002,82.0,1948,1,NSHD 1946,54,4,0,5.06407287324379,1.62217107518932,NSHD
3-9 March 1948,2002,60.0,1948,1,NSHD 1946,54,5,0,3.70541917554423,1.30979639014717,NSHD
10-16 March 1948,2002,67.0,1948,1,NSHD 1946,54,6,0,4.13771807935773,1.42014444731603,NSHD
17-23 March 1948,2002,56.0,1948,1,NSHD 1946,54,7,0,3.45839123050795,1.24080351866021,NSHD
24-30 March 1948,2002,67.0,1948,1,NSHD 1946,54,8,0,4.13771807935773,1.42014444731603,NSHD
31-6 March/April 1948,2002,44.0,1948,1,NSHD 1946,54,9,0,2.7173073953991,0.999641461843326,NSHD
3-9 February 1956,2002,33.0,1956,2,NCDS 1958,46,1,0,2.3454157782516,0.852462690340183,NCDS
10-16 February 1956,2002,26.0,1956,2,NCDS 1958,46,2,0,1.84790334044065,0.614051666895184,NCDS
17-23 February 1956,2002,27.0,1956,2,NCDS 1958,46,3,0,1.91897654584222,0.651791994878031,NCDS
24-1 Feb/March 1956,2002,33.0,1956,2,NCDS 1958,46,4,0,2.3454157782516,0.852462690340183,NCDS
3-9 March 1956,2002,25.0,1956,2,NCDS 1958,46,5,0,1.77683013503909,0.574830953741903,NCDS
10-16 March 1956,2002,26.0,1956,2,NCDS 1958,46,6,0,1.84790334044065,0.614051666895184,NCDS
17-23 March 1956,2002,33.0,1956,2,NCDS 1958,46,7,0,2.3454157782516,0.852462690340183,NCDS
24-30 March 1956,2002,29.0,1956,2,NCDS 1958,46,8,0,2.06112295664534,0.723250958860176,NCDS
31-6 March/April 1956,2002,29.0,1956,2,NCDS 1958,46,9,0,2.06112295664534,0.723250958860176,NCDS
3-9 February 1957,2002,33.0,1957,2,NCDS 1958,45,1,0,2.30918601193079,0.836895086647231,NCDS
10-16 February 1957,2002,18.0,1957,2,NCDS 1958,45,2,0,1.25955600650771,0.230759283076915,NCDS
17-23 February 1957,2002,29.0,1957,2,NCDS 1958,45,3,0,2.0292846771513,0.707683355167225,NCDS
24-2 Feb/March 1957,2002,25.0,1957,2,NCDS 1958,45,4,0,1.74938334237181,0.559263350048951,NCDS
3-9 March 1957,2002,37.0,1957,2,NCDS 1958,45,5,0,2.58908734671028,0.951305437824975,NCDS
10-16 March 1957,2002,29.0,1957,2,NCDS 1958,45,6,0,2.0292846771513,0.707683355167225,NCDS
17-23 March 1957,2002,32.0,1957,2,NCDS 1958,45,7,0,2.23921067823592,0.806123427980477,NCDS
24-30 March 1957,2002,20.0,1957,2,NCDS 1958,45,8,0,1.39950667389745,0.336119798734742,NCDS
31-6 March/April 1957,2002,35.0,1957,2,NCDS 1958,45,9,0,2.44913667932054,0.895735586670164,NCDS
3-9 February 1958,2002,24.0,1958,2,NCDS 1958,44,1,0,1.64029662030551,0.494877091521759,NCDS
10-16 February 1958,2002,31.0,1958,2,NCDS 1958,44,2,0,2.11871646789461,0.75081046565896,NCDS
17-23 February 1958,2002,26.0,1958,2,NCDS 1958,44,3,0,1.77698800533096,0.574919799195295,NCDS
24-2 Feb/March 1958,2002,23.0,1958,2,NCDS 1958,44,4,0,1.57195092779278,0.452317477102963,NCDS
3-9 March 1958,2002,29.0,1958,2,NCDS 1958,44,5,1,1.98202508286915,0.684119091160287,NCDS
10-16 March 1958,2002,31.0,1958,2,NCDS 1958,44,6,0,2.11871646789461,0.75081046565896,NCDS
17-23 March 1958,2002,26.0,1958,2,NCDS 1958,44,7,0,1.77698800533096,0.574919799195295,NCDS
24-30 March 1958,2002,24.0,1958,2,NCDS 1958,44,8,0,1.64029662030551,0.494877091521759,NCDS
31-6 March/April 1958,2002,21.0,1958,2,NCDS 1958,44,9,0,1.43525954276732,0.361345698897236,NCDS
3-9 February 1959,2002,21.0,1959,2,NCDS 1958,43,1,0,1.39070545189649,0.329811137748208,NCDS
10-16 February 1959,2002,25.0,1959,2,NCDS 1958,43,2,0,1.6556017284482,0.504164524892985,NCDS
17-23 February 1959,2002,27.0,1959,2,NCDS 1958,43,3,0,1.78804986672406,0.581125566029114,NCDS
24-2 Feb/March 1959,2002,31.0,1959,2,NCDS 1958,43,4,0,2.05294614327577,0.719275904509931,NCDS
3-9 March 1959,2002,23.0,1959,2,NCDS 1958,43,5,0,1.52315359017235,0.420782915953934,NCDS
10-16 March 1959,2002,25.0,1959,2,NCDS 1958,43,6,0,1.6556017284482,0.504164524892985,NCDS
17-23 March 1959,2002,23.0,1959,2,NCDS 1958,43,7,0,1.52315359017235,0.420782915953934,NCDS
24-30 March 1959,2002,26.0,1959,2,NCDS 1958,43,8,0,1.72182579758613,0.543385238046266,NCDS
31-6 March/April 1959,2002,27.0,1959,2,NCDS 1958,43,9,0,1.78804986672406,0.581125566029114,NCDS
3-9 February 1960,2002,18.0,1960,2,NCDS 1958,42,1,0,1.11863774780933,0.112111648419151,NCDS
10-16 February 1960,2002,21.0,1960,2,NCDS 1958,42,2,0,1.30507737244422,0.26626232824641,NCDS
17-23 February 1960,2002,22.0,1960,2,NCDS 1958,42,3,0,1.36722391398919,0.312782343881303,NCDS
24-1 Feb/March 1960,2002,24.0,1960,2,NCDS 1958,42,4,0,1.49151699707911,0.399793720870932,NCDS
