birth_week,cause,deaths,death_year,birth_year,group,cohort,study,age,week_in_year,rate
17-23 March 1944,cancer,46.0,2001,1944,1,0,NSHD,57,4,2.9998695708882224
17-23 March 1944,cardiovascular,22.0,2001,1944,1,0,NSHD,57,4,1.4347202295552368
17-23 March 1944,external,3.0,2001,1944,1,0,NSHD,57,4,0.1956436676666232
17-23 March 1944,other,7.0,2001,1944,1,0,NSHD,57,4,0.45650189122212076
17-23 March 1944,respiratory,4.0,2001,1944,1,0,NSHD,57,4,0.26085822355549754
17-23 March 1945,cancer,33.0,2001,1945,1,0,NSHD,56,4,2.152080344332855
17-23 March 1945,cardiovascular,14.0,2001,1945,1,0,NSHD,56,4,0.9130037824442415
17-23 March 1945,external,5.0,2001,1945,1,0,NSHD,56,4,0.326072779444372
17-23 March 1945,other,16.0,2001,1945,1,0,NSHD,56,4,1.0434328942219901
17-23 March 1945,respiratory,2.0,2001,1945,1,0,NSHD,56,4,0.13042911177774877
17-23 March 1946,cancer,24.0,2001,1946,1,0,NSHD,55,4,1.5651493413329856
17-23 March 1946,cardiovascular,24.0,2001,1946,1,0,NSHD,55,4,1.5651493413329856
17-23 March 1946,external,3.0,2001,1946,1,0,NSHD,55,4,0.1956436676666232
17-23 March 1946,other,6.0,2001,1946,1,0,NSHD,55,4,0.3912873353332464
17-23 March 1946,respiratory,5.0,2001,1946,1,0,NSHD,55,4,0.326072779444372
17-23 March 1947,cancer,33.0,2001,1947,1,0,NSHD,54,4,2.152080344332855
17-23 March 1947,cardiovascular,26.0,2001,1947,1,0,NSHD,54,4,1.6955784531107343
17-23 March 1947,external,6.0,2001,1947,1,0,NSHD,54,4,0.3912873353332464
17-23 March 1947,other,18.0,2001,1947,1,0,NSHD,54,4,1.1738620059997393
17-23 March 1947,respiratory,5.0,2001,1947,1,0,NSHD,54,4,0.326072779444372
17-23 March 1948,cancer,27.0,2001,1948,1,0,NSHD,53,4,1.7607930089996087
17-23 March 1948,cardiovascular,15.0,2001,1948,1,0,NSHD,53,4,0.978218338333116
17-23 March 1948,external,3.0,2001,1948,1,0,NSHD,53,4,0.1956436676666232
17-23 March 1948,other,7.0,2001,1948,1,0,NSHD,53,4,0.45650189122212076
17-23 March 1948,respiratory,3.0,2001,1948,1,0,NSHD,53,4,0.1956436676666232
17-23 March 1956,cancer,8.0,2001,1956,2,0,NCDS,45,4,0.5217164471109951
17-23 March 1956,cardiovascular,5.0,2001,1956,2,0,NCDS,45,4,0.326072779444372
17-23 March 1956,external,2.0,2001,1956,2,0,NCDS,45,4,0.13042911177774877
17-23 March 1956,other,7.0,2001,1956,2,0,NCDS,45,4,0.45650189122212076
17-23 March 1956,respiratory,1.0,2001,1956,2,0,NCDS,45,4,0.06521455588887438
17-23 March 1957,cancer,9.0,2001,1957,2,0,NCDS,44,4,0.5869310029998697
17-23 March 1957,cardiovascular,6.0,2001,1957,2,0,NCDS,44,4,0.3912873353332464
17-23 March 1957,external,5.0,2001,1957,2,0,NCDS,44,4,0.326072779444372
17-23 March 1957,other,7.0,2001,1957,2,0,NCDS,44,4,0.45650189122212076
17-23 March 1957,respiratory,0.0,2001,1957,2,0,NCDS,44,4,0.0
17-23 March 1958,cancer,7.0,2001,1958,2,0,NCDS,43,4,0.45650189122212076
17-23 March 1958,cardiovascular,10.0,2001,1958,2,0,NCDS,43,4,0.652145558888744
17-23 March 1958,external,2.0,2001,1958,2,0,NCDS,43,4,0.13042911177774877
17-23 March 1958,other,7.0,2001,1958,2,0,NCDS,43,4,0.45650189122212076
17-23 March 1958,respiratory,0.0,2001,1958,2,0,NCDS,43,4,0.0
17-23 March 1959,cancer,7.0,2001,1959,2,0,NCDS,42,4,0.45650189122212076
17-23 March 1959,cardiovascular,3.0,2001,1959,2,0,NCDS,42,4,0.1956436676666232
17-23 March 1959,external,5.0,2001,1959,2,0,NCDS,42,4,0.326072779444372
17-23 March 1959,other,5.0,2001,1959,2,0,NCDS,42,4,0.326072779444372
17-23 March 1959,respiratory,1.0,2001,1959,2,0,NCDS,42,4,0.06521455588887438
17-23 March 1960,cancer,3.0,2001,1960,2,0,NCDS,41,4,0.1956436676666232
17-23 March 1960,cardiovascular,3.0,2001,1960,2,0,NCDS,41,4,0.1956436676666232
17-23 March 1960,external,6.0,2001,1960,2,0,NCDS,41,4,0.3912873353332464
17-23 March 1960,other,10.0,2001,1960,2,0,NCDS,41,4,0.652145558888744
17-23 March 1960,respiratory,0.0,2001,1960,2,0,NCDS,41,4,0.0
19-25 April 1968,cancer,1.0,2001,1968,3,0,BCS70,33,3,0.06521455588887438
19-25 April 1968,cardiovascular,2.0,2001,1968,3,0,BCS70,33,3,0.13042911177774877
19-25 April 1968,external,3.0,2001,1968,3,0,BCS70,33,3,0.1956436676666232
19-25 April 1968,other,7.0,2001,1968,3,0,BCS70,33,3,0.45650189122212076
19-25 April 1968,respiratory,0.0,2001,1968,3,0,BCS70,33,3,0.0
19-25 April 1969,cancer,3.0,2001,1969,3,0,BCS70,32,3,0.1956436676666232
19-25 April 1969,cardiovascular,2.0,2001,1969,3,0,BCS70,32,3,0.13042911177774877
19-25 April 1969,external,4.0,2001,1969,3,0,BCS70,32,3,0.26085822355549754
19-25 April 1969,other,3.0,2001,1969,3,0,BCS70,32,3,0.1956436676666232
19-25 April 1969,respiratory,0.0,2001,1969,3,0,BCS70,32,3,0.0
19-25 April 1970,cancer,3.0,2001,1970,3,0,BCS70,31,3,0.1956436676666232
19-25 April 1970,cardiovascular,1.0,2001,1970,3,0,BCS70,31,3,0.06521455588887438
19-25 April 1970,external,8.0,2001,1970,3,0,BCS70,31,3,0.5217164471109951
19-25 April 1970,other,5.0,2001,1970,3,0,BCS70,31,3,0.326072779444372
19-25 April 1970,respiratory,0.0,2001,1970,3,0,BCS70,31,3,0.0
19-25 April 1971,cancer,0.0,2001,1971,3,0,BCS70,30,3,0.0
19-25 April 1971,cardiovascular,1.0,2001,1971,3,0,BCS70,30,3,0.06521455588887438
19-25 April 1971,external,10.0,2001,1971,3,0,BCS70,30,3,0.652145558888744
19-25 April 1971,other,4.0,2001,1971,3,0,BCS70,30,3,0.26085822355549754
19-25 April 1971,respiratory,0.0,2001,1971,3,0,BCS70,30,3,0.0
19-25 April 1972,cancer,2.0,2001,1972,3,0,BCS70,29,3,0.13042911177774877
19-25 April 1972,cardiovascular,1.0,2001,1972,3,0,BCS70,29,3,0.06521455588887438
19-25 April 1972,external,3.0,2001,1972,3,0,BCS70,29,3,0.1956436676666232
19-25 April 1972,other,3.0,2001,1972,3,0,BCS70,29,3,0.1956436676666232
19-25 April 1972,respiratory,0.0,2001,1972,3,0,BCS70,29,3,0.0
22-28 March 1968,cancer,4.0,2001,1968,3,0,BCS70,33,4,0.26085822355549754
22-28 March 1968,cardiovascular,2.0,2001,1968,3,0,BCS70,33,4,0.13042911177774877
22-28 March 1968,external,4.0,2001,1968,3,0,BCS70,33,4,0.26085822355549754
22-28 March 1968,other,1.0,2001,1968,3,0,BCS70,33,4,0.06521455588887438
22-28 March 1968,respiratory,0.0,2001,1968,3,0,BCS70,33,4,0.0
22-28 March 1969,cancer,5.0,2001,1969,3,0,BCS70,32,4,0.326072779444372
22-28 March 1969,cardiovascular,2.0,2001,1969,3,0,BCS70,32,4,0.13042911177774877
22-28 March 1969,external,9.0,2001,1969,3,0,BCS70,32,4,0.5869310029998697
22-28 March 1969,other,6.0,2001,1969,3,0,BCS70,32,4,0.3912873353332464
22-28 March 1969,respiratory,0.0,2001,1969,3,0,BCS70,32,4,0.0
22-28 March 1970,cancer,3.0,2001,1970,3,0,BCS70,31,4,0.1956436676666232
22-28 March 1970,cardiovascular,0.0,2001,1970,3,0,BCS70,31,4,0.0
22-28 March 1970,external,2.0,2001,1970,3,0,BCS70,31,4,0.13042911177774877
22-28 March 1970,other,2.0,2001,1970,3,0,BCS70,31,4,0.13042911177774877
22-28 March 1970,respiratory,1.0,2001,1970,3,0,BCS70,31,4,0.06521455588887438
22-28 March 1971,cancer,1.0,2001,1971,3,0,BCS70,30,4,0.06521455588887438
22-28 March 1971,cardiovascular,1.0,2001,1971,3,0,BCS70,30,4,0.06521455588887438
22-28 March 1971,external,5.0,2001,1971,3,0,BCS70,30,4,0.326072779444372
22-28 March 1971,other,2.0,2001,1971,3,0,BCS70,30,4,0.13042911177774877
22-28 March 1971,respiratory,0.0,2001,1971,3,0,BCS70,30,4,0.0
22-28 March 1972,cancer,1.0,2001,1972,3,0,BCS70,29,4,0.06521455588887438
22-28 March 1972,cardiovascular,1.0,2001,1972,3,0,BCS70,29,4,0.06521455588887438
22-28 March 1972,external,4.0,2001,1972,3,0,BCS70,29,4,0.26085822355549754
22-28 March 1972,other,4.0,2001,1972,3,0,BCS70,29,4,0.26085822355549754
22-28 March 1972,respiratory,1.0,2001,1972,3,0,BCS70,29,4,0.06521455588887438
24-1 Feb/March 1944,cancer,36.0,2001,1944,1,0,NSHD,57,5,2.3477240119994787
24-1 Feb/March 1944,cardiovascular,27.0,2001,1944,1,0,NSHD,57,5,1.7607930089996087
24-1 Feb/March 1944,external,4.0,2001,1944,1,0,NSHD,57,5,0.26085822355549754
24-1 Feb/March 1944,other,7.0,2001,1944,1,0,NSHD,57,5,0.45650189122212076
24-1 Feb/March 1944,respiratory,9.0,2001,1944,1,0,NSHD,57,5,0.5869310029998697
24-1 Feb/March 1948,cancer,36.0,2001,1948,1,0,NSHD,53,5,2.3477240119994787
24-1 Feb/March 1948,cardiovascular,26.0,2001,1948,1,0,NSHD,53,5,1.6955784531107343
24-1 Feb/March 1948,external,1.0,2001,1948,1,0,NSHD,53,5,0.06521455588887438
24-1 Feb/March 1948,other,12.0,2001,1948,1,0,NSHD,53,5,0.7825746706664928
24-1 Feb/March 1948,respiratory,2.0,2001,1948,1,0,NSHD,53,5,0.13042911177774877
24-1 Feb/March 1956,cancer,11.0,2001,1956,2,0,NCDS,45,5,0.7173601147776184
24-1 Feb/March 1956,cardiovascular,10.0,2001,1956,2,0,NCDS,45,5,0.652145558888744
24-1 Feb/March 1956,external,6.0,2001,1956,2,0,NCDS,45,5,0.3912873353332464
24-1 Feb/March 1956,other,6.0,2001,1956,2,0,NCDS,45,5,0.3912873353332464
24-1 Feb/March 1956,respiratory,0.0,2001,1956,2,0,NCDS,45,5,0.0
24-1 Feb/March 1960,cancer,8.0,2001,1960,2,0,NCDS,41,5,0.5217164471109951
24-1 Feb/March 1960,cardiovascular,4.0,2001,1960,2,0,NCDS,41,5,0.26085822355549754
24-1 Feb/March 1960,external,4.0,2001,1960,2,0,NCDS,41,5,0.26085822355549754
24-1 Feb/March 1960,other,5.0,2001,1960,2,0,NCDS,41,5,0.326072779444372
24-1 Feb/March 1960,respiratory,1.0,2001,1960,2,0,NCDS,41,5,0.06521455588887438
24-2 Feb/March 1945,cancer,23.0,2001,1945,1,0,NSHD,56,5,1.4999347854441112
24-2 Feb/March 1945,cardiovascular,20.0,2001,1945,1,0,NSHD,56,5,1.304291117777488
24-2 Feb/March 1945,external,4.0,2001,1945,1,0,NSHD,56,5,0.26085822355549754
24-2 Feb/March 1945,other,6.0,2001,1945,1,0,NSHD,56,5,0.3912873353332464
24-2 Feb/March 1945,respiratory,5.0,2001,1945,1,0,NSHD,56,5,0.326072779444372
24-2 Feb/March 1946,cancer,21.0,2001,1946,1,0,NSHD,55,5,1.3695056736663622
24-2 Feb/March 1946,cardiovascular,12.0,2001,1946,1,0,NSHD,55,5,0.7825746706664928
24-2 Feb/March 1946,external,1.0,2001,1946,1,0,NSHD,55,5,0.06521455588887438
24-2 Feb/March 1946,other,8.0,2001,1946,1,0,NSHD,55,5,0.5217164471109951
24-2 Feb/March 1946,respiratory,3.0,2001,1946,1,0,NSHD,55,5,0.1956436676666232
24-2 Feb/March 1947,cancer,40.0,2001,1947,1,0,NSHD,54,5,2.608582235554976
24-2 Feb/March 1947,cardiovascular,24.0,2001,1947,1,0,NSHD,54,5,1.5651493413329856
24-2 Feb/March 1947,external,3.0,2001,1947,1,0,NSHD,54,5,0.1956436676666232
24-2 Feb/March 1947,other,10.0,2001,1947,1,0,NSHD,54,5,0.652145558888744
24-2 Feb/March 1947,respiratory,3.0,2001,1947,1,0,NSHD,54,5,0.1956436676666232
24-2 Feb/March 1957,cancer,8.0,2001,1957,2,0,NCDS,44,5,0.5217164471109951
24-2 Feb/March 1957,cardiovascular,2.0,2001,1957,2,0,NCDS,44,5,0.13042911177774877
24-2 Feb/March 1957,external,3.0,2001,1957,2,0,NCDS,44,5,0.1956436676666232
24-2 Feb/March 1957,other,8.0,2001,1957,2,0,NCDS,44,5,0.5217164471109951
24-2 Feb/March 1957,respiratory,1.0,2001,1957,2,0,NCDS,44,5,0.06521455588887438
24-2 Feb/March 1958,cancer,6.0,2001,1958,2,0,NCDS,43,5,0.3912873353332464
24-2 Feb/March 1958,cardiovascular,1.0,2001,1958,2,0,NCDS,43,5,0.06521455588887438
24-2 Feb/March 1958,external,5.0,2001,1958,2,0,NCDS,43,5,0.326072779444372
24-2 Feb/March 1958,other,3.0,2001,1958,2,0,NCDS,43,5,0.1956436676666232
24-2 Feb/March 1958,respiratory,0.0,2001,1958,2,0,NCDS,43,5,0.0
24-2 Feb/March 1959,cancer,3.0,2001,1959,2,0,NCDS,42,5,0.1956436676666232
24-2 Feb/March 1959,cardiovascular,6.0,2001,1959,2,0,NCDS,42,5,0.3912873353332464
24-2 Feb/March 1959,external,4.0,2001,1959,2,0,NCDS,42,5,0.26085822355549754
24-2 Feb/March 1959,other,4.0,2001,1959,2,0,NCDS,42,5,0.26085822355549754
24-2 Feb/March 1959,respiratory,0.0,2001,1959,2,0,NCDS,42,5,0.0
24-30 March 1944,cancer,29.0,2001,1944,1,0,NSHD,57,6,1.8912221207773574
24-30 March 1944,cardiovascular,18.0,2001,1944,1,0,NSHD,57,6,1.1738620059997393
24-30 March 1944,external,5.0,2001,1944,1,0,NSHD,57,6,0.326072779444372
24-30 March 1944,other,9.0,2001,1944,1,0,NSHD,57,6,0.5869310029998697
24-30 March 1944,respiratory,4.0,2001,1944,1,0,NSHD,57,6,0.26085822355549754
24-30 March 1945,cancer,27.0,2001,1945,1,0,NSHD,56,6,1.7607930089996087
24-30 March 1945,cardiovascular,20.0,2001,1945,1,0,NSHD,56,6,1.304291117777488
24-30 March 1945,external,3.0,2001,1945,1,0,NSHD,56,6,0.1956436676666232
24-30 March 1945,other,6.0,2001,1945,1,0,NSHD,56,6,0.3912873353332464
24-30 March 1945,respiratory,3.0,2001,1945,1,0,NSHD,56,6,0.1956436676666232
24-30 March 1946,cancer,31.0,2001,1946,1,0,NSHD,55,6,2.0216512325551066
24-30 March 1946,cardiovascular,23.0,2001,1946,1,0,NSHD,55,6,1.4999347854441112
24-30 March 1946,external,3.0,2001,1946,1,0,NSHD,55,6,0.1956436676666232
24-30 March 1946,other,9.0,2001,1946,1,0,NSHD,55,6,0.5869310029998697
24-30 March 1946,respiratory,2.0,2001,1946,1,0,NSHD,55,6,0.13042911177774877
24-30 March 1947,cancer,30.0,2001,1947,1,0,NSHD,54,6,1.956436676666232
24-30 March 1947,cardiovascular,22.0,2001,1947,1,0,NSHD,54,6,1.4347202295552368
24-30 March 1947,external,3.0,2001,1947,1,0,NSHD,54,6,0.1956436676666232
24-30 March 1947,other,8.0,2001,1947,1,0,NSHD,54,6,0.5217164471109951
24-30 March 1947,respiratory,5.0,2001,1947,1,0,NSHD,54,6,0.326072779444372
24-30 March 1948,cancer,27.0,2001,1948,1,0,NSHD,53,6,1.7607930089996087
24-30 March 1948,cardiovascular,14.0,2001,1948,1,0,NSHD,53,6,0.9130037824442415
24-30 March 1948,external,5.0,2001,1948,1,0,NSHD,53,6,0.326072779444372
24-30 March 1948,other,8.0,2001,1948,1,0,NSHD,53,6,0.5217164471109951
24-30 March 1948,respiratory,3.0,2001,1948,1,0,NSHD,53,6,0.1956436676666232
24-30 March 1956,cancer,9.0,2001,1956,2,0,NCDS,45,6,0.5869310029998697
24-30 March 1956,cardiovascular,4.0,2001,1956,2,0,NCDS,45,6,0.26085822355549754
24-30 March 1956,external,3.0,2001,1956,2,0,NCDS,45,6,0.1956436676666232
24-30 March 1956,other,5.0,2001,1956,2,0,NCDS,45,6,0.326072779444372
24-30 March 1956,respiratory,3.0,2001,1956,2,0,NCDS,45,6,0.1956436676666232
24-30 March 1957,cancer,9.0,2001,1957,2,0,NCDS,44,6,0.5869310029998697
24-30 March 1957,cardiovascular,5.0,2001,1957,2,0,NCDS,44,6,0.326072779444372
24-30 March 1957,external,4.0,2001,1957,2,0,NCDS,44,6,0.26085822355549754
24-30 March 1957,other,6.0,2001,1957,2,0,NCDS,44,6,0.3912873353332464
24-30 March 1957,respiratory,1.0,2001,1957,2,0,NCDS,44,6,0.06521455588887438
24-30 March 1958,cancer,13.0,2001,1958,2,0,NCDS,43,6,0.8477892265553671
24-30 March 1958,cardiovascular,9.0,2001,1958,2,0,NCDS,43,6,0.5869310029998697
24-30 March 1958,external,5.0,2001,1958,2,0,NCDS,43,6,0.326072779444372
24-30 March 1958,other,9.0,2001,1958,2,0,NCDS,43,6,0.5869310029998697
24-30 March 1958,respiratory,1.0,2001,1958,2,0,NCDS,43,6,0.06521455588887438
24-30 March 1959,cancer,6.0,2001,1959,2,0,NCDS,42,6,0.3912873353332464
24-30 March 1959,cardiovascular,4.0,2001,1959,2,0,NCDS,42,6,0.26085822355549754
24-30 March 1959,external,4.0,2001,1959,2,0,NCDS,42,6,0.26085822355549754
24-30 March 1959,other,6.0,2001,1959,2,0,NCDS,42,6,0.3912873353332464
24-30 March 1959,respiratory,0.0,2001,1959,2,0,NCDS,42,6,0.0
24-30 March 1960,cancer,3.0,2001,1960,2,0,NCDS,41,6,0.1956436676666232
24-30 March 1960,cardiovascular,2.0,2001,1960,2,0,NCDS,41,6,0.13042911177774877
24-30 March 1960,external,2.0,2001,1960,2,0,NCDS,41,6,0.13042911177774877
24-30 March 1960,other,9.0,2001,1960,2,0,NCDS,41,6,0.5869310029998697
24-30 March 1960,respiratory,1.0,2001,1960,2,0,NCDS,41,6,0.06521455588887438
26-2 April/May 1968,cancer,1.0,2001,1968,3,0,BCS70,33,5,0.06521455588887438
26-2 April/May 1968,cardiovascular,1.0,2001,1968,3,0,BCS70,33,5,0.06521455588887438
26-2 April/May 1968,external,3.0,2001,1968,3,0,BCS70,33,5,0.1956436676666232
26-2 April/May 1968,other,8.0,2001,1968,3,0,BCS70,33,5,0.5217164471109951
26-2 April/May 1968,respiratory,0.0,2001,1968,3,0,BCS70,33,5,0.0
26-2 April/May 1969,cancer,2.0,2001,1969,3,0,BCS70,32,5,0.13042911177774877
26-2 April/May 1969,cardiovascular,0.0,2001,1969,3,0,BCS70,32,5,0.0
26-2 April/May 1969,external,7.0,2001,1969,3,0,BCS70,32,5,0.45650189122212076
26-2 April/May 1969,other,4.0,2001,1969,3,0,BCS70,32,5,0.26085822355549754
26-2 April/May 1969,respiratory,0.0,2001,1969,3,0,BCS70,32,5,0.0
26-2 April/May 1970,cancer,3.0,2001,1970,3,0,BCS70,31,5,0.1956436676666232
26-2 April/May 1970,cardiovascular,4.0,2001,1970,3,0,BCS70,31,5,0.26085822355549754
26-2 April/May 1970,external,5.0,2001,1970,3,0,BCS70,31,5,0.326072779444372
26-2 April/May 1970,other,2.0,2001,1970,3,0,BCS70,31,5,0.13042911177774877
26-2 April/May 1970,respiratory,0.0,2001,1970,3,0,BCS70,31,5,0.0
26-2 April/May 1971,cancer,0.0,2001,1971,3,0,BCS70,30,5,0.0
26-2 April/May 1971,cardiovascular,0.0,2001,1971,3,0,BCS70,30,5,0.0
26-2 April/May 1971,external,1.0,2001,1971,3,0,BCS70,30,5,0.06521455588887438
26-2 April/May 1971,other,5.0,2001,1971,3,0,BCS70,30,5,0.326072779444372
26-2 April/May 1971,respiratory,0.0,2001,1971,3,0,BCS70,30,5,0.0
26-2 April/May 1972,cancer,0.0,2001,1972,3,0,BCS70,29,5,0.0
26-2 April/May 1972,cardiovascular,0.0,2001,1972,3,0,BCS70,29,5,0.0
26-2 April/May 1972,external,3.0,2001,1972,3,0,BCS70,29,5,0.1956436676666232
26-2 April/May 1972,other,2.0,2001,1972,3,0,BCS70,29,5,0.13042911177774877
26-2 April/May 1972,respiratory,1.0,2001,1972,3,0,BCS70,29,5,0.06521455588887438
29-4 March/April 1968,cancer,3.0,2001,1968,3,0,BCS70,33,6,0.1956436676666232
29-4 March/April 1968,cardiovascular,2.0,2001,1968,3,0,BCS70,33,6,0.13042911177774877
29-4 March/April 1968,external,5.0,2001,1968,3,0,BCS70,33,6,0.326072779444372
29-4 March/April 1968,other,3.0,2001,1968,3,0,BCS70,33,6,0.1956436676666232
29-4 March/April 1968,respiratory,1.0,2001,1968,3,0,BCS70,33,6,0.06521455588887438
29-4 March/April 1969,cancer,1.0,2001,1969,3,0,BCS70,32,6,0.06521455588887438
29-4 March/April 1969,cardiovascular,2.0,2001,1969,3,0,BCS70,32,6,0.13042911177774877
29-4 March/April 1969,external,6.0,2001,1969,3,0,BCS70,32,6,0.3912873353332464
29-4 March/April 1969,other,4.0,2001,1969,3,0,BCS70,32,6,0.26085822355549754
29-4 March/April 1969,respiratory,1.0,2001,1969,3,0,BCS70,32,6,0.06521455588887438
29-4 March/April 1970,cancer,1.0,2001,1970,3,0,BCS70,31,6,0.06521455588887438
29-4 March/April 1970,cardiovascular,0.0,2001,1970,3,0,BCS70,31,6,0.0
29-4 March/April 1970,external,5.0,2001,1970,3,0,BCS70,31,6,0.326072779444372
29-4 March/April 1970,other,1.0,2001,1970,3,0,BCS70,31,6,0.06521455588887438
29-4 March/April 1970,respiratory,0.0,2001,1970,3,0,BCS70,31,6,0.0
29-4 March/April 1971,cancer,1.0,2001,1971,3,0,BCS70,30,6,0.06521455588887438
29-4 March/April 1971,cardiovascular,0.0,2001,1971,3,0,BCS70,30,6,0.0
29-4 March/April 1971,external,4.0,2001,1971,3,0,BCS70,30,6,0.26085822355549754
29-4 March/April 1971,other,4.0,2001,1971,3,0,BCS70,30,6,0.26085822355549754
29-4 March/April 1971,respiratory,0.0,2001,1971,3,0,BCS70,30,6,0.0
29-4 March/April 1972,cancer,3.0,2001,1972,3,0,BCS70,29,6,0.1956436676666232
29-4 March/April 1972,cardiovascular,0.0,2001,1972,3,0,BCS70,29,6,0.0
29-4 March/April 1972,external,3.0,2001,1972,3,0,BCS70,29,6,0.1956436676666232
29-4 March/April 1972,other,5.0,2001,1972,3,0,BCS70,29,6,0.326072779444372
29-4 March/April 1972,respiratory,2.0,2001,1972,3,0,BCS70,29,6,0.13042911177774877
3-9 February 1944,cancer,46.0,2001,1944,1,0,NSHD,57,7,2.9998695708882224
3-9 February 1944,cardiovascular,21.0,2001,1944,1,0,NSHD,57,7,1.3695056736663622
3-9 February 1944,external,3.0,2001,1944,1,0,NSHD,57,7,0.1956436676666232
3-9 February 1944,other,10.0,2001,1944,1,0,NSHD,57,7,0.652145558888744
3-9 February 1944,respiratory,4.0,2001,1944,1,0,NSHD,57,7,0.26085822355549754
3-9 February 1945,cancer,23.0,2001,1945,1,0,NSHD,56,7,1.4999347854441112
3-9 February 1945,cardiovascular,19.0,2001,1945,1,0,NSHD,56,7,1.2390765618886135
3-9 February 1945,external,2.0,2001,1945,1,0,NSHD,56,7,0.13042911177774877
3-9 February 1945,other,9.0,2001,1945,1,0,NSHD,56,7,0.5869310029998697
3-9 February 1945,respiratory,4.0,2001,1945,1,0,NSHD,56,7,0.26085822355549754
3-9 February 1946,cancer,28.0,2001,1946,1,0,NSHD,55,7,1.826007564888483
3-9 February 1946,cardiovascular,15.0,2001,1946,1,0,NSHD,55,7,0.978218338333116
3-9 February 1946,external,6.0,2001,1946,1,0,NSHD,55,7,0.3912873353332464
3-9 February 1946,other,7.0,2001,1946,1,0,NSHD,55,7,0.45650189122212076
3-9 February 1946,respiratory,9.0,2001,1946,1,0,NSHD,55,7,0.5869310029998697
3-9 February 1947,cancer,32.0,2001,1947,1,0,NSHD,54,7,2.0868657884439803
3-9 February 1947,cardiovascular,20.0,2001,1947,1,0,NSHD,54,7,1.304291117777488
3-9 February 1947,external,4.0,2001,1947,1,0,NSHD,54,7,0.26085822355549754
3-9 February 1947,other,11.0,2001,1947,1,0,NSHD,54,7,0.7173601147776184
3-9 February 1947,respiratory,6.0,2001,1947,1,0,NSHD,54,7,0.3912873353332464
3-9 February 1948,cancer,35.0,2001,1948,1,0,NSHD,53,7,2.282509456110604
3-9 February 1948,cardiovascular,13.0,2001,1948,1,0,NSHD,53,7,0.8477892265553671
3-9 February 1948,external,1.0,2001,1948,1,0,NSHD,53,7,0.06521455588887438
3-9 February 1948,other,9.0,2001,1948,1,0,NSHD,53,7,0.5869310029998697
3-9 February 1948,respiratory,3.0,2001,1948,1,0,NSHD,53,7,0.1956436676666232
3-9 February 1956,cancer,9.0,2001,1956,2,0,NCDS,45,7,0.5869310029998697
3-9 February 1956,cardiovascular,10.0,2001,1956,2,0,NCDS,45,7,0.652145558888744
3-9 February 1956,external,4.0,2001,1956,2,0,NCDS,45,7,0.26085822355549754
3-9 February 1956,other,8.0,2001,1956,2,0,NCDS,45,7,0.5217164471109951
3-9 February 1956,respiratory,1.0,2001,1956,2,0,NCDS,45,7,0.06521455588887438
3-9 February 1957,cancer,3.0,2001,1957,2,0,NCDS,44,7,0.1956436676666232
3-9 February 1957,cardiovascular,4.0,2001,1957,2,0,NCDS,44,7,0.26085822355549754
3-9 February 1957,external,6.0,2001,1957,2,0,NCDS,44,7,0.3912873353332464
3-9 February 1957,other,8.0,2001,1957,2,0,NCDS,44,7,0.5217164471109951
3-9 February 1957,respiratory,0.0,2001,1957,2,0,NCDS,44,7,0.0
3-9 February 1958,cancer,10.0,2001,1958,2,0,NCDS,43,7,0.652145558888744
3-9 February 1958,cardiovascular,8.0,2001,1958,2,0,NCDS,43,7,0.5217164471109951
3-9 February 1958,external,1.0,2001,1958,2,0,NCDS,43,7,0.06521455588887438
3-9 February 1958,other,6.0,2001,1958,2,0,NCDS,43,7,0.3912873353332464
3-9 February 1958,respiratory,0.0,2001,1958,2,0,NCDS,43,7,0.0
3-9 February 1959,cancer,7.0,2001,1959,2,0,NCDS,42,7,0.45650189122212076
3-9 February 1959,cardiovascular,4.0,2001,1959,2,0,NCDS,42,7,0.26085822355549754
3-9 February 1959,external,5.0,2001,1959,2,0,NCDS,42,7,0.326072779444372
3-9 February 1959,other,3.0,2001,1959,2,0,NCDS,42,7,0.1956436676666232
3-9 February 1959,respiratory,1.0,2001,1959,2,0,NCDS,42,7,0.06521455588887438
3-9 February 1960,cancer,2.0,2001,1960,2,0,NCDS,41,7,0.13042911177774877
3-9 February 1960,cardiovascular,2.0,2001,1960,2,0,NCDS,41,7,0.13042911177774877
3-9 February 1960,external,6.0,2001,1960,2,0,NCDS,41,7,0.3912873353332464
3-9 February 1960,other,3.0,2001,1960,2,0,NCDS,41,7,0.1956436676666232
3-9 February 1960,respiratory,0.0,2001,1960,2,0,NCDS,41,7,0.0
3-9 March 1944,cancer,33.0,2001,1944,1,0,NSHD,57,8,2.152080344332855
3-9 March 1944,cardiovascular,23.0,2001,1944,1,0,NSHD,57,8,1.4999347854441112
3-9 March 1944,external,4.0,2001,1944,1,0,NSHD,57,8,0.26085822355549754
3-9 March 1944,other,12.0,2001,1944,1,0,NSHD,57,8,0.7825746706664928
3-9 March 1944,respiratory,4.0,2001,1944,1,0,NSHD,57,8,0.26085822355549754
3-9 March 1945,cancer,36.0,2001,1945,1,0,NSHD,56,8,2.3477240119994787
3-9 March 1945,cardiovascular,14.0,2001,1945,1,0,NSHD,56,8,0.9130037824442415
3-9 March 1945,external,7.0,2001,1945,1,0,NSHD,56,8,0.45650189122212076
