position,coef,se,pval
1,-0.014840992219876097,0.02856129062318869,0.6033290807458848
2,0.017939523638108697,0.028500474712941894,0.5290567931708798
3,-0.13025385116877658,0.06552322372154887,0.04682235447725158
4,0.0012911935700219805,0.04175074974198432,0.9753283660455291
5,-0.03577374813234413,0.029926013712244598,0.23192828880038052
6,0.06761680415452065,0.032488742020967076,0.03741212782683445
7,0.03368727831625545,0.04377553280675098,0.4415693542429966
9,-2.7008932957078152e-05,0.038450324654060536,0.9994395363619968
