birth_week,birth_year,group,cohort,study,week_in_year,age,cause,deaths,rate
10-16 March 1944,1944,1,0,NSHD,2,51,cardiovascular,16.0,1.0434328942219901
10-16 March 1944,1944,1,0,NSHD,2,51,external,4.0,0.26085822355549754
10-16 March 1944,1944,1,0,NSHD,2,51,other,9.0,0.5869310029998697
10-16 March 1944,1944,1,0,NSHD,2,51,respiratory,0.0,0.0
10-16 March 1944,1944,1,0,NSHD,2,52,cancer,23.0,1.4999347854441112
10-16 March 1944,1944,1,0,NSHD,2,52,cardiovascular,17.0,1.1086474501108647
10-16 March 1944,1944,1,0,NSHD,2,52,external,4.0,0.26085822355549754
10-16 March 1944,1944,1,0,NSHD,2,52,other,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,52,respiratory,2.0,0.13042911177774877
10-16 March 1944,1944,1,0,NSHD,2,53,cancer,32.0,2.0868657884439803
10-16 March 1944,1944,1,0,NSHD,2,53,cardiovascular,21.0,1.3695056736663622
10-16 March 1944,1944,1,0,NSHD,2,53,external,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,53,other,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,53,respiratory,8.0,0.5217164471109951
10-16 March 1944,1944,1,0,NSHD,2,54,cancer,25.0,1.63036389722186
10-16 March 1944,1944,1,0,NSHD,2,54,cardiovascular,26.0,1.6955784531107343
10-16 March 1944,1944,1,0,NSHD,2,54,external,7.0,0.45650189122212076
10-16 March 1944,1944,1,0,NSHD,2,54,other,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,54,respiratory,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,55,cancer,35.0,2.282509456110604
10-16 March 1944,1944,1,0,NSHD,2,55,cardiovascular,20.0,1.304291117777488
10-16 March 1944,1944,1,0,NSHD,2,55,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,55,other,11.0,0.7173601147776184
10-16 March 1944,1944,1,0,NSHD,2,55,respiratory,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,56,cancer,32.0,2.0868657884439803
10-16 March 1944,1944,1,0,NSHD,2,56,cardiovascular,23.0,1.4999347854441112
10-16 March 1944,1944,1,0,NSHD,2,56,external,7.0,0.45650189122212076
10-16 March 1944,1944,1,0,NSHD,2,56,other,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,56,respiratory,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,57,cancer,40.0,2.608582235554976
10-16 March 1944,1944,1,0,NSHD,2,57,cardiovascular,22.0,1.4347202295552368
10-16 March 1944,1944,1,0,NSHD,2,57,external,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,57,other,11.0,0.7173601147776184
10-16 March 1944,1944,1,0,NSHD,2,57,respiratory,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,58,cancer,43.0,2.804225903221599
10-16 March 1944,1944,1,0,NSHD,2,58,cardiovascular,30.0,1.956436676666232
10-16 March 1944,1944,1,0,NSHD,2,58,external,2.0,0.13042911177774877
10-16 March 1944,1944,1,0,NSHD,2,58,other,11.0,0.7173601147776184
10-16 March 1944,1944,1,0,NSHD,2,58,respiratory,7.0,0.45650189122212076
10-16 March 1944,1944,1,0,NSHD,2,59,cancer,46.0,2.9998695708882224
10-16 March 1944,1944,1,0,NSHD,2,59,cardiovascular,19.0,1.2390765618886135
10-16 March 1944,1944,1,0,NSHD,2,59,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,59,other,14.0,0.9130037824442415
10-16 March 1944,1944,1,0,NSHD,2,59,respiratory,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,60,cancer,40.0,2.608582235554976
10-16 March 1944,1944,1,0,NSHD,2,60,cardiovascular,30.0,1.956436676666232
10-16 March 1944,1944,1,0,NSHD,2,60,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,60,other,8.0,0.5217164471109951
10-16 March 1944,1944,1,0,NSHD,2,60,respiratory,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,61,cancer,41.0,2.6737967914438503
10-16 March 1944,1944,1,0,NSHD,2,61,cardiovascular,26.0,1.6955784531107343
10-16 March 1944,1944,1,0,NSHD,2,61,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,61,other,12.0,0.7825746706664928
10-16 March 1944,1944,1,0,NSHD,2,61,respiratory,10.0,0.652145558888744
10-16 March 1944,1944,1,0,NSHD,2,62,cancer,58.0,3.782444241554715
10-16 March 1944,1944,1,0,NSHD,2,62,cardiovascular,38.0,2.478153123777227
10-16 March 1944,1944,1,0,NSHD,2,62,external,1.0,0.06521455588887438
10-16 March 1944,1944,1,0,NSHD,2,62,other,15.0,0.978218338333116
10-16 March 1944,1944,1,0,NSHD,2,62,respiratory,10.0,0.652145558888744
10-16 March 1944,1944,1,0,NSHD,2,63,cancer,53.0,3.456371462110343
10-16 March 1944,1944,1,0,NSHD,2,63,cardiovascular,33.0,2.152080344332855
10-16 March 1944,1944,1,0,NSHD,2,63,external,6.0,0.3912873353332464
10-16 March 1944,1944,1,0,NSHD,2,63,other,11.0,0.7173601147776184
10-16 March 1944,1944,1,0,NSHD,2,63,respiratory,21.0,1.3695056736663622
10-16 March 1944,1944,1,0,NSHD,2,64,cancer,51.0,3.3259423503325944
10-16 March 1944,1944,1,0,NSHD,2,64,cardiovascular,35.0,2.282509456110604
10-16 March 1944,1944,1,0,NSHD,2,64,external,4.0,0.26085822355549754
10-16 March 1944,1944,1,0,NSHD,2,64,other,21.0,1.3695056736663622
10-16 March 1944,1944,1,0,NSHD,2,64,respiratory,12.0,0.7825746706664928
10-16 March 1944,1944,1,0,NSHD,2,65,cancer,72.0,4.695448023998957
10-16 March 1944,1944,1,0,NSHD,2,65,cardiovascular,35.0,2.282509456110604
10-16 March 1944,1944,1,0,NSHD,2,65,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,65,other,14.0,0.9130037824442415
10-16 March 1944,1944,1,0,NSHD,2,65,respiratory,11.0,0.7173601147776184
10-16 March 1944,1944,1,0,NSHD,2,66,cancer,65.0,4.238946132776836
10-16 March 1944,1944,1,0,NSHD,2,66,cardiovascular,33.0,2.152080344332855
10-16 March 1944,1944,1,0,NSHD,2,66,external,2.0,0.13042911177774877
10-16 March 1944,1944,1,0,NSHD,2,66,other,19.0,1.2390765618886135
10-16 March 1944,1944,1,0,NSHD,2,66,respiratory,18.0,1.1738620059997393
10-16 March 1944,1944,1,0,NSHD,2,67,cancer,90.0,5.8693100299986956
10-16 March 1944,1944,1,0,NSHD,2,67,cardiovascular,25.0,1.63036389722186
10-16 March 1944,1944,1,0,NSHD,2,67,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,67,other,21.0,1.3695056736663622
10-16 March 1944,1944,1,0,NSHD,2,67,respiratory,19.0,1.2390765618886135
10-16 March 1944,1944,1,0,NSHD,2,68,cancer,74.0,4.825877135776705
10-16 March 1944,1944,1,0,NSHD,2,68,cardiovascular,34.0,2.2172949002217295
10-16 March 1944,1944,1,0,NSHD,2,68,external,3.0,0.1956436676666232
10-16 March 1944,1944,1,0,NSHD,2,68,other,29.0,1.8912221207773574
10-16 March 1944,1944,1,0,NSHD,2,68,respiratory,19.0,1.2390765618886135
10-16 March 1944,1944,1,0,NSHD,2,69,cancer,67.0,4.369375244554585
10-16 March 1944,1944,1,0,NSHD,2,69,cardiovascular,32.0,2.0868657884439803
10-16 March 1944,1944,1,0,NSHD,2,69,external,5.0,0.326072779444372
10-16 March 1944,1944,1,0,NSHD,2,69,other,22.0,1.4347202295552368
10-16 March 1944,1944,1,0,NSHD,2,69,respiratory,17.0,1.1086474501108647
10-16 March 1945,1945,1,0,NSHD,2,25,cancer,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,25,cardiovascular,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,25,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,25,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,25,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,26,cancer,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,26,cardiovascular,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,26,external,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,26,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,26,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,27,cancer,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,27,cardiovascular,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,27,external,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,27,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,27,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,28,cancer,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,28,cardiovascular,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,28,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,28,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,28,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,29,cancer,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,29,cardiovascular,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,29,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,29,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,29,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,30,cancer,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,30,cardiovascular,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,30,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,30,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,30,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,31,cancer,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,31,cardiovascular,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,31,external,8.0,0.5217164471109951
10-16 March 1945,1945,1,0,NSHD,2,31,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,31,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,32,cancer,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,32,cardiovascular,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,32,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,32,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,32,respiratory,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,33,cancer,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,33,cardiovascular,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,33,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,33,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,33,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,34,cancer,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,34,cardiovascular,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,34,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,34,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,34,respiratory,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,35,cancer,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,35,cardiovascular,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,35,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,35,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,35,respiratory,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,36,cancer,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,36,cardiovascular,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,36,external,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,36,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,36,respiratory,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,37,cancer,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,37,cardiovascular,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,37,external,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,37,other,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,37,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,38,cancer,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,38,cardiovascular,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,38,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,38,other,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,38,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,39,cancer,8.0,0.5217164471109951
10-16 March 1945,1945,1,0,NSHD,2,39,cardiovascular,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,39,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,39,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,39,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,40,cancer,9.0,0.5869310029998697
10-16 March 1945,1945,1,0,NSHD,2,40,cardiovascular,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,40,external,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,40,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,40,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,41,cancer,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,41,cardiovascular,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,41,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,41,other,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,41,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,42,cancer,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,42,cardiovascular,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,42,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,42,other,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,42,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,43,cancer,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,43,cardiovascular,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,43,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,43,other,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,43,respiratory,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,44,cancer,14.0,0.9130037824442415
10-16 March 1945,1945,1,0,NSHD,2,44,cardiovascular,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,44,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,44,other,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,44,respiratory,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,45,cancer,11.0,0.7173601147776184
10-16 March 1945,1945,1,0,NSHD,2,45,cardiovascular,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,45,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,45,other,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,45,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,46,cancer,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,46,cardiovascular,8.0,0.5217164471109951
10-16 March 1945,1945,1,0,NSHD,2,46,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,46,other,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,46,respiratory,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,47,cancer,16.0,1.0434328942219901
10-16 March 1945,1945,1,0,NSHD,2,47,cardiovascular,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,47,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,47,other,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,47,respiratory,0.0,0.0
10-16 March 1945,1945,1,0,NSHD,2,48,cancer,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,48,cardiovascular,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,48,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,48,other,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,48,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,49,cancer,23.0,1.4999347854441112
10-16 March 1945,1945,1,0,NSHD,2,49,cardiovascular,11.0,0.7173601147776184
10-16 March 1945,1945,1,0,NSHD,2,49,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,49,other,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,49,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,50,cancer,11.0,0.7173601147776184
10-16 March 1945,1945,1,0,NSHD,2,50,cardiovascular,16.0,1.0434328942219901
10-16 March 1945,1945,1,0,NSHD,2,50,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,50,other,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,50,respiratory,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,51,cancer,24.0,1.5651493413329856
10-16 March 1945,1945,1,0,NSHD,2,51,cardiovascular,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,51,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,51,other,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,51,respiratory,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,52,cancer,23.0,1.4999347854441112
10-16 March 1945,1945,1,0,NSHD,2,52,cardiovascular,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,52,external,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,52,other,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,52,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,53,cancer,22.0,1.4347202295552368
10-16 March 1945,1945,1,0,NSHD,2,53,cardiovascular,11.0,0.7173601147776184
10-16 March 1945,1945,1,0,NSHD,2,53,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,53,other,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,53,respiratory,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,54,cancer,23.0,1.4999347854441112
10-16 March 1945,1945,1,0,NSHD,2,54,cardiovascular,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,54,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,54,other,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,54,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,55,cancer,21.0,1.3695056736663622
10-16 March 1945,1945,1,0,NSHD,2,55,cardiovascular,17.0,1.1086474501108647
10-16 March 1945,1945,1,0,NSHD,2,55,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,55,other,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,55,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,56,cancer,29.0,1.8912221207773574
10-16 March 1945,1945,1,0,NSHD,2,56,cardiovascular,19.0,1.2390765618886135
10-16 March 1945,1945,1,0,NSHD,2,56,external,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,56,other,8.0,0.5217164471109951
10-16 March 1945,1945,1,0,NSHD,2,56,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,57,cancer,28.0,1.826007564888483
10-16 March 1945,1945,1,0,NSHD,2,57,cardiovascular,20.0,1.304291117777488
10-16 March 1945,1945,1,0,NSHD,2,57,external,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,57,other,12.0,0.7825746706664928
10-16 March 1945,1945,1,0,NSHD,2,57,respiratory,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,58,cancer,35.0,2.282509456110604
10-16 March 1945,1945,1,0,NSHD,2,58,cardiovascular,29.0,1.8912221207773574
10-16 March 1945,1945,1,0,NSHD,2,58,external,5.0,0.326072779444372
10-16 March 1945,1945,1,0,NSHD,2,58,other,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,58,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,59,cancer,34.0,2.2172949002217295
10-16 March 1945,1945,1,0,NSHD,2,59,cardiovascular,19.0,1.2390765618886135
10-16 March 1945,1945,1,0,NSHD,2,59,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,59,other,18.0,1.1738620059997393
10-16 March 1945,1945,1,0,NSHD,2,59,respiratory,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,60,cancer,40.0,2.608582235554976
10-16 March 1945,1945,1,0,NSHD,2,60,cardiovascular,27.0,1.7607930089996087
10-16 March 1945,1945,1,0,NSHD,2,60,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,60,other,13.0,0.8477892265553671
10-16 March 1945,1945,1,0,NSHD,2,60,respiratory,6.0,0.3912873353332464
10-16 March 1945,1945,1,0,NSHD,2,61,cancer,36.0,2.3477240119994787
10-16 March 1945,1945,1,0,NSHD,2,61,cardiovascular,26.0,1.6955784531107343
10-16 March 1945,1945,1,0,NSHD,2,61,external,4.0,0.26085822355549754
10-16 March 1945,1945,1,0,NSHD,2,61,other,10.0,0.652145558888744
10-16 March 1945,1945,1,0,NSHD,2,61,respiratory,8.0,0.5217164471109951
10-16 March 1945,1945,1,0,NSHD,2,62,cancer,41.0,2.6737967914438503
10-16 March 1945,1945,1,0,NSHD,2,62,cardiovascular,25.0,1.63036389722186
10-16 March 1945,1945,1,0,NSHD,2,62,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,62,other,17.0,1.1086474501108647
10-16 March 1945,1945,1,0,NSHD,2,62,respiratory,9.0,0.5869310029998697
10-16 March 1945,1945,1,0,NSHD,2,63,cancer,54.0,3.5215860179992173
10-16 March 1945,1945,1,0,NSHD,2,63,cardiovascular,21.0,1.3695056736663622
10-16 March 1945,1945,1,0,NSHD,2,63,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,63,other,20.0,1.304291117777488
10-16 March 1945,1945,1,0,NSHD,2,63,respiratory,7.0,0.45650189122212076
10-16 March 1945,1945,1,0,NSHD,2,64,cancer,45.0,2.9346550149993478
10-16 March 1945,1945,1,0,NSHD,2,64,cardiovascular,31.0,2.0216512325551066
10-16 March 1945,1945,1,0,NSHD,2,64,external,3.0,0.1956436676666232
10-16 March 1945,1945,1,0,NSHD,2,64,other,9.0,0.5869310029998697
10-16 March 1945,1945,1,0,NSHD,2,64,respiratory,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,65,cancer,53.0,3.456371462110343
10-16 March 1945,1945,1,0,NSHD,2,65,cardiovascular,33.0,2.152080344332855
10-16 March 1945,1945,1,0,NSHD,2,65,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,65,other,14.0,0.9130037824442415
10-16 March 1945,1945,1,0,NSHD,2,65,respiratory,11.0,0.7173601147776184
10-16 March 1945,1945,1,0,NSHD,2,66,cancer,48.0,3.130298682665971
10-16 March 1945,1945,1,0,NSHD,2,66,cardiovascular,30.0,1.956436676666232
10-16 March 1945,1945,1,0,NSHD,2,66,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,66,other,16.0,1.0434328942219901
10-16 March 1945,1945,1,0,NSHD,2,66,respiratory,12.0,0.7825746706664928
10-16 March 1945,1945,1,0,NSHD,2,67,cancer,68.0,4.434589800443459
10-16 March 1945,1945,1,0,NSHD,2,67,cardiovascular,42.0,2.7390113473327244
10-16 March 1945,1945,1,0,NSHD,2,67,external,1.0,0.06521455588887438
10-16 March 1945,1945,1,0,NSHD,2,67,other,23.0,1.4999347854441112
10-16 March 1945,1945,1,0,NSHD,2,67,respiratory,15.0,0.978218338333116
10-16 March 1945,1945,1,0,NSHD,2,68,cancer,77.0,5.0215208034433285
10-16 March 1945,1945,1,0,NSHD,2,68,cardiovascular,35.0,2.282509456110604
10-16 March 1945,1945,1,0,NSHD,2,68,external,2.0,0.13042911177774877
10-16 March 1945,1945,1,0,NSHD,2,68,other,23.0,1.4999347854441112
10-16 March 1945,1945,1,0,NSHD,2,68,respiratory,15.0,0.978218338333116
10-16 March 1946,1946,1,0,NSHD,2,24,cancer,3.0,0.1956436676666232
10-16 March 1946,1946,1,0,NSHD,2,24,cardiovascular,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,24,external,2.0,0.13042911177774877
10-16 March 1946,1946,1,0,NSHD,2,24,other,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,24,respiratory,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,25,cancer,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,25,cardiovascular,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,25,external,6.0,0.3912873353332464
10-16 March 1946,1946,1,0,NSHD,2,25,other,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,25,respiratory,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,26,cancer,2.0,0.13042911177774877
10-16 March 1946,1946,1,0,NSHD,2,26,cardiovascular,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,26,external,6.0,0.3912873353332464
10-16 March 1946,1946,1,0,NSHD,2,26,other,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,26,respiratory,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,27,cancer,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,27,cardiovascular,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,27,external,8.0,0.5217164471109951
10-16 March 1946,1946,1,0,NSHD,2,27,other,4.0,0.26085822355549754
10-16 March 1946,1946,1,0,NSHD,2,27,respiratory,0.0,0.0
10-16 March 1946,1946,1,0,NSHD,2,28,cancer,1.0,0.06521455588887438
10-16 March 1946,1946,1,0,NSHD,2,28,cardiovascular,2.0,0.13042911177774877
10-16 March 1946,1946,1,0,NSHD,2,28,external,3.0,0.1956436676666232
10-16 March 1946,1946,1,0,NSHD,2,28,other,3.0,0.1956436676666232
