district_name,race,year,subject,pct_proficient,n_tested,tier
Waukesha,Black,2022-23,Mathematics,15.037518796992483,266.0,Tier 2
Waukesha,Hispanic,2015-16,ELA,24.978684429641966,1201.0,Tier 2
Waukesha,Hispanic,2015-16,Mathematics,22.981765195670278,1201.0,Tier 2
Waukesha,Hispanic,2016-17,ELA,25.184753036437247,1235.0,Tier 2
Waukesha,Hispanic,2016-17,Mathematics,23.48438866396761,1235.0,Tier 2
Waukesha,Hispanic,2017-18,ELA,24.85571892770105,1231.0,Tier 2
Waukesha,Hispanic,2017-18,Mathematics,24.127351746547525,1231.0,Tier 2
Waukesha,Hispanic,2018-19,ELA,26.01682113821138,1230.0,Tier 2
Waukesha,Hispanic,2018-19,Mathematics,28.048414634146344,1230.0,Tier 2
Waukesha,Hispanic,2021-22,ELA,25.12834179357022,1182.0,Tier 2
Waukesha,Hispanic,2021-22,Mathematics,24.787233502538076,1182.0,Tier 2
Waukesha,Hispanic,2022-23,ELA,26.526016949152538,1180.0,Tier 2
Waukesha,Hispanic,2022-23,Mathematics,26.69658474576271,1180.0,Tier 2
Waukesha,White,2015-16,ELA,48.55284505398308,3427.0,Tier 2
Waukesha,White,2015-16,Mathematics,52.5522877152028,3427.0,Tier 2
Waukesha,White,2016-17,ELA,50.571251504211794,3324.0,Tier 2
Waukesha,White,2016-17,Mathematics,53.401134175691936,3324.0,Tier 2
Waukesha,White,2017-18,ELA,48.37344806201551,3225.0,Tier 2
Waukesha,White,2017-18,Mathematics,53.6109488372093,3225.0,Tier 2
Waukesha,White,2018-19,ELA,47.64365822378968,3119.0,Tier 2
Waukesha,White,2018-19,Mathematics,54.25266110932991,3119.0,Tier 2
Waukesha,White,2021-22,ELA,45.0632545201669,2876.0,Tier 2
Waukesha,White,2021-22,Mathematics,48.85037204450625,2876.0,Tier 2
Waukesha,White,2022-23,ELA,49.58931404072884,2799.0,Tier 2
Waukesha,White,2022-23,Mathematics,52.233186852447304,2799.0,Tier 2
West Allis-West Milwaukee,Black,2015-16,ELA,20.10027989821883,393.0,Tier 2
West Allis-West Milwaukee,Black,2015-16,Mathematics,13.740890585241727,393.0,Tier 2
West Allis-West Milwaukee,Black,2016-17,ELA,26.89404699738903,383.0,Tier 2
West Allis-West Milwaukee,Black,2016-17,Mathematics,14.881227154046998,383.0,Tier 2
West Allis-West Milwaukee,Black,2017-18,ELA,24.794986225895318,363.0,Tier 2
West Allis-West Milwaukee,Black,2017-18,Mathematics,14.601652892561983,363.0,Tier 2
West Allis-West Milwaukee,Black,2018-19,ELA,22.664050991501416,353.0,Tier 2
West Allis-West Milwaukee,Black,2018-19,Mathematics,16.99750708215298,353.0,Tier 2
West Allis-West Milwaukee,Black,2021-22,ELA,15.215962732919255,322.0,Tier 2
West Allis-West Milwaukee,Black,2021-22,Mathematics,6.521304347826088,322.0,Tier 2
West Allis-West Milwaukee,Black,2022-23,ELA,13.747285223367697,291.0,Tier 2
West Allis-West Milwaukee,Black,2022-23,Mathematics,8.246735395189004,291.0,Tier 2
West Allis-West Milwaukee,Hispanic,2015-16,ELA,31.237082324455205,826.0,Tier 2
West Allis-West Milwaukee,Hispanic,2015-16,Mathematics,27.844866828087167,826.0,Tier 2
West Allis-West Milwaukee,Hispanic,2016-17,ELA,31.771004366812225,916.0,Tier 2
West Allis-West Milwaukee,Hispanic,2016-17,Mathematics,26.091310043668123,916.0,Tier 2
West Allis-West Milwaukee,Hispanic,2017-18,ELA,30.985882990249188,923.0,Tier 2
West Allis-West Milwaukee,Hispanic,2017-18,Mathematics,29.250877573131092,923.0,Tier 2
West Allis-West Milwaukee,Hispanic,2018-19,ELA,30.17217484008529,938.0,Tier 2
West Allis-West Milwaukee,Hispanic,2018-19,Mathematics,26.547452025586352,938.0,Tier 2
West Allis-West Milwaukee,Hispanic,2021-22,ELA,19.32091334894614,854.0,Tier 2
West Allis-West Milwaukee,Hispanic,2021-22,Mathematics,14.869859484777518,854.0,Tier 2
West Allis-West Milwaukee,Hispanic,2022-23,ELA,20.900291616038885,823.0,Tier 2
West Allis-West Milwaukee,Hispanic,2022-23,Mathematics,13.242928311057106,823.0,Tier 2
West Allis-West Milwaukee,White,2015-16,ELA,46.15323471400394,2028.0,Tier 2
West Allis-West Milwaukee,White,2015-16,Mathematics,43.194151873767254,2028.0,Tier 2
West Allis-West Milwaukee,White,2016-17,ELA,51.914943123061015,1934.0,Tier 2
West Allis-West Milwaukee,White,2016-17,Mathematics,46.279632885211996,1934.0,Tier 2
West Allis-West Milwaukee,White,2017-18,ELA,48.92084946236558,1860.0,Tier 2
West Allis-West Milwaukee,White,2017-18,Mathematics,46.074747311827956,1860.0,Tier 2
West Allis-West Milwaukee,White,2018-19,ELA,50.351477139507615,1706.0,Tier 2
West Allis-West Milwaukee,White,2018-19,Mathematics,46.839109026963655,1706.0,Tier 2
West Allis-West Milwaukee,White,2021-22,ELA,36.30378497790869,1358.0,Tier 2
West Allis-West Milwaukee,White,2021-22,Mathematics,29.527673048600885,1358.0,Tier 2
West Allis-West Milwaukee,White,2022-23,ELA,37.167569944044764,1251.0,Tier 2
West Allis-West Milwaukee,White,2022-23,Mathematics,31.814324540367707,1251.0,Tier 2
