year,subject,grade,American Indian,Asian,Black,Hispanic,Pacific Islander,Two or More Races,White,BW_gap,HW_gap
2018-19,Mathematics,4,21.236061776061774,44.013110383536,11.646511120802444,26.322219208679005,,38.40417439703154,56.09087698830493,44.44436586750248,29.768657779625922
2018-19,Mathematics,5,19.861951219512196,48.98531506849315,13.253488777511441,28.33460582171013,,40.78848730415991,57.127588251826865,43.87409947431542,28.792982430116734
2018-19,Mathematics,6,22.726227272727268,44.493830136986304,10.243090138331105,23.191349033063005,,33.911714595767776,52.45488837916412,42.21179824083301,29.263539346101112
2018-19,Mathematics,7,13.565110410094636,38.67948236632537,7.851359425660028,20.659007849293566,,32.816118560338744,48.68855261717039,40.83719319151036,28.02954476787682
2018-19,Mathematics,8,20.35340707964602,43.250403761061946,8.289729985788723,17.67399731723675,,28.360716374269007,43.687873360446005,35.39814337465728,26.013876043209255
2021-22,ELA,3,12.820102564102564,28.96813197476953,7.373361643835616,17.202274212970927,,29.999268518518516,43.84181552627401,36.468453882438396,26.639541313303084
2021-22,ELA,4,18.47913043478261,37.8215266772319,10.162923976608187,22.627540637191153,,35.31082671648762,51.12044868538041,40.957524708772226,28.492908048189257
2021-22,ELA,5,23.473333333333333,37.87844031830239,8.672372517444982,23.626102639777013,,34.997081132981286,49.295474517504836,40.62310200005985,25.669371877727823
2021-22,ELA,6,16.049629629629628,37.1883560090703,9.298045073375262,20.361331691297206,,32.43281185031185,45.69497983512247,36.396934761747204,25.33364814382526
2021-22,ELA,7,15.866201923076924,39.42178896625603,9.84846288427893,21.11840302348022,,31.417186081694407,45.22685529047118,35.37839240619225,24.10845226699096
2021-22,ELA,8,11.050276243093924,36.11018082191781,8.345282655761366,17.770627177700348,,26.577673796791444,39.03378841690204,30.688505761140675,21.263161239201693
2021-22,Mathematics,3,16.13016129032258,44.054570596797674,9.278403384279477,26.2999776977183,,38.657037037037036,58.43826893157644,49.15986554729696,32.13829123385814
2021-22,Mathematics,4,17.160236686390533,39.45962493396725,7.296986911723754,22.092739018087855,,33.44152732368052,55.56926584529404,48.272278933570284,33.476526827206186
2021-22,Mathematics,5,24.782391304347822,43.39579310344828,8.02690618221258,24.77643373890168,,35.62235237638021,55.93589058328986,47.908984401077284,31.15945684438818
2021-22,Mathematics,6,14.517204301075267,37.24393424036281,5.891155357610689,17.17662919490825,,30.08346715328467,48.65085789692189,42.759702539311206,31.47422870201364
2021-22,Mathematics,7,8.936871508379888,35.11404530744336,4.306136592741935,14.839191641017331,,25.3666835443038,42.223204212323886,37.91706761958195,27.384012571306556
2021-22,Mathematics,8,13.873236994219651,35.043195364238414,3.927466666666666,12.761361216730036,,22.975289934354485,37.19304818367404,33.26558151700737,24.431686966944
2022-23,ELA,3,11.886352459016395,29.389887352790577,8.288713062689865,20.135087214225234,,32.26721206581353,46.52079599317449,38.23208293048462,26.385708778949255
2022-23,ELA,4,17.491330798479083,37.517405506299575,11.468010813887306,26.44934076746474,16.67,39.50733120437956,55.119043692540984,43.65103287865368,28.669702925076244
2022-23,ELA,5,12.388849557522125,35.34387931034483,8.668573913043476,20.944202989771835,,33.20935155164428,48.12985407618036,39.461280163136884,27.185651086408523
2022-23,ELA,6,22.581806451612902,37.59868852459016,9.973729950422863,23.045734412955465,,32.84143741075678,48.837765103121015,38.86403515269815,25.79203069016555
2022-23,ELA,7,16.967906137184116,40.210115830115825,11.823469892768767,23.96086370839937,,36.071212271152895,48.36205489133636,36.5385849985676,24.401191182936994
2022-23,ELA,8,15.694529147982063,39.95866977225673,9.196893901834411,21.034133496631963,,30.960390053632374,44.29080473039561,35.09391082856119,23.256671233763644
2022-23,Mathematics,3,18.017162162162162,43.8289452124936,10.719252336448596,27.54969783929777,,40.64928184281843,59.39463447011599,48.67538213366739,31.844936630818218
2022-23,Mathematics,4,17.39079051383399,42.69707419505366,8.822999143101972,24.702121710526313,16.67,36.88169266055046,57.09434208447856,48.27134294137659,32.39222037395225
2022-23,Mathematics,5,23.757403314917127,47.76751014198783,9.706964182553437,25.549745283018872,,38.304761463640574,59.142923399068664,49.43595921651523,33.59317811604979
2022-23,Mathematics,6,19.39363636363636,39.7385,6.649294254884806,20.10932428063369,,31.849603060736484,52.67451153881237,46.02521728392756,32.56518725817868
2022-23,Mathematics,7,17.874106280193235,36.017506894649756,5.263380912398544,15.733702875399361,,28.52128871128871,44.12509541197951,38.86171449958096,28.39139253658015
2022-23,Mathematics,8,11.42942857142857,35.5515479876161,3.4394281175536143,13.546375640826472,,23.828803710937496,39.339114844674974,35.89968672712136,25.7927392038485
