district_label,tier,year,subject,race,mean_ss,n_tested
Janesville,Tier 2,2013-14,Math,Hispanic,501.8051391862955,467.0
Janesville,Tier 2,2013-14,Math,White,516.9103243808859,2867.0
Janesville,Tier 2,2013-14,Reading,Black,473.70848708487085,271.0
Janesville,Tier 2,2013-14,Reading,Hispanic,487.0241970021413,467.0
Janesville,Tier 2,2013-14,Reading,White,503.16159748866403,2867.0
West Allis-W. Milw.,Tier 2,2008-09,Math,Black,475.55427135678394,199.0
West Allis-W. Milw.,Tier 2,2008-09,Math,Hispanic,488.17056074766356,428.0
West Allis-W. Milw.,Tier 2,2008-09,Math,White,506.81687087653154,2122.0
West Allis-W. Milw.,Tier 2,2008-09,Reading,Black,470.4125628140704,199.0
West Allis-W. Milw.,Tier 2,2008-09,Reading,Hispanic,473.7621495327103,428.0
West Allis-W. Milw.,Tier 2,2008-09,Reading,White,495.0159283694627,2122.0
West Allis-W. Milw.,Tier 2,2009-10,Math,Black,471.90708333333333,240.0
West Allis-W. Milw.,Tier 2,2009-10,Math,Hispanic,480.2775967413442,491.0
West Allis-W. Milw.,Tier 2,2009-10,Math,White,502.79348455598455,2072.0
West Allis-W. Milw.,Tier 2,2009-10,Reading,Black,464.59624999999994,240.0
West Allis-W. Milw.,Tier 2,2009-10,Reading,Hispanic,471.4053061224491,490.0
West Allis-W. Milw.,Tier 2,2009-10,Reading,White,492.0004826254826,2072.0
West Allis-W. Milw.,Tier 2,2010-11,Math,Black,481.28262548262546,259.0
West Allis-W. Milw.,Tier 2,2010-11,Math,Hispanic,489.19489194499016,509.0
West Allis-W. Milw.,Tier 2,2010-11,Math,White,509.7196811160937,2007.0
West Allis-W. Milw.,Tier 2,2010-11,Reading,Black,478.08532818532814,259.0
West Allis-W. Milw.,Tier 2,2010-11,Reading,Hispanic,482.9652259332024,509.0
West Allis-W. Milw.,Tier 2,2010-11,Reading,White,498.45216741405085,2007.0
West Allis-W. Milw.,Tier 2,2011-12,Math,Black,481.53964912280696,285.0
West Allis-W. Milw.,Tier 2,2011-12,Math,Hispanic,492.12454545454545,550.0
West Allis-W. Milw.,Tier 2,2011-12,Math,White,516.0864372469636,1976.0
West Allis-W. Milw.,Tier 2,2011-12,Reading,Black,473.46456140350875,285.0
West Allis-W. Milw.,Tier 2,2011-12,Reading,Hispanic,482.2798913043478,552.0
West Allis-W. Milw.,Tier 2,2011-12,Reading,White,500.22764883955597,1982.0
West Allis-W. Milw.,Tier 2,2012-13,Math,Black,479.5156462585034,294.0
West Allis-W. Milw.,Tier 2,2012-13,Math,Hispanic,499.01402027027024,592.0
West Allis-W. Milw.,Tier 2,2012-13,Math,White,514.2499501495514,2006.0
West Allis-W. Milw.,Tier 2,2012-13,Reading,Black,475.70068027210885,294.0
West Allis-W. Milw.,Tier 2,2012-13,Reading,Hispanic,489.85236486486485,592.0
West Allis-W. Milw.,Tier 2,2012-13,Reading,White,501.593423019432,2007.0
West Allis-W. Milw.,Tier 2,2013-14,Math,Black,476.9205797101449,345.0
West Allis-W. Milw.,Tier 2,2013-14,Math,Hispanic,496.25140740740744,675.0
West Allis-W. Milw.,Tier 2,2013-14,Math,White,511.3720290607162,1927.0
West Allis-W. Milw.,Tier 2,2013-14,Reading,Black,473.9162318840579,345.0
West Allis-W. Milw.,Tier 2,2013-14,Reading,Hispanic,485.14592592592595,675.0
West Allis-W. Milw.,Tier 2,2013-14,Reading,White,500.1400622729632,1927.0
Verona Area,Madison region,2008-09,Math,Black,466.10232558139535,129.0
Verona Area,Madison region,2008-09,Math,Hispanic,465.2545454545454,143.0
Verona Area,Madison region,2008-09,Math,White,521.944180874722,1349.0
Verona Area,Madison region,2008-09,Reading,Black,463.937984496124,129.0
Verona Area,Madison region,2008-09,Reading,Hispanic,449.81608391608387,143.0
Verona Area,Madison region,2008-09,Reading,White,516.8163083765752,1349.0
Verona Area,Madison region,2009-10,Math,Black,460.0506493506494,154.0
Verona Area,Madison region,2009-10,Math,Hispanic,472.13513513513516,185.0
Verona Area,Madison region,2009-10,Math,White,523.5107604017217,1394.0
Verona Area,Madison region,2009-10,Reading,Black,459.9662337662338,154.0
Verona Area,Madison region,2009-10,Reading,Hispanic,462.6005405405406,185.0
Verona Area,Madison region,2009-10,Reading,White,519.6289096126255,1394.0
Verona Area,Madison region,2010-11,Math,Black,472.60613496932507,163.0
Verona Area,Madison region,2010-11,Math,Hispanic,460.07363636363635,220.0
Verona Area,Madison region,2010-11,Math,White,522.4345767575323,1394.0
Verona Area,Madison region,2010-11,Reading,Black,470.608536585366,164.0
Verona Area,Madison region,2010-11,Reading,Hispanic,456.27409090909094,220.0
Verona Area,Madison region,2010-11,Reading,White,518.6308960573476,1395.0
Verona Area,Madison region,2011-12,Math,Black,491.4533707865169,178.0
Verona Area,Madison region,2011-12,Math,Hispanic,463.51674418604654,215.0
Verona Area,Madison region,2011-12,Math,White,523.0051546391752,1358.0
Verona Area,Madison region,2011-12,Reading,Black,479.5752808988764,178.0
Verona Area,Madison region,2011-12,Reading,Hispanic,453.2516279069767,215.0
Verona Area,Madison region,2011-12,Reading,White,517.4890279823269,1358.0
Verona Area,Madison region,2012-13,Math,Black,484.94764705882346,170.0
Verona Area,Madison region,2012-13,Math,Hispanic,469.11393728223,287.0
Verona Area,Madison region,2012-13,Math,White,524.5144832605531,1374.0
Verona Area,Madison region,2012-13,Reading,Black,479.6770588235294,170.0
Verona Area,Madison region,2012-13,Reading,Hispanic,463.83205574912887,287.0
Verona Area,Madison region,2012-13,Reading,White,517.9832605531295,1374.0
Verona Area,Madison region,2013-14,Math,Black,469.0763313609467,169.0
Verona Area,Madison region,2013-14,Math,Hispanic,472.9572649572649,351.0
Verona Area,Madison region,2013-14,Math,White,523.6810791871058,1427.0
Verona Area,Madison region,2013-14,Reading,Black,462.9520710059172,169.0
Verona Area,Madison region,2013-14,Reading,Hispanic,461.951282051282,351.0
Verona Area,Madison region,2013-14,Reading,White,515.665778401122,1426.0
Middleton-C.P. Area,Madison region,2008-09,Math,Black,480.41134020618557,97.0
Middleton-C.P. Area,Madison region,2008-09,Math,Hispanic,488.104255319149,47.0
Middleton-C.P. Area,Madison region,2008-09,Math,White,531.5325075834177,1978.0
Middleton-C.P. Area,Madison region,2008-09,Reading,Black,464.17422680412375,97.0
Middleton-C.P. Area,Madison region,2008-09,Reading,Hispanic,471.24042553191487,47.0
Middleton-C.P. Area,Madison region,2008-09,Reading,White,517.1611925214755,1979.0
Middleton-C.P. Area,Madison region,2009-10,Math,Black,476.9593406593407,91.0
Middleton-C.P. Area,Madison region,2009-10,Math,Hispanic,489.72685185185185,108.0
Middleton-C.P. Area,Madison region,2009-10,Math,White,532.5480059820538,2006.0
Middleton-C.P. Area,Madison region,2009-10,Reading,Black,462.4252747252748,91.0
Middleton-C.P. Area,Madison region,2009-10,Reading,Hispanic,473.8620370370371,108.0
Middleton-C.P. Area,Madison region,2009-10,Reading,White,515.0617647058823,2006.0
Middleton-C.P. Area,Madison region,2010-11,Math,Black,474.64044943820227,89.0
Middleton-C.P. Area,Madison region,2010-11,Math,Hispanic,493.80973451327435,113.0
Middleton-C.P. Area,Madison region,2010-11,Math,White,538.6780513357779,1909.0
Middleton-C.P. Area,Madison region,2010-11,Reading,Black,467.75842696629206,89.0
Middleton-C.P. Area,Madison region,2010-11,Reading,Hispanic,474.37256637168144,113.0
Middleton-C.P. Area,Madison region,2010-11,Reading,White,522.0754973821989,1910.0
Middleton-C.P. Area,Madison region,2011-12,Math,Black,486.2612903225807,93.0
Middleton-C.P. Area,Madison region,2011-12,Math,Hispanic,487.1598484848485,132.0
Middleton-C.P. Area,Madison region,2011-12,Math,White,541.2907958852194,1847.0
Middleton-C.P. Area,Madison region,2011-12,Reading,Black,466.6215053763441,93.0
Middleton-C.P. Area,Madison region,2011-12,Reading,Hispanic,464.9962121212122,132.0
Middleton-C.P. Area,Madison region,2011-12,Reading,White,519.5822318526543,1846.0
Middleton-C.P. Area,Madison region,2012-13,Math,Black,464.74,45.0
Middleton-C.P. Area,Madison region,2012-13,Math,Hispanic,492.27272727272725,176.0
Middleton-C.P. Area,Madison region,2012-13,Math,White,540.8324973876697,1914.0
Middleton-C.P. Area,Madison region,2012-13,Reading,Black,460.91136363636366,44.0
Middleton-C.P. Area,Madison region,2012-13,Reading,Hispanic,479.78465909090914,176.0
Middleton-C.P. Area,Madison region,2012-13,Reading,White,521.1621536853111,1913.0
Middleton-C.P. Area,Madison region,2013-14,Math,Black,517.9472222222222,36.0
Middleton-C.P. Area,Madison region,2013-14,Math,Hispanic,494.88216216216216,185.0
Middleton-C.P. Area,Madison region,2013-14,Math,White,539.4544450025113,1991.0
Middleton-C.P. Area,Madison region,2013-14,Reading,Black,483.1194444444444,36.0
Middleton-C.P. Area,Madison region,2013-14,Reading,Hispanic,480.97135135135136,185.0
Middleton-C.P. Area,Madison region,2013-14,Reading,White,519.8071751128952,1993.0
