birth_week,death_year,deaths_total,birth_year,group,cohort,study,age,rate,week_in_year
22-28 March 1968,2004,16,1968,3,0,BCS70,36,1.0434328942219901,4
29-4 March/April 1968,2004,13,1968,3,0,BCS70,36,0.8477892265553671,6
5-11 April 1968,2004,9,1968,3,0,BCS70,36,0.5869310029998697,8
12-18 April 1968,2004,14,1968,3,0,BCS70,36,0.9130037824442415,1
19-25 April 1968,2004,12,1968,3,0,BCS70,36,0.7825746706664928,3
26-2 April/May 1968,2004,12,1968,3,0,BCS70,36,0.7825746706664928,5
3-9 May 1968,2004,16,1968,3,0,BCS70,36,1.0434328942219901,7
8-14 March 1969,2004,15,1969,3,0,BCS70,35,0.978218338333116,9
15-21 March 1969,2004,17,1969,3,0,BCS70,35,1.1086474501108647,2
22-28 March 1969,2004,16,1969,3,0,BCS70,35,1.0434328942219901,4
29-4 March/April 1969,2004,11,1969,3,0,BCS70,35,0.7173601147776184,6
5-11 April 1969,2004,17,1969,3,0,BCS70,35,1.1086474501108647,8
12-18 April 1969,2004,13,1969,3,0,BCS70,35,0.8477892265553671,1
19-25 April 1969,2004,16,1969,3,0,BCS70,35,1.0434328942219901,3
26-2 April/May 1969,2004,12,1969,3,0,BCS70,35,0.7825746706664928,5
3-9 May 1969,2004,10,1969,3,0,BCS70,35,0.652145558888744,7
8-14 March 1970,2004,17,1970,3,0,BCS70,34,1.1086474501108647,9
15-21 March 1970,2004,15,1970,3,0,BCS70,34,0.978218338333116,2
22-28 March 1970,2004,15,1970,3,0,BCS70,34,0.978218338333116,4
29-4 March/April 1970,2004,15,1970,3,0,BCS70,34,0.978218338333116,6
5-11 April 1970,2004,13,1970,3,1,BCS70,34,0.8477892265553671,8
12-18 April 1970,2004,8,1970,3,0,BCS70,34,0.5217164471109951,1
19-25 April 1970,2004,12,1970,3,0,BCS70,34,0.7825746706664928,3
26-2 April/May 1970,2004,10,1970,3,0,BCS70,34,0.652145558888744,5
3-9 May 1970,2004,3,1970,3,0,BCS70,34,0.1956436676666232,7
8-14 March 1971,2004,10,1971,3,0,BCS70,33,0.652145558888744,9
15-21 March 1971,2004,14,1971,3,0,BCS70,33,0.9130037824442415,2
22-28 March 1971,2004,10,1971,3,0,BCS70,33,0.652145558888744,4
29-4 March/April 1971,2004,8,1971,3,0,BCS70,33,0.5217164471109951,6
5-11 April 1971,2004,14,1971,3,0,BCS70,33,0.9130037824442415,8
12-18 April 1971,2004,13,1971,3,0,BCS70,33,0.8477892265553671,1
19-25 April 1971,2004,18,1971,3,0,BCS70,33,1.1738620059997393,3
26-2 April/May 1971,2004,11,1971,3,0,BCS70,33,0.7173601147776184,5
3-9 May 1971,2004,8,1971,3,0,BCS70,33,0.5217164471109951,7
8-14 March 1972,2004,16,1972,3,0,BCS70,32,1.0434328942219901,9
15-21 March 1972,2004,12,1972,3,0,BCS70,32,0.7825746706664928,2
22-28 March 1972,2004,14,1972,3,0,BCS70,32,0.9130037824442415,4
29-4 March/April 1972,2004,10,1972,3,0,BCS70,32,0.652145558888744,6
5-11 April 1972,2004,8,1972,3,0,BCS70,32,0.5217164471109951,8
12-18 April 1972,2004,8,1972,3,0,BCS70,32,0.5217164471109951,1
19-25 April 1972,2004,2,1972,3,0,BCS70,32,0.13042911177774877,3
26-2 April/May 1972,2004,13,1972,3,0,BCS70,32,0.8477892265553671,5
3-9 May 1972,2004,14,1972,3,0,BCS70,32,0.9130037824442415,7
3-9 February 1944,2005,75,1944,1,0,NSHD,61,4.89109169166558,7
10-16 February 1944,2005,92,1944,1,0,NSHD,61,5.999739141776445,1
17-23 February 1944,2005,93,1944,1,0,NSHD,61,6.064953697665319,3
24-1 Feb/March 1944,2005,105,1944,1,0,NSHD,61,6.847528368331812,5
3-9 March 1944,2005,92,1944,1,0,NSHD,61,5.999739141776445,8
10-16 March 1944,2005,92,1944,1,0,NSHD,61,5.999739141776445,2
17-23 March 1944,2005,121,1944,1,0,NSHD,61,7.890961262553802,4
24-30 March 1944,2005,108,1944,1,0,NSHD,61,7.043172035998435,6
31-6 March/April 1944,2005,104,1944,1,0,NSHD,61,6.782313812442937,9
3-9 February 1945,2005,83,1945,1,0,NSHD,60,5.412808138776575,7
10-16 February 1945,2005,102,1945,1,0,NSHD,60,6.651884700665189,1
17-23 February 1945,2005,86,1945,1,0,NSHD,60,5.608451806443198,3
24-2 Feb/March 1945,2005,92,1945,1,0,NSHD,60,5.999739141776445,5
3-9 March 1945,2005,79,1945,1,0,NSHD,60,5.151949915221077,8
10-16 March 1945,2005,88,1945,1,0,NSHD,60,5.738880918220947,2
17-23 March 1945,2005,76,1945,1,0,NSHD,60,4.956306247554454,4
24-30 March 1945,2005,81,1945,1,0,NSHD,60,5.282379026998826,6
31-6 March/April 1945,2005,85,1945,1,0,NSHD,60,5.543237250554324,9
3-9 February 1946,2005,80,1946,1,0,NSHD,59,5.217164471109952,7
10-16 February 1946,2005,92,1946,1,0,NSHD,59,5.999739141776445,1
17-23 February 1946,2005,68,1946,1,0,NSHD,59,4.434589800443459,3
24-2 Feb/March 1946,2005,82,1946,1,0,NSHD,59,5.347593582887701,5
3-9 March 1946,2005,93,1946,1,1,NSHD,59,6.064953697665319,8
10-16 March 1946,2005,83,1946,1,0,NSHD,59,5.412808138776575,2
17-23 March 1946,2005,89,1946,1,0,NSHD,59,5.804095474109821,4
24-30 March 1946,2005,78,1946,1,0,NSHD,59,5.086735359332203,6
31-6 March/April 1946,2005,68,1946,1,0,NSHD,59,4.434589800443459,9
3-9 February 1947,2005,111,1947,1,0,NSHD,58,7.2388157036650576,7
10-16 February 1947,2005,94,1947,1,0,NSHD,58,6.130168253554193,1
17-23 February 1947,2005,85,1947,1,0,NSHD,58,5.543237250554324,3
24-2 Feb/March 1947,2005,98,1947,1,0,NSHD,58,6.3910264771096905,5
3-9 March 1947,2005,85,1947,1,0,NSHD,58,5.543237250554324,8
10-16 March 1947,2005,94,1947,1,0,NSHD,58,6.130168253554193,2
17-23 March 1947,2005,86,1947,1,0,NSHD,58,5.608451806443198,4
24-30 March 1947,2005,106,1947,1,0,NSHD,58,6.912742924220686,6
31-6 March/April 1947,2005,76,1947,1,0,NSHD,58,4.956306247554454,9
3-9 February 1948,2005,63,1948,1,0,NSHD,57,4.108517020999087,7
10-16 February 1948,2005,88,1948,1,0,NSHD,57,5.738880918220947,1
17-23 February 1948,2005,77,1948,1,0,NSHD,57,5.0215208034433285,3
24-1 Feb/March 1948,2005,81,1948,1,0,NSHD,57,5.282379026998826,5
3-9 March 1948,2005,81,1948,1,0,NSHD,57,5.282379026998826,8
10-16 March 1948,2005,88,1948,1,0,NSHD,57,5.738880918220947,2
17-23 March 1948,2005,77,1948,1,0,NSHD,57,5.0215208034433285,4
24-30 March 1948,2005,81,1948,1,0,NSHD,57,5.282379026998826,6
31-6 March/April 1948,2005,80,1948,1,0,NSHD,57,5.217164471109952,9
3-9 February 1956,2005,41,1956,2,0,NCDS,49,2.6737967914438503,7
10-16 February 1956,2005,40,1956,2,0,NCDS,49,2.608582235554976,1
17-23 February 1956,2005,35,1956,2,0,NCDS,49,2.282509456110604,3
24-1 Feb/March 1956,2005,41,1956,2,0,NCDS,49,2.6737967914438503,5
3-9 March 1956,2005,40,1956,2,0,NCDS,49,2.608582235554976,8
10-16 March 1956,2005,52,1956,2,0,NCDS,49,3.3911569062214686,2
17-23 March 1956,2005,27,1956,2,0,NCDS,49,1.7607930089996087,4
24-30 March 1956,2005,33,1956,2,0,NCDS,49,2.152080344332855,6
31-6 March/April 1956,2005,39,1956,2,0,NCDS,49,2.5433676796661016,9
3-9 February 1957,2005,48,1957,2,0,NCDS,48,3.130298682665971,7
10-16 February 1957,2005,35,1957,2,0,NCDS,48,2.282509456110604,1
17-23 February 1957,2005,36,1957,2,0,NCDS,48,2.3477240119994787,3
24-2 Feb/March 1957,2005,34,1957,2,0,NCDS,48,2.2172949002217295,5
3-9 March 1957,2005,32,1957,2,0,NCDS,48,2.0868657884439803,8
10-16 March 1957,2005,43,1957,2,0,NCDS,48,2.804225903221599,2
17-23 March 1957,2005,36,1957,2,0,NCDS,48,2.3477240119994787,4
24-30 March 1957,2005,38,1957,2,0,NCDS,48,2.478153123777227,6
31-6 March/April 1957,2005,37,1957,2,0,NCDS,48,2.4129385678883524,9
3-9 February 1958,2005,37,1958,2,0,NCDS,47,2.4129385678883524,7
10-16 February 1958,2005,34,1958,2,0,NCDS,47,2.2172949002217295,1
17-23 February 1958,2005,31,1958,2,0,NCDS,47,2.0216512325551066,3
24-2 Feb/March 1958,2005,32,1958,2,0,NCDS,47,2.0868657884439803,5
3-9 March 1958,2005,28,1958,2,1,NCDS,47,1.826007564888483,8
10-16 March 1958,2005,29,1958,2,0,NCDS,47,1.8912221207773574,2
17-23 March 1958,2005,22,1958,2,0,NCDS,47,1.4347202295552368,4
24-30 March 1958,2005,39,1958,2,0,NCDS,47,2.5433676796661016,6
31-6 March/April 1958,2005,29,1958,2,0,NCDS,47,1.8912221207773574,9
3-9 February 1959,2005,25,1959,2,0,NCDS,46,1.63036389722186,7
10-16 February 1959,2005,20,1959,2,0,NCDS,46,1.304291117777488,1
17-23 February 1959,2005,31,1959,2,0,NCDS,46,2.0216512325551066,3
24-2 Feb/March 1959,2005,28,1959,2,0,NCDS,46,1.826007564888483,5
3-9 March 1959,2005,33,1959,2,0,NCDS,46,2.152080344332855,8
10-16 March 1959,2005,36,1959,2,0,NCDS,46,2.3477240119994787,2
17-23 March 1959,2005,25,1959,2,0,NCDS,46,1.63036389722186,4
24-30 March 1959,2005,35,1959,2,0,NCDS,46,2.282509456110604,6
31-6 March/April 1959,2005,29,1959,2,0,NCDS,46,1.8912221207773574,9
3-9 February 1960,2005,33,1960,2,0,NCDS,45,2.152080344332855,7
10-16 February 1960,2005,24,1960,2,0,NCDS,45,1.5651493413329856,1
17-23 February 1960,2005,25,1960,2,0,NCDS,45,1.63036389722186,3
24-1 Feb/March 1960,2005,17,1960,2,0,NCDS,45,1.1086474501108647,5
3-9 March 1960,2005,33,1960,2,0,NCDS,45,2.152080344332855,8
10-16 March 1960,2005,40,1960,2,0,NCDS,45,2.608582235554976,2
17-23 March 1960,2005,30,1960,2,0,NCDS,45,1.956436676666232,4
24-30 March 1960,2005,20,1960,2,0,NCDS,45,1.304291117777488,6
31-6 March/April 1960,2005,36,1960,2,0,NCDS,45,2.3477240119994787,9
8-14 March 1968,2005,22,1968,3,0,BCS70,37,1.4347202295552368,9
15-21 March 1968,2005,16,1968,3,0,BCS70,37,1.0434328942219901,2
22-28 March 1968,2005,13,1968,3,0,BCS70,37,0.8477892265553671,4
29-4 March/April 1968,2005,16,1968,3,0,BCS70,37,1.0434328942219901,6
5-11 April 1968,2005,13,1968,3,0,BCS70,37,0.8477892265553671,8
12-18 April 1968,2005,15,1968,3,0,BCS70,37,0.978218338333116,1
19-25 April 1968,2005,13,1968,3,0,BCS70,37,0.8477892265553671,3
26-2 April/May 1968,2005,8,1968,3,0,BCS70,37,0.5217164471109951,5
3-9 May 1968,2005,27,1968,3,0,BCS70,37,1.7607930089996087,7
8-14 March 1969,2005,8,1969,3,0,BCS70,36,0.5217164471109951,9
15-21 March 1969,2005,14,1969,3,0,BCS70,36,0.9130037824442415,2
22-28 March 1969,2005,20,1969,3,0,BCS70,36,1.304291117777488,4
29-4 March/April 1969,2005,16,1969,3,0,BCS70,36,1.0434328942219901,6
5-11 April 1969,2005,14,1969,3,0,BCS70,36,0.9130037824442415,8
12-18 April 1969,2005,13,1969,3,0,BCS70,36,0.8477892265553671,1
19-25 April 1969,2005,14,1969,3,0,BCS70,36,0.9130037824442415,3
26-2 April/May 1969,2005,9,1969,3,0,BCS70,36,0.5869310029998697,5
3-9 May 1969,2005,21,1969,3,0,BCS70,36,1.3695056736663622,7
8-14 March 1970,2005,14,1970,3,0,BCS70,35,0.9130037824442415,9
15-21 March 1970,2005,17,1970,3,0,BCS70,35,1.1086474501108647,2
22-28 March 1970,2005,6,1970,3,0,BCS70,35,0.3912873353332464,4
29-4 March/April 1970,2005,20,1970,3,0,BCS70,35,1.304291117777488,6
5-11 April 1970,2005,6,1970,3,1,BCS70,35,0.3912873353332464,8
12-18 April 1970,2005,14,1970,3,0,BCS70,35,0.9130037824442415,1
19-25 April 1970,2005,13,1970,3,0,BCS70,35,0.8477892265553671,3
26-2 April/May 1970,2005,21,1970,3,0,BCS70,35,1.3695056736663622,5
3-9 May 1970,2005,19,1970,3,0,BCS70,35,1.2390765618886135,7
8-14 March 1971,2005,14,1971,3,0,BCS70,34,0.9130037824442415,9
15-21 March 1971,2005,13,1971,3,0,BCS70,34,0.8477892265553671,2
22-28 March 1971,2005,11,1971,3,0,BCS70,34,0.7173601147776184,4
29-4 March/April 1971,2005,11,1971,3,0,BCS70,34,0.7173601147776184,6
5-11 April 1971,2005,15,1971,3,0,BCS70,34,0.978218338333116,8
12-18 April 1971,2005,19,1971,3,0,BCS70,34,1.2390765618886135,1
19-25 April 1971,2005,19,1971,3,0,BCS70,34,1.2390765618886135,3
26-2 April/May 1971,2005,14,1971,3,0,BCS70,34,0.9130037824442415,5
3-9 May 1971,2005,12,1971,3,0,BCS70,34,0.7825746706664928,7
8-14 March 1972,2005,15,1972,3,0,BCS70,33,0.978218338333116,9
15-21 March 1972,2005,19,1972,3,0,BCS70,33,1.2390765618886135,2
22-28 March 1972,2005,12,1972,3,0,BCS70,33,0.7825746706664928,4
29-4 March/April 1972,2005,18,1972,3,0,BCS70,33,1.1738620059997393,6
5-11 April 1972,2005,18,1972,3,0,BCS70,33,1.1738620059997393,8
12-18 April 1972,2005,10,1972,3,0,BCS70,33,0.652145558888744,1
19-25 April 1972,2005,9,1972,3,0,BCS70,33,0.5869310029998697,3
26-2 April/May 1972,2005,10,1972,3,0,BCS70,33,0.652145558888744,5
3-9 May 1972,2005,18,1972,3,0,BCS70,33,1.1738620059997393,7
3-9 February 1944,2006,88,1944,1,0,NSHD,62,5.738880918220947,7
10-16 February 1944,2006,111,1944,1,0,NSHD,62,7.2388157036650576,1
17-23 February 1944,2006,109,1944,1,0,NSHD,62,7.108386591887309,3
24-1 Feb/March 1944,2006,105,1944,1,0,NSHD,62,6.847528368331812,5
3-9 March 1944,2006,110,1944,1,0,NSHD,62,7.173601147776184,8
10-16 March 1944,2006,122,1944,1,0,NSHD,62,7.956175818442675,2
17-23 March 1944,2006,105,1944,1,0,NSHD,62,6.847528368331812,4
24-30 March 1944,2006,108,1944,1,0,NSHD,62,7.043172035998435,6
31-6 March/April 1944,2006,127,1944,1,0,NSHD,62,8.282248597887047,9
3-9 February 1945,2006,77,1945,1,0,NSHD,61,5.0215208034433285,7
10-16 February 1945,2006,72,1945,1,0,NSHD,61,4.695448023998957,1
17-23 February 1945,2006,95,1945,1,0,NSHD,61,6.195382809443068,3
24-2 Feb/March 1945,2006,87,1945,1,0,NSHD,61,5.673666362332073,5
3-9 March 1945,2006,101,1945,1,0,NSHD,61,6.586670144776314,8
10-16 March 1945,2006,84,1945,1,0,NSHD,61,5.478022694665449,2
17-23 March 1945,2006,92,1945,1,0,NSHD,61,5.999739141776445,4
24-30 March 1945,2006,98,1945,1,0,NSHD,61,6.3910264771096905,6
31-6 March/April 1945,2006,98,1945,1,0,NSHD,61,6.3910264771096905,9
3-9 February 1946,2006,77,1946,1,0,NSHD,60,5.0215208034433285,7
10-16 February 1946,2006,80,1946,1,0,NSHD,60,5.217164471109952,1
17-23 February 1946,2006,67,1946,1,0,NSHD,60,4.369375244554585,3
24-2 Feb/March 1946,2006,98,1946,1,0,NSHD,60,6.3910264771096905,5
3-9 March 1946,2006,91,1946,1,1,NSHD,60,5.93452458588757,8
10-16 March 1946,2006,99,1946,1,0,NSHD,60,6.456241032998565,2
17-23 March 1946,2006,101,1946,1,0,NSHD,60,6.586670144776314,4
24-30 March 1946,2006,97,1946,1,0,NSHD,60,6.325811921220817,6
31-6 March/April 1946,2006,79,1946,1,0,NSHD,60,5.151949915221077,9
3-9 February 1947,2006,87,1947,1,0,NSHD,59,5.673666362332073,7
10-16 February 1947,2006,103,1947,1,0,NSHD,59,6.717099256554063,1
17-23 February 1947,2006,109,1947,1,0,NSHD,59,7.108386591887309,3
24-2 Feb/March 1947,2006,106,1947,1,0,NSHD,59,6.912742924220686,5
3-9 March 1947,2006,81,1947,1,0,NSHD,59,5.282379026998826,8
10-16 March 1947,2006,118,1947,1,0,NSHD,59,7.695317594887179,2
17-23 March 1947,2006,97,1947,1,0,NSHD,59,6.325811921220817,4
24-30 March 1947,2006,110,1947,1,0,NSHD,59,7.173601147776184,6
31-6 March/April 1947,2006,92,1947,1,0,NSHD,59,5.999739141776445,9
3-9 February 1948,2006,84,1948,1,0,NSHD,58,5.478022694665449,7
10-16 February 1948,2006,82,1948,1,0,NSHD,58,5.347593582887701,1
17-23 February 1948,2006,73,1948,1,0,NSHD,58,4.760662579887831,3
24-1 Feb/March 1948,2006,101,1948,1,0,NSHD,58,6.586670144776314,5
3-9 March 1948,2006,83,1948,1,0,NSHD,58,5.412808138776575,8
10-16 March 1948,2006,86,1948,1,0,NSHD,58,5.608451806443198,2
17-23 March 1948,2006,78,1948,1,0,NSHD,58,5.086735359332203,4
24-30 March 1948,2006,83,1948,1,0,NSHD,58,5.412808138776575,6
31-6 March/April 1948,2006,91,1948,1,0,NSHD,58,5.93452458588757,9
3-9 February 1956,2006,35,1956,2,0,NCDS,50,2.282509456110604,7
10-16 February 1956,2006,41,1956,2,0,NCDS,50,2.6737967914438503,1
17-23 February 1956,2006,42,1956,2,0,NCDS,50,2.7390113473327244,3
24-1 Feb/March 1956,2006,35,1956,2,0,NCDS,50,2.282509456110604,5
3-9 March 1956,2006,44,1956,2,0,NCDS,50,2.8694404591104736,8
10-16 March 1956,2006,42,1956,2,0,NCDS,50,2.7390113473327244,2
17-23 March 1956,2006,38,1956,2,0,NCDS,50,2.478153123777227,4
24-30 March 1956,2006,51,1956,2,0,NCDS,50,3.3259423503325944,6
31-6 March/April 1956,2006,40,1956,2,0,NCDS,50,2.608582235554976,9
3-9 February 1957,2006,34,1957,2,0,NCDS,49,2.2172949002217295,7
10-16 February 1957,2006,46,1957,2,0,NCDS,49,2.9998695708882224,1
17-23 February 1957,2006,33,1957,2,0,NCDS,49,2.152080344332855,3
24-2 Feb/March 1957,2006,41,1957,2,0,NCDS,49,2.6737967914438503,5
3-9 March 1957,2006,40,1957,2,0,NCDS,49,2.608582235554976,8
10-16 March 1957,2006,40,1957,2,0,NCDS,49,2.608582235554976,2
17-23 March 1957,2006,31,1957,2,0,NCDS,49,2.0216512325551066,4
24-30 March 1957,2006,31,1957,2,0,NCDS,49,2.0216512325551066,6
31-6 March/April 1957,2006,39,1957,2,0,NCDS,49,2.5433676796661016,9
3-9 February 1958,2006,45,1958,2,0,NCDS,48,2.9346550149993478,7
10-16 February 1958,2006,34,1958,2,0,NCDS,48,2.2172949002217295,1
17-23 February 1958,2006,34,1958,2,0,NCDS,48,2.2172949002217295,3
24-2 Feb/March 1958,2006,34,1958,2,0,NCDS,48,2.2172949002217295,5
3-9 March 1958,2006,29,1958,2,1,NCDS,48,1.8912221207773574,8
10-16 March 1958,2006,41,1958,2,0,NCDS,48,2.6737967914438503,2
17-23 March 1958,2006,33,1958,2,0,NCDS,48,2.152080344332855,4
24-30 March 1958,2006,24,1958,2,0,NCDS,48,1.5651493413329856,6
31-6 March/April 1958,2006,30,1958,2,0,NCDS,48,1.956436676666232,9
3-9 February 1959,2006,31,1959,2,0,NCDS,47,2.0216512325551066,7
