group,study,birth_week,birth_year,death_year,cohort,week_in_year,deaths_total,age,rate
1,NSHD,24-30 March 1946,1946,1988,0,6,31,42,2.0314547837483614
1,NSHD,24-30 March 1946,1946,1989,0,6,22,43,1.4416775884665791
1,NSHD,24-30 March 1946,1946,1990,0,6,31,44,2.0314547837483614
1,NSHD,24-30 March 1946,1946,1991,0,6,39,45,2.5557011795543905
1,NSHD,24-30 March 1946,1946,1992,0,6,38,46,2.490170380078637
1,NSHD,24-30 March 1946,1946,1993,0,6,32,47,2.0969855832241153
1,NSHD,24-30 March 1946,1946,1994,0,6,31,48,2.0314547837483614
1,NSHD,24-30 March 1946,1946,1995,0,6,48,49,3.145478374836173
1,NSHD,24-30 March 1946,1946,1996,0,6,53,50,3.473132372214941
1,NSHD,24-30 March 1946,1946,1997,0,6,49,51,3.211009174311927
1,NSHD,24-30 March 1946,1946,1998,0,6,49,52,3.211009174311927
1,NSHD,24-30 March 1946,1946,1999,0,6,55,53,3.6041939711664486
1,NSHD,24-30 March 1946,1946,2000,0,6,52,54,3.4076015727391873
1,NSHD,24-30 March 1946,1946,2001,0,6,68,55,4.456094364351245
1,NSHD,24-30 March 1946,1946,2002,0,6,79,56,5.176933158584535
1,NSHD,24-30 March 1946,1946,2003,0,6,73,57,4.783748361730013
1,NSHD,24-30 March 1946,1946,2004,0,6,76,58,4.980340760157274
1,NSHD,24-30 March 1946,1946,2005,0,6,78,59,5.111402359108781
1,NSHD,24-30 March 1946,1946,2006,0,6,97,60,6.3564875491481
1,NSHD,24-30 March 1946,1946,2007,0,6,93,61,6.094364351245085
1,NSHD,24-30 March 1946,1946,2008,0,6,98,62,6.422018348623854
1,NSHD,24-30 March 1946,1946,2009,0,6,114,63,7.47051114023591
1,NSHD,24-30 March 1946,1946,2010,0,6,117,64,7.667103538663172
1,NSHD,24-30 March 1946,1946,2011,0,6,128,65,8.387942332896461
1,NSHD,24-30 March 1946,1946,2012,0,6,130,66,8.51900393184797
1,NSHD,24-30 March 1946,1946,2013,0,6,140,67,9.174311926605505
1,NSHD,24-30 March 1947,1947,1970,0,6,12,23,0.7863695937090432
1,NSHD,24-30 March 1947,1947,1971,0,6,10,24,0.6553079947575361
1,NSHD,24-30 March 1947,1947,1972,0,6,11,25,0.7208387942332896
1,NSHD,24-30 March 1947,1947,1973,0,6,9,26,0.5897771952817825
1,NSHD,24-30 March 1947,1947,1974,0,6,12,27,0.7863695937090432
1,NSHD,24-30 March 1947,1947,1975,0,6,18,28,1.179554390563565
1,NSHD,24-30 March 1947,1947,1976,0,6,15,29,0.982961992136304
1,NSHD,24-30 March 1947,1947,1977,0,6,13,30,0.8519003931847968
1,NSHD,24-30 March 1947,1947,1978,0,6,10,31,0.6553079947575361
1,NSHD,24-30 March 1947,1947,1979,0,6,12,32,0.7863695937090432
1,NSHD,24-30 March 1947,1947,1980,0,6,14,33,0.9174311926605505
1,NSHD,24-30 March 1947,1947,1981,0,6,14,34,0.9174311926605505
1,NSHD,24-30 March 1947,1947,1982,0,6,10,35,0.6553079947575361
1,NSHD,24-30 March 1947,1947,1983,0,6,14,36,0.9174311926605505
1,NSHD,24-30 March 1947,1947,1984,0,6,11,37,0.7208387942332896
1,NSHD,24-30 March 1947,1947,1985,0,6,20,38,1.3106159895150722
1,NSHD,24-30 March 1947,1947,1986,0,6,14,39,0.9174311926605505
1,NSHD,24-30 March 1947,1947,1987,0,6,27,40,1.7693315858453473
1,NSHD,24-30 March 1947,1947,1988,0,6,25,41,1.63826998689384
1,NSHD,24-30 March 1947,1947,1989,0,6,21,42,1.3761467889908259
1,NSHD,24-30 March 1947,1947,1990,0,6,35,43,2.293577981651376
1,NSHD,24-30 March 1947,1947,1991,0,6,31,44,2.0314547837483614
1,NSHD,24-30 March 1947,1947,1992,0,6,27,45,1.7693315858453473
1,NSHD,24-30 March 1947,1947,1993,0,6,32,46,2.0969855832241153
1,NSHD,24-30 March 1947,1947,1994,0,6,40,47,2.6212319790301444
1,NSHD,24-30 March 1947,1947,1995,0,6,52,48,3.4076015727391873
1,NSHD,24-30 March 1947,1947,1996,0,6,63,49,4.128440366972478
1,NSHD,24-30 March 1947,1947,1997,0,6,49,50,3.211009174311927
1,NSHD,24-30 March 1947,1947,1998,0,6,52,51,3.4076015727391873
1,NSHD,24-30 March 1947,1947,1999,0,6,51,52,3.342070773263434
1,NSHD,24-30 March 1947,1947,2000,0,6,76,53,4.980340760157274
1,NSHD,24-30 March 1947,1947,2001,0,6,68,54,4.456094364351245
1,NSHD,24-30 March 1947,1947,2002,0,6,71,55,4.652686762778505
1,NSHD,24-30 March 1947,1947,2003,0,6,81,56,5.307994757536042
1,NSHD,24-30 March 1947,1947,2004,0,6,82,57,5.373525557011796
1,NSHD,24-30 March 1947,1947,2005,0,6,106,58,6.946264744429882
1,NSHD,24-30 March 1947,1947,2006,0,6,110,59,7.208387942332897
1,NSHD,24-30 March 1947,1947,2007,0,6,95,60,6.225425950196592
1,NSHD,24-30 March 1947,1947,2008,0,6,111,61,7.27391874180865
1,NSHD,24-30 March 1947,1947,2009,0,6,121,62,7.929226736566186
1,NSHD,24-30 March 1947,1947,2010,0,6,136,63,8.91218872870249
1,NSHD,24-30 March 1947,1947,2011,0,6,118,64,7.732634338138925
1,NSHD,24-30 March 1947,1947,2012,0,6,134,65,8.781127129750983
1,NSHD,24-30 March 1947,1947,2013,0,6,160,66,10.484927916120578
1,NSHD,24-30 March 1948,1948,1970,0,6,12,22,0.7863695937090432
1,NSHD,24-30 March 1948,1948,1971,0,6,12,23,0.7863695937090432
1,NSHD,24-30 March 1948,1948,1972,0,6,10,24,0.6553079947575361
1,NSHD,24-30 March 1948,1948,1973,0,6,7,25,0.45871559633027525
1,NSHD,24-30 March 1948,1948,1974,0,6,13,26,0.8519003931847968
1,NSHD,24-30 March 1948,1948,1975,0,6,8,27,0.5242463958060288
1,NSHD,24-30 March 1948,1948,1976,0,6,10,28,0.6553079947575361
1,NSHD,24-30 March 1948,1948,1977,0,6,15,29,0.982961992136304
1,NSHD,24-30 March 1948,1948,1978,0,6,7,30,0.45871559633027525
1,NSHD,24-30 March 1948,1948,1979,0,6,10,31,0.6553079947575361
1,NSHD,24-30 March 1948,1948,1980,0,6,8,32,0.5242463958060288
1,NSHD,24-30 March 1948,1948,1981,0,6,10,33,0.6553079947575361
1,NSHD,24-30 March 1948,1948,1982,0,6,10,34,0.6553079947575361
1,NSHD,24-30 March 1948,1948,1983,0,6,14,35,0.9174311926605505
1,NSHD,24-30 March 1948,1948,1984,0,6,12,36,0.7863695937090432
1,NSHD,24-30 March 1948,1948,1985,0,6,18,37,1.179554390563565
1,NSHD,24-30 March 1948,1948,1986,0,6,15,38,0.982961992136304
1,NSHD,24-30 March 1948,1948,1987,0,6,21,39,1.3761467889908259
1,NSHD,24-30 March 1948,1948,1988,0,6,17,40,1.1140235910878113
1,NSHD,24-30 March 1948,1948,1989,0,6,21,41,1.3761467889908259
1,NSHD,24-30 March 1948,1948,1990,0,6,24,42,1.5727391874180865
1,NSHD,24-30 March 1948,1948,1991,0,6,20,43,1.3106159895150722
1,NSHD,24-30 March 1948,1948,1992,0,6,33,44,2.162516382699869
1,NSHD,24-30 March 1948,1948,1993,0,6,42,45,2.7522935779816518
1,NSHD,24-30 March 1948,1948,1994,0,6,25,46,1.63826998689384
1,NSHD,24-30 March 1948,1948,1995,0,6,35,47,2.293577981651376
1,NSHD,24-30 March 1948,1948,1996,0,6,40,48,2.6212319790301444
1,NSHD,24-30 March 1948,1948,1997,0,6,51,49,3.342070773263434
1,NSHD,24-30 March 1948,1948,1998,0,6,50,50,3.27653997378768
1,NSHD,24-30 March 1948,1948,1999,0,6,66,51,4.325032765399738
1,NSHD,24-30 March 1948,1948,2000,0,6,47,52,3.0799475753604195
1,NSHD,24-30 March 1948,1948,2001,0,6,57,53,3.735255570117955
1,NSHD,24-30 March 1948,1948,2002,0,6,67,54,4.3905635648754915
1,NSHD,24-30 March 1948,1948,2003,0,6,64,55,4.193971166448231
1,NSHD,24-30 March 1948,1948,2004,0,6,80,56,5.242463958060289
1,NSHD,24-30 March 1948,1948,2005,0,6,81,57,5.307994757536042
1,NSHD,24-30 March 1948,1948,2006,0,6,83,58,5.439056356487549
1,NSHD,24-30 March 1948,1948,2007,0,6,84,59,5.5045871559633035
1,NSHD,24-30 March 1948,1948,2008,0,6,104,60,6.815203145478375
1,NSHD,24-30 March 1948,1948,2009,0,6,95,61,6.225425950196592
1,NSHD,24-30 March 1948,1948,2010,0,6,99,62,6.487549148099607
1,NSHD,24-30 March 1948,1948,2011,0,6,115,63,7.536041939711665
1,NSHD,24-30 March 1948,1948,2012,0,6,117,64,7.667103538663172
1,NSHD,24-30 March 1948,1948,2013,0,6,141,65,9.239842726081257
1,NSHD,3-9 February 1944,1944,1970,0,7,11,26,0.7208387942332896
1,NSHD,3-9 February 1944,1944,1971,0,7,11,27,0.7208387942332896
1,NSHD,3-9 February 1944,1944,1972,0,7,10,28,0.6553079947575361
1,NSHD,3-9 February 1944,1944,1973,0,7,14,29,0.9174311926605505
1,NSHD,3-9 February 1944,1944,1974,0,7,7,30,0.45871559633027525
1,NSHD,3-9 February 1944,1944,1975,0,7,13,31,0.8519003931847968
1,NSHD,3-9 February 1944,1944,1976,0,7,14,32,0.9174311926605505
1,NSHD,3-9 February 1944,1944,1977,0,7,11,33,0.7208387942332896
1,NSHD,3-9 February 1944,1944,1978,0,7,4,34,0.2621231979030144
1,NSHD,3-9 February 1944,1944,1979,0,7,19,35,1.2450851900393185
1,NSHD,3-9 February 1944,1944,1980,0,7,9,36,0.5897771952817825
1,NSHD,3-9 February 1944,1944,1981,0,7,14,37,0.9174311926605505
1,NSHD,3-9 February 1944,1944,1982,0,7,11,38,0.7208387942332896
1,NSHD,3-9 February 1944,1944,1983,0,7,16,39,1.0484927916120577
1,NSHD,3-9 February 1944,1944,1984,0,7,22,40,1.4416775884665791
1,NSHD,3-9 February 1944,1944,1985,0,7,21,41,1.3761467889908259
1,NSHD,3-9 February 1944,1944,1986,0,7,26,42,1.7038007863695936
1,NSHD,3-9 February 1944,1944,1987,0,7,28,43,1.834862385321101
1,NSHD,3-9 February 1944,1944,1988,0,7,24,44,1.5727391874180865
1,NSHD,3-9 February 1944,1944,1989,0,7,20,45,1.3106159895150722
1,NSHD,3-9 February 1944,1944,1990,0,7,38,46,2.490170380078637
1,NSHD,3-9 February 1944,1944,1991,0,7,22,47,1.4416775884665791
1,NSHD,3-9 February 1944,1944,1992,0,7,30,48,1.965923984272608
1,NSHD,3-9 February 1944,1944,1993,0,7,32,49,2.0969855832241153
1,NSHD,3-9 February 1944,1944,1994,0,7,34,50,2.2280471821756227
1,NSHD,3-9 February 1944,1944,1995,0,7,56,51,3.669724770642202
1,NSHD,3-9 February 1944,1944,1996,0,7,44,52,2.8833551769331582
1,NSHD,3-9 February 1944,1944,1997,0,7,56,53,3.669724770642202
1,NSHD,3-9 February 1944,1944,1998,0,7,64,54,4.193971166448231
1,NSHD,3-9 February 1944,1944,1999,0,7,77,55,5.045871559633028
1,NSHD,3-9 February 1944,1944,2000,0,7,62,56,4.062909567496723
1,NSHD,3-9 February 1944,1944,2001,0,7,84,57,5.5045871559633035
1,NSHD,3-9 February 1944,1944,2002,0,7,74,58,4.849279161205766
1,NSHD,3-9 February 1944,1944,2003,0,7,83,59,5.439056356487549
1,NSHD,3-9 February 1944,1944,2004,0,7,91,60,5.963302752293578
1,NSHD,3-9 February 1944,1944,2005,0,7,75,61,4.91480996068152
1,NSHD,3-9 February 1944,1944,2006,0,7,88,62,5.7667103538663165
1,NSHD,3-9 February 1944,1944,2007,0,7,103,63,6.749672346002622
1,NSHD,3-9 February 1944,1944,2008,0,7,116,64,7.601572739187418
1,NSHD,3-9 February 1944,1944,2009,0,7,100,65,6.55307994757536
1,NSHD,3-9 February 1944,1944,2010,0,7,115,66,7.536041939711665
1,NSHD,3-9 February 1944,1944,2011,0,7,134,67,8.781127129750983
1,NSHD,3-9 February 1944,1944,2012,0,7,137,68,8.977719528178245
1,NSHD,3-9 February 1944,1944,2013,0,7,141,69,9.239842726081257
1,NSHD,3-9 February 1945,1945,1970,0,7,6,25,0.3931847968545216
1,NSHD,3-9 February 1945,1945,1971,0,7,8,26,0.5242463958060288
1,NSHD,3-9 February 1945,1945,1972,0,7,11,27,0.7208387942332896
1,NSHD,3-9 February 1945,1945,1973,0,7,8,28,0.5242463958060288
1,NSHD,3-9 February 1945,1945,1974,0,7,13,29,0.8519003931847968
1,NSHD,3-9 February 1945,1945,1975,0,7,7,30,0.45871559633027525
1,NSHD,3-9 February 1945,1945,1976,0,7,15,31,0.982961992136304
1,NSHD,3-9 February 1945,1945,1977,0,7,7,32,0.45871559633027525
1,NSHD,3-9 February 1945,1945,1978,0,7,14,33,0.9174311926605505
1,NSHD,3-9 February 1945,1945,1979,0,7,15,34,0.982961992136304
1,NSHD,3-9 February 1945,1945,1980,0,7,6,35,0.3931847968545216
1,NSHD,3-9 February 1945,1945,1981,0,7,22,36,1.4416775884665791
1,NSHD,3-9 February 1945,1945,1982,0,7,13,37,0.8519003931847968
1,NSHD,3-9 February 1945,1945,1983,0,7,9,38,0.5897771952817825
1,NSHD,3-9 February 1945,1945,1984,0,7,21,39,1.3761467889908259
1,NSHD,3-9 February 1945,1945,1985,0,7,28,40,1.834862385321101
1,NSHD,3-9 February 1945,1945,1986,0,7,20,41,1.3106159895150722
1,NSHD,3-9 February 1945,1945,1987,0,7,18,42,1.179554390563565
1,NSHD,3-9 February 1945,1945,1988,0,7,31,43,2.0314547837483614
1,NSHD,3-9 February 1945,1945,1989,0,7,30,44,1.965923984272608
1,NSHD,3-9 February 1945,1945,1990,0,7,21,45,1.3761467889908259
1,NSHD,3-9 February 1945,1945,1991,0,7,30,46,1.965923984272608
1,NSHD,3-9 February 1945,1945,1992,0,7,29,47,1.9003931847968545
1,NSHD,3-9 February 1945,1945,1993,0,7,34,48,2.2280471821756227
1,NSHD,3-9 February 1945,1945,1994,0,7,46,49,3.0144167758846656
1,NSHD,3-9 February 1945,1945,1995,0,7,41,50,2.686762778505898
1,NSHD,3-9 February 1945,1945,1996,0,7,38,51,2.490170380078637
1,NSHD,3-9 February 1945,1945,1997,0,7,44,52,2.8833551769331582
1,NSHD,3-9 February 1945,1945,1998,0,7,41,53,2.686762778505898
1,NSHD,3-9 February 1945,1945,1999,0,7,75,54,4.91480996068152
1,NSHD,3-9 February 1945,1945,2000,0,7,57,55,3.735255570117955
1,NSHD,3-9 February 1945,1945,2001,0,7,57,56,3.735255570117955
1,NSHD,3-9 February 1945,1945,2002,0,7,71,57,4.652686762778505
1,NSHD,3-9 February 1945,1945,2003,0,7,75,58,4.91480996068152
1,NSHD,3-9 February 1945,1945,2004,0,7,71,59,4.652686762778505
1,NSHD,3-9 February 1945,1945,2005,0,7,83,60,5.439056356487549
1,NSHD,3-9 February 1945,1945,2006,0,7,77,61,5.045871559633028
1,NSHD,3-9 February 1945,1945,2007,0,7,84,62,5.5045871559633035
1,NSHD,3-9 February 1945,1945,2008,0,7,110,63,7.208387942332897
1,NSHD,3-9 February 1945,1945,2009,0,7,113,64,7.404980340760157
1,NSHD,3-9 February 1945,1945,2010,0,7,98,65,6.422018348623854
1,NSHD,3-9 February 1945,1945,2011,0,7,118,66,7.732634338138925
1,NSHD,3-9 February 1945,1945,2012,0,7,143,67,9.370904325032766
1,NSHD,3-9 February 1945,1945,2013,0,7,120,68,7.863695937090432
1,NSHD,3-9 February 1946,1946,1970,0,7,11,24,0.7208387942332896
1,NSHD,3-9 February 1946,1946,1971,0,7,7,25,0.45871559633027525
1,NSHD,3-9 February 1946,1946,1972,0,7,5,26,0.32765399737876805
1,NSHD,3-9 February 1946,1946,1973,0,7,9,27,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1974,0,7,10,28,0.6553079947575361
1,NSHD,3-9 February 1946,1946,1975,0,7,9,29,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1976,0,7,17,30,1.1140235910878113
1,NSHD,3-9 February 1946,1946,1977,0,7,9,31,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1978,0,7,10,32,0.6553079947575361
1,NSHD,3-9 February 1946,1946,1979,0,7,13,33,0.8519003931847968
1,NSHD,3-9 February 1946,1946,1980,0,7,14,34,0.9174311926605505
1,NSHD,3-9 February 1946,1946,1981,0,7,9,35,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1982,0,7,9,36,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1983,0,7,10,37,0.6553079947575361
1,NSHD,3-9 February 1946,1946,1984,0,7,15,38,0.982961992136304
1,NSHD,3-9 February 1946,1946,1985,0,7,9,39,0.5897771952817825
1,NSHD,3-9 February 1946,1946,1986,0,7,17,40,1.1140235910878113
1,NSHD,3-9 February 1946,1946,1987,0,7,13,41,0.8519003931847968
1,NSHD,3-9 February 1946,1946,1988,0,7,18,42,1.179554390563565
1,NSHD,3-9 February 1946,1946,1989,0,7,18,43,1.179554390563565
1,NSHD,3-9 February 1946,1946,1990,0,7,24,44,1.5727391874180865
1,NSHD,3-9 February 1946,1946,1991,0,7,34,45,2.2280471821756227
1,NSHD,3-9 February 1946,1946,1992,0,7,30,46,1.965923984272608
1,NSHD,3-9 February 1946,1946,1993,0,7,32,47,2.0969855832241153
1,NSHD,3-9 February 1946,1946,1994,0,7,34,48,2.2280471821756227
1,NSHD,3-9 February 1946,1946,1995,0,7,48,49,3.145478374836173
1,NSHD,3-9 February 1946,1946,1996,0,7,48,50,3.145478374836173
1,NSHD,3-9 February 1946,1946,1997,0,7,36,51,2.35910878112713
1,NSHD,3-9 February 1946,1946,1998,0,7,46,52,3.0144167758846656
1,NSHD,3-9 February 1946,1946,1999,0,7,59,53,3.8663171690694624
1,NSHD,3-9 February 1946,1946,2000,0,7,57,54,3.735255570117955
1,NSHD,3-9 February 1946,1946,2001,0,7,65,55,4.259501965923985
1,NSHD,3-9 February 1946,1946,2002,0,7,65,56,4.259501965923985
1,NSHD,3-9 February 1946,1946,2003,0,7,78,57,5.111402359108781
1,NSHD,3-9 February 1946,1946,2004,0,7,64,58,4.193971166448231
1,NSHD,3-9 February 1946,1946,2005,0,7,80,59,5.242463958060289
1,NSHD,3-9 February 1946,1946,2006,0,7,77,60,5.045871559633028
1,NSHD,3-9 February 1946,1946,2007,0,7,113,61,7.404980340760157
1,NSHD,3-9 February 1946,1946,2008,0,7,114,62,7.47051114023591
1,NSHD,3-9 February 1946,1946,2009,0,7,101,63,6.618610747051114
1,NSHD,3-9 February 1946,1946,2010,0,7,96,64,6.290956749672346
1,NSHD,3-9 February 1946,1946,2011,0,7,134,65,8.781127129750983
1,NSHD,3-9 February 1946,1946,2012,0,7,120,66,7.863695937090432
1,NSHD,3-9 February 1946,1946,2013,0,7,131,67,8.584534731323721
1,NSHD,3-9 February 1947,1947,1970,0,7,11,23,0.7208387942332896
1,NSHD,3-9 February 1947,1947,1971,0,7,5,24,0.32765399737876805
1,NSHD,3-9 February 1947,1947,1972,0,7,10,25,0.6553079947575361
1,NSHD,3-9 February 1947,1947,1973,0,7,10,26,0.6553079947575361
1,NSHD,3-9 February 1947,1947,1974,0,7,6,27,0.3931847968545216
1,NSHD,3-9 February 1947,1947,1975,0,7,18,28,1.179554390563565
1,NSHD,3-9 February 1947,1947,1976,0,7,8,29,0.5242463958060288
1,NSHD,3-9 February 1947,1947,1977,0,7,7,30,0.45871559633027525
1,NSHD,3-9 February 1947,1947,1978,0,7,14,31,0.9174311926605505
1,NSHD,3-9 February 1947,1947,1979,0,7,8,32,0.5242463958060288
1,NSHD,3-9 February 1947,1947,1980,0,7,9,33,0.5897771952817825
1,NSHD,3-9 February 1947,1947,1981,0,7,18,34,1.179554390563565
1,NSHD,3-9 February 1947,1947,1982,0,7,20,35,1.3106159895150722
1,NSHD,3-9 February 1947,1947,1983,0,7,16,36,1.0484927916120577
1,NSHD,3-9 February 1947,1947,1984,0,7,18,37,1.179554390563565
1,NSHD,3-9 February 1947,1947,1985,0,7,20,38,1.3106159895150722
1,NSHD,3-9 February 1947,1947,1986,0,7,23,39,1.5072083879423328
1,NSHD,3-9 February 1947,1947,1987,0,7,26,40,1.7038007863695936
1,NSHD,3-9 February 1947,1947,1988,0,7,24,41,1.5727391874180865
1,NSHD,3-9 February 1947,1947,1989,0,7,15,42,0.982961992136304
1,NSHD,3-9 February 1947,1947,1990,0,7,35,43,2.293577981651376
1,NSHD,3-9 February 1947,1947,1991,0,7,37,44,2.424639580602883
1,NSHD,3-9 February 1947,1947,1992,0,7,32,45,2.0969855832241153
1,NSHD,3-9 February 1947,1947,1993,0,7,30,46,1.965923984272608
1,NSHD,3-9 February 1947,1947,1994,0,7,34,47,2.2280471821756227
1,NSHD,3-9 February 1947,1947,1995,0,7,34,48,2.2280471821756227
1,NSHD,3-9 February 1947,1947,1996,0,7,44,49,2.8833551769331582
1,NSHD,3-9 February 1947,1947,1997,0,7,47,50,3.0799475753604195
1,NSHD,3-9 February 1947,1947,1998,0,7,61,51,3.99737876802097
1,NSHD,3-9 February 1947,1947,1999,0,7,65,52,4.259501965923985
1,NSHD,3-9 February 1947,1947,2000,0,7,74,53,4.849279161205766
1,NSHD,3-9 February 1947,1947,2001,0,7,73,54,4.783748361730013
1,NSHD,3-9 February 1947,1947,2002,0,7,72,55,4.71821756225426
1,NSHD,3-9 February 1947,1947,2003,0,7,79,56,5.176933158584535
1,NSHD,3-9 February 1947,1947,2004,0,7,95,57,6.225425950196592
1,NSHD,3-9 February 1947,1947,2005,0,7,111,58,7.27391874180865
1,NSHD,3-9 February 1947,1947,2006,0,7,87,59,5.7011795543905635
1,NSHD,3-9 February 1947,1947,2007,0,7,109,60,7.142857142857142
1,NSHD,3-9 February 1947,1947,2008,0,7,115,61,7.536041939711665
1,NSHD,3-9 February 1947,1947,2009,0,7,127,62,8.322411533420707
1,NSHD,3-9 February 1947,1947,2010,0,7,113,63,7.404980340760157
1,NSHD,3-9 February 1947,1947,2011,0,7,134,64,8.781127129750983
1,NSHD,3-9 February 1947,1947,2012,0,7,143,65,9.370904325032766
1,NSHD,3-9 February 1947,1947,2013,0,7,153,66,10.026212319790302
1,NSHD,3-9 February 1948,1948,1970,0,7,8,22,0.5242463958060288
1,NSHD,3-9 February 1948,1948,1971,0,7,12,23,0.7863695937090432
1,NSHD,3-9 February 1948,1948,1972,0,7,10,24,0.6553079947575361
1,NSHD,3-9 February 1948,1948,1973,0,7,11,25,0.7208387942332896
1,NSHD,3-9 February 1948,1948,1974,0,7,8,26,0.5242463958060288
1,NSHD,3-9 February 1948,1948,1975,0,7,12,27,0.7863695937090432
1,NSHD,3-9 February 1948,1948,1976,0,7,12,28,0.7863695937090432
1,NSHD,3-9 February 1948,1948,1977,0,7,6,29,0.3931847968545216
1,NSHD,3-9 February 1948,1948,1978,0,7,10,30,0.6553079947575361
1,NSHD,3-9 February 1948,1948,1979,0,7,4,31,0.2621231979030144
1,NSHD,3-9 February 1948,1948,1980,0,7,9,32,0.5897771952817825
1,NSHD,3-9 February 1948,1948,1981,0,7,14,33,0.9174311926605505
1,NSHD,3-9 February 1948,1948,1982,0,7,15,34,0.982961992136304
1,NSHD,3-9 February 1948,1948,1983,0,7,14,35,0.9174311926605505
1,NSHD,3-9 February 1948,1948,1984,0,7,18,36,1.179554390563565
1,NSHD,3-9 February 1948,1948,1985,0,7,14,37,0.9174311926605505
1,NSHD,3-9 February 1948,1948,1986,0,7,23,38,1.5072083879423328
1,NSHD,3-9 February 1948,1948,1987,0,7,21,39,1.3761467889908259
1,NSHD,3-9 February 1948,1948,1988,0,7,18,40,1.179554390563565
1,NSHD,3-9 February 1948,1948,1989,0,7,30,41,1.965923984272608
1,NSHD,3-9 February 1948,1948,1990,0,7,27,42,1.7693315858453473
1,NSHD,3-9 February 1948,1948,1991,0,7,21,43,1.3761467889908259
1,NSHD,3-9 February 1948,1948,1992,0,7,31,44,2.0314547837483614
1,NSHD,3-9 February 1948,1948,1993,0,7,32,45,2.0969855832241153
1,NSHD,3-9 February 1948,1948,1994,0,7,28,46,1.834862385321101
1,NSHD,3-9 February 1948,1948,1995,0,7,34,47,2.2280471821756227
1,NSHD,3-9 February 1948,1948,1996,0,7,29,48,1.9003931847968545
1,NSHD,3-9 February 1948,1948,1997,0,7,39,49,2.5557011795543905
1,NSHD,3-9 February 1948,1948,1998,0,7,39,50,2.5557011795543905
1,NSHD,3-9 February 1948,1948,1999,0,7,49,51,3.211009174311927
1,NSHD,3-9 February 1948,1948,2000,0,7,48,52,3.145478374836173
1,NSHD,3-9 February 1948,1948,2001,0,7,61,53,3.99737876802097
1,NSHD,3-9 February 1948,1948,2002,0,7,71,54,4.652686762778505
1,NSHD,3-9 February 1948,1948,2003,0,7,60,55,3.931847968545216
1,NSHD,3-9 February 1948,1948,2004,0,7,78,56,5.111402359108781
1,NSHD,3-9 February 1948,1948,2005,0,7,63,57,4.128440366972478
1,NSHD,3-9 February 1948,1948,2006,0,7,84,58,5.5045871559633035
1,NSHD,3-9 February 1948,1948,2007,0,7,83,59,5.439056356487549
1,NSHD,3-9 February 1948,1948,2008,0,7,78,60,5.111402359108781
1,NSHD,3-9 February 1948,1948,2009,0,7,105,61,6.8807339449541285
1,NSHD,3-9 February 1948,1948,2010,0,7,93,62,6.094364351245085
1,NSHD,3-9 February 1948,1948,2011,0,7,106,63,6.946264744429882
1,NSHD,3-9 February 1948,1948,2012,0,7,107,64,7.011795543905635
1,NSHD,3-9 February 1948,1948,2013,0,7,136,65,8.91218872870249
1,NSHD,3-9 March 1944,1944,1970,0,8,9,26,0.5897771952817825
1,NSHD,3-9 March 1944,1944,1971,0,8,11,27,0.7208387942332896
1,NSHD,3-9 March 1944,1944,1972,0,8,6,28,0.3931847968545216
1,NSHD,3-9 March 1944,1944,1973,0,8,9,29,0.5897771952817825
1,NSHD,3-9 March 1944,1944,1974,0,8,9,30,0.5897771952817825
1,NSHD,3-9 March 1944,1944,1975,0,8,10,31,0.6553079947575361
1,NSHD,3-9 March 1944,1944,1976,0,8,12,32,0.7863695937090432
1,NSHD,3-9 March 1944,1944,1977,0,8,8,33,0.5242463958060288
1,NSHD,3-9 March 1944,1944,1978,0,8,17,34,1.1140235910878113
1,NSHD,3-9 March 1944,1944,1979,0,8,10,35,0.6553079947575361
1,NSHD,3-9 March 1944,1944,1980,0,8,14,36,0.9174311926605505
1,NSHD,3-9 March 1944,1944,1981,0,8,21,37,1.3761467889908259
1,NSHD,3-9 March 1944,1944,1982,0,8,17,38,1.1140235910878113
1,NSHD,3-9 March 1944,1944,1983,0,8,21,39,1.3761467889908259
1,NSHD,3-9 March 1944,1944,1984,0,8,25,40,1.63826998689384
1,NSHD,3-9 March 1944,1944,1985,0,8,19,41,1.2450851900393185
1,NSHD,3-9 March 1944,1944,1986,0,8,25,42,1.63826998689384
1,NSHD,3-9 March 1944,1944,1987,0,8,22,43,1.4416775884665791
1,NSHD,3-9 March 1944,1944,1988,0,8,22,44,1.4416775884665791
1,NSHD,3-9 March 1944,1944,1989,0,8,32,45,2.0969855832241153
1,NSHD,3-9 March 1944,1944,1990,0,8,45,46,2.948885976408912
1,NSHD,3-9 March 1944,1944,1991,0,8,35,47,2.293577981651376
1,NSHD,3-9 March 1944,1944,1992,0,8,34,48,2.2280471821756227
1,NSHD,3-9 March 1944,1944,1993,0,8,27,49,1.7693315858453473
1,NSHD,3-9 March 1944,1944,1994,0,8,41,50,2.686762778505898
1,NSHD,3-9 March 1944,1944,1995,0,8,42,51,2.7522935779816518
1,NSHD,3-9 March 1944,1944,1996,0,8,54,52,3.5386631716906947
1,NSHD,3-9 March 1944,1944,1997,0,8,42,53,2.7522935779816518
