dataset,metric,value,top_x,year,computed_date
BLSA,n_papers,821,NA,NA,2026-07-06
BLSA,n_authors,1578,NA,NA,2026-07-06
BLSA,hhi,0.5132818330042128,NA,NA,2026-07-06
BLSA,top_x_share,0.4762484774665043,1,NA,2026-07-06
BLSA,top_x_share,0.6577344701583435,3,NA,2026-07-06
BLSA,top_x_share,0.7356881851400731,5,NA,2026-07-06
BLSA,top_x_share,0.7746650426309378,10,NA,2026-07-06
BLSA,hhi,0.5384615384615384,NA,1990,2026-07-06
BLSA,top_x_share,0.3076923076923077,1,1990,2026-07-06
BLSA,top_x_share,0.6153846153846154,3,1990,2026-07-06
BLSA,top_x_share,0.7692307692307693,5,1990,2026-07-06
BLSA,top_x_share,0.7692307692307693,10,1990,2026-07-06
BLSA,hhi,0.645833333333333,NA,1993,2026-07-06
BLSA,top_x_share,0.4166666666666667,1,1993,2026-07-06
BLSA,top_x_share,0.8333333333333334,3,1993,2026-07-06
BLSA,top_x_share,0.8333333333333334,5,1993,2026-07-06
BLSA,top_x_share,1,10,1993,2026-07-06
BLSA,hhi,0.9200000000000003,NA,1994,2026-07-06
BLSA,top_x_share,0.4,1,1994,2026-07-06
BLSA,top_x_share,0.4,3,1994,2026-07-06
BLSA,top_x_share,0.4,5,1994,2026-07-06
BLSA,top_x_share,1,10,1994,2026-07-06
BLSA,hhi,0.9591836734693873,NA,1995,2026-07-06
BLSA,top_x_share,0.7857142857142857,1,1995,2026-07-06
BLSA,top_x_share,0.7857142857142857,3,1995,2026-07-06
BLSA,top_x_share,0.9285714285714286,5,1995,2026-07-06
BLSA,top_x_share,0.9285714285714286,10,1995,2026-07-06
BLSA,hhi,0.7933884297520658,NA,1996,2026-07-06
BLSA,top_x_share,0.8181818181818182,1,1996,2026-07-06
BLSA,top_x_share,0.8181818181818182,3,1996,2026-07-06
BLSA,top_x_share,0.8181818181818182,5,1996,2026-07-06
BLSA,top_x_share,0.8181818181818182,10,1996,2026-07-06
BLSA,hhi,0.7142857142857139,NA,1997,2026-07-06
BLSA,top_x_share,0.35714285714285715,1,1997,2026-07-06
BLSA,top_x_share,0.8571428571428571,3,1997,2026-07-06
BLSA,top_x_share,0.8571428571428571,5,1997,2026-07-06
BLSA,top_x_share,0.9285714285714286,10,1997,2026-07-06
BLSA,hhi,0.544378698224852,NA,1998,2026-07-06
BLSA,top_x_share,0.38461538461538464,1,1998,2026-07-06
BLSA,top_x_share,0.7692307692307693,3,1998,2026-07-06
BLSA,top_x_share,0.7692307692307693,5,1998,2026-07-06
BLSA,top_x_share,1,10,1998,2026-07-06
BLSA,hhi,0.8263888888888884,NA,2000,2026-07-06
BLSA,top_x_share,0.4166666666666667,1,2000,2026-07-06
BLSA,top_x_share,0.8333333333333334,3,2000,2026-07-06
BLSA,top_x_share,0.9166666666666666,5,2000,2026-07-06
BLSA,top_x_share,1,10,2000,2026-07-06
BLSA,hhi,0.8284023668639057,NA,2001,2026-07-06
BLSA,top_x_share,0.38461538461538464,1,2001,2026-07-06
BLSA,top_x_share,0.6923076923076923,3,2001,2026-07-06
BLSA,top_x_share,0.6923076923076923,5,2001,2026-07-06
BLSA,top_x_share,0.9230769230769231,10,2001,2026-07-06
BLSA,hhi,0.8541666666666661,NA,2002,2026-07-06
BLSA,top_x_share,0.5833333333333334,1,2002,2026-07-06
BLSA,top_x_share,0.75,3,2002,2026-07-06
BLSA,top_x_share,0.75,5,2002,2026-07-06
BLSA,top_x_share,1,10,2002,2026-07-06
BLSA,hhi,0.8500000000000004,NA,2004,2026-07-06
BLSA,top_x_share,0.4,1,2004,2026-07-06
BLSA,top_x_share,0.8,3,2004,2026-07-06
BLSA,top_x_share,0.8,5,2004,2026-07-06
BLSA,top_x_share,1,10,2004,2026-07-06
BLSA,hhi,0.5991735537190088,NA,2005,2026-07-06
BLSA,top_x_share,0.5454545454545454,1,2005,2026-07-06
BLSA,top_x_share,0.5454545454545454,3,2005,2026-07-06
BLSA,top_x_share,0.7727272727272727,5,2005,2026-07-06
BLSA,top_x_share,0.8181818181818182,10,2005,2026-07-06
BLSA,hhi,0.7520661157024787,NA,2006,2026-07-06
BLSA,top_x_share,0.36363636363636365,1,2006,2026-07-06
BLSA,top_x_share,0.7272727272727273,3,2006,2026-07-06
BLSA,top_x_share,0.7272727272727273,5,2006,2026-07-06
BLSA,top_x_share,0.7272727272727273,10,2006,2026-07-06
BLSA,hhi,0.7869822485207105,NA,2007,2026-07-06
BLSA,top_x_share,0.6153846153846154,1,2007,2026-07-06
BLSA,top_x_share,0.6923076923076923,3,2007,2026-07-06
BLSA,top_x_share,0.9230769230769231,5,2007,2026-07-06
BLSA,top_x_share,1,10,2007,2026-07-06
BLSA,hhi,0.9314128943758565,NA,2008,2026-07-06
BLSA,top_x_share,0.5555555555555556,1,2008,2026-07-06
BLSA,top_x_share,0.9629629629629629,3,2008,2026-07-06
BLSA,top_x_share,0.9629629629629629,5,2008,2026-07-06
BLSA,top_x_share,0.9629629629629629,10,2008,2026-07-06
BLSA,hhi,0.9837278106508852,NA,2009,2026-07-06
BLSA,top_x_share,0.5769230769230769,1,2009,2026-07-06
BLSA,top_x_share,0.8846153846153846,3,2009,2026-07-06
BLSA,top_x_share,0.9230769230769231,5,2009,2026-07-06
BLSA,top_x_share,0.9230769230769231,10,2009,2026-07-06
BLSA,hhi,1.103316326530613,NA,2010,2026-07-06
BLSA,top_x_share,0.75,1,2010,2026-07-06
BLSA,top_x_share,0.9285714285714286,3,2010,2026-07-06
BLSA,top_x_share,0.9642857142857143,5,2010,2026-07-06
BLSA,top_x_share,0.9642857142857143,10,2010,2026-07-06
BLSA,hhi,1.1466942148760335,NA,2011,2026-07-06
BLSA,top_x_share,0.7727272727272727,1,2011,2026-07-06
BLSA,top_x_share,0.7727272727272727,3,2011,2026-07-06
BLSA,top_x_share,0.8181818181818182,5,2011,2026-07-06
BLSA,top_x_share,0.8181818181818182,10,2011,2026-07-06
BLSA,hhi,1.1806640625,NA,2012,2026-07-06
BLSA,top_x_share,0.71875,1,2012,2026-07-06
BLSA,top_x_share,1,3,2012,2026-07-06
BLSA,top_x_share,1,5,2012,2026-07-06
BLSA,top_x_share,1,10,2012,2026-07-06
BLSA,hhi,1.4081632653061216,NA,2013,2026-07-06
BLSA,top_x_share,0.75,1,2013,2026-07-06
BLSA,top_x_share,0.9285714285714286,3,2013,2026-07-06
BLSA,top_x_share,0.9642857142857143,5,2013,2026-07-06
BLSA,top_x_share,0.9642857142857143,10,2013,2026-07-06
BLSA,hhi,1.3471074380165282,NA,2014,2026-07-06
BLSA,top_x_share,0.7727272727272727,1,2014,2026-07-06
BLSA,top_x_share,0.9545454545454546,3,2014,2026-07-06
BLSA,top_x_share,0.9545454545454546,5,2014,2026-07-06
BLSA,top_x_share,1,10,2014,2026-07-06
BLSA,hhi,1.2100694444444466,NA,2015,2026-07-06
BLSA,top_x_share,0.7083333333333334,1,2015,2026-07-06
BLSA,top_x_share,0.9166666666666666,3,2015,2026-07-06
BLSA,top_x_share,0.9583333333333334,5,2015,2026-07-06
BLSA,top_x_share,0.9583333333333334,10,2015,2026-07-06
BLSA,hhi,1.421280276816607,NA,2016,2026-07-06
BLSA,top_x_share,0.7352941176470589,1,2016,2026-07-06
BLSA,top_x_share,0.8529411764705882,3,2016,2026-07-06
BLSA,top_x_share,0.9411764705882353,5,2016,2026-07-06
BLSA,top_x_share,0.9705882352941176,10,2016,2026-07-06
BLSA,hhi,1.0892857142857133,NA,2017,2026-07-06
BLSA,top_x_share,0.6428571428571429,1,2017,2026-07-06
BLSA,top_x_share,0.8571428571428571,3,2017,2026-07-06
BLSA,top_x_share,0.9285714285714286,5,2017,2026-07-06
BLSA,top_x_share,0.9642857142857143,10,2017,2026-07-06
BLSA,hhi,1.3480257116620777,NA,2018,2026-07-06
BLSA,top_x_share,0.6666666666666666,1,2018,2026-07-06
BLSA,top_x_share,0.7272727272727273,3,2018,2026-07-06
BLSA,top_x_share,0.9393939393939394,5,2018,2026-07-06
BLSA,top_x_share,0.9393939393939394,10,2018,2026-07-06
BLSA,hhi,1.4091796875,NA,2019,2026-07-06
BLSA,top_x_share,0.6875,1,2019,2026-07-06
BLSA,top_x_share,1,3,2019,2026-07-06
BLSA,top_x_share,1,5,2019,2026-07-06
BLSA,top_x_share,1,10,2019,2026-07-06
BLSA,hhi,1.311294765840224,NA,2020,2026-07-06
BLSA,top_x_share,0.5757575757575758,1,2020,2026-07-06
BLSA,top_x_share,0.8787878787878788,3,2020,2026-07-06
BLSA,top_x_share,0.9696969696969697,5,2020,2026-07-06
BLSA,top_x_share,0.9696969696969697,10,2020,2026-07-06
BLSA,hhi,1.4541015625,NA,2021,2026-07-06
BLSA,top_x_share,0.6875,1,2021,2026-07-06
BLSA,top_x_share,0.96875,3,2021,2026-07-06
BLSA,top_x_share,1,5,2021,2026-07-06
BLSA,top_x_share,1,10,2021,2026-07-06
BLSA,hhi,1.6121356335514534,NA,2022,2026-07-06
BLSA,top_x_share,0.6341463414634146,1,2022,2026-07-06
BLSA,top_x_share,0.9024390243902439,3,2022,2026-07-06
BLSA,top_x_share,0.975609756097561,5,2022,2026-07-06
BLSA,top_x_share,0.975609756097561,10,2022,2026-07-06
BLSA,hhi,1.4991349480968832,NA,2023,2026-07-06
BLSA,top_x_share,0.6764705882352942,1,2023,2026-07-06
BLSA,top_x_share,0.9705882352941176,3,2023,2026-07-06
BLSA,top_x_share,0.9705882352941176,5,2023,2026-07-06
BLSA,top_x_share,0.9705882352941176,10,2023,2026-07-06
BLSA,hhi,1.3171487603305794,NA,2024,2026-07-06
BLSA,top_x_share,0.6590909090909091,1,2024,2026-07-06
BLSA,top_x_share,0.8636363636363636,3,2024,2026-07-06
BLSA,top_x_share,0.8636363636363636,5,2024,2026-07-06
BLSA,top_x_share,0.8636363636363636,10,2024,2026-07-06
BLSA,hhi,1.0367309458218572,NA,2025,2026-07-06
BLSA,top_x_share,0.48484848484848486,1,2025,2026-07-06
BLSA,top_x_share,0.7575757575757576,3,2025,2026-07-06
BLSA,top_x_share,0.9090909090909091,5,2025,2026-07-06
BLSA,top_x_share,0.9090909090909091,10,2025,2026-07-06
BLSA,hhi,1.4288000000000016,NA,2026,2026-07-06
BLSA,top_x_share,0.76,1,2026,2026-07-06
BLSA,top_x_share,0.92,3,2026,2026-07-06
BLSA,top_x_share,0.92,5,2026,2026-07-06
BLSA,top_x_share,1,10,2026,2026-07-06
