author_id,first_year,last_year,n_years_active,n_papers_total
Muller C,2017,2025,7,17
Warren JR,2017,2025,8,17
Grodsky E,2017,2025,8,16
Manly JJ,2022,2025,3,6
Brickman AM,2023,2025,2,5
Carroll JM,2017,2022,3,3
Hung K,2021,2025,2,3
Choi Y,2017,2018,2,2
Chung IH,2017,2018,2,2
Culbertson MJ,2025,2025,1,2
